Date/Time,Electricity:Facility [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly),Electricity:Facility [J](Monthly),Gas:Facility [J](Monthly),CO2:Facility [kg](Monthly),CO:Facility [kg](Monthly),CH4:Facility [kg](Monthly),NOx:Facility [kg](Monthly),N2O:Facility [kg](Monthly),SO2:Facility [kg](Monthly),PM:Facility [kg](Monthly),PM10:Facility [kg](Monthly),PM2.5:Facility [kg](Monthly),NH3:Facility [kg](Monthly),NMVOC:Facility [kg](Monthly),Hg:Facility [kg](Monthly),Pb:Facility [kg](Monthly),WaterEnvironmentalFactors:Facility [L](Monthly),Nuclear High:Facility [kg](Monthly),Nuclear Low:Facility [m3](Monthly),Carbon Equivalent:Facility [kg](Monthly) 
 01/01  01:00:00,1034973477.20538,90472569.6148233,0.0,0.0,134569963.084108,538279852.336432,3627448835.00376,3619365995.07901,8082839.92474442 
 01/01  02:00:00,1020243920.26252,75136984.1598702,0.0,0.0,134569963.084108,538279852.336432,3574482197.20026,3566399089.21404,8083107.98622195 
 01/01  03:00:00,1041936428.68216,93921230.1998377,0.0,0.0,134569963.084108,538279852.336432,4614608350.01492,4606525756.18854,8082593.82638163 
 01/01  04:00:00,1020275653.76388,75136984.1598702,0.0,0.0,134569963.084108,538279852.336432,3124263148.19731,3116179950.76318,8083197.43412436 
 01/01  05:00:00,1085966934.04911,93921230.1998377,0.0,0.0,134569963.084108,538279852.336432,4388342924.00447,4380260018.47518,8082905.52928574 
 01/01  06:00:00,1152301864.24488,75136984.1598702,0.0,0.0,134569963.084108,538279852.336432,3079410479.86218,3071316222.35067,8094257.51151359 
 01/01  07:00:00,1350057507.9561,93921230.1998377,0.0,0.0,134569963.084108,538279852.336432,4404419960.44442,4396336777.9445,8083182.4999201 
 01/01  08:00:00,1268403528.3191,75136984.1598702,0.0,0.0,134569963.084108,538279852.336432,3037981966.27294,3029899738.12423,8082228.14870718 
 01/01  09:00:00,1214266887.93185,93921230.1998377,0.0,0.0,134569963.084108,538279852.336432,3557937577.57902,3549854522.42787,8083055.15114628 
 01/01  10:00:00,1060195250.80604,75136984.1598702,0.0,0.0,134569963.084108,538279852.336432,2108954663.02953,2100872121.69064,8082541.33889472 
 01/01  11:00:00,903789939.113979,93921230.1998377,0.0,0.0,134569963.084108,538279852.336432,2578704226.66538,2570621081.10045,8083145.56492655 
 01/01  12:00:00,883111202.297001,75136984.1598702,0.0,0.0,134569963.084108,538279852.336432,1661994456.59003,1645885918.96641,16108537.6236148 
 01/01  13:00:00,902848829.361208,93921230.1998377,0.0,0.0,134569963.084108,538279852.336432,2229714526.00812,2221624419.16844,8090106.83968219 
 01/01  14:00:00,882721619.365312,75136984.1598702,0.0,0.0,134569963.084108,538279852.336432,1602481776.01012,1578321072.46073,24160703.5493897 
 01/01  15:00:00,902405464.047579,93921230.1998377,0.0,0.0,134569963.084108,538279852.336432,2221498817.25597,2213408263.9503,8090553.30567041 
 01/01  16:00:00,882690756.126752,75136984.1598702,0.0,0.0,134569963.084108,538279852.336432,1729571057.44688,1721487860.08843,8083197.35845296 
 01/01  17:00:00,1226575311.53597,93921230.1998377,0.0,0.0,134569963.084108,538279852.336432,2588972216.99374,2580889755.14406,8082461.8496862 
 01/01  18:00:00,1412678624.26001,75136984.1598702,0.0,0.0,134569963.084108,538279852.336432,1954640102.04384,1946557035.54749,8083066.49634657 
 01/01  19:00:00,1433008070.35066,93921230.1998377,0.0,0.0,134569963.084108,538279852.336432,2948869297.58479,2940786522.82676,8082774.75802208 
 01/01  20:00:00,1324926891.8065,75136984.1598702,0.0,0.0,134569963.084108,538279852.336432,2093442761.61614,2085359604.80417,8083156.81196845 
 01/01  21:00:00,1344949736.15244,93921230.1998377,0.0,0.0,134569963.084108,538279852.336432,2883156816.6758,2875073729.68817,8083086.98763554 
 01/01  22:00:00,1236873307.06254,75136984.1598702,0.0,0.0,134569963.084108,538279852.336432,2060195718.68485,2044081794.58043,16113924.1044152 
 01/01  23:00:00,1169094266.77469,93921230.1998377,0.0,0.0,134569963.084108,538279852.336432,2969591083.37266,2961508009.40564,8083073.96701407 
 01/01  24:00:00,1061076261.21394,75136984.1598702,0.0,0.0,134569963.084108,538279852.336432,2168244612.40574,2160162052.22915,8082560.17658451 
 01/02  01:00:00,1216952185.38377,93921230.1998377,0.0,0.0,134569963.084108,717706469.78191,3173053590.70364,3164967743.36785,8085847.33579186 
 01/02  02:00:00,1196859354.20031,75136984.1598702,0.0,0.0,134569963.084108,717706469.78191,2294573803.71996,2286486852.68591,8086951.03404712 
 01/02  03:00:00,1217189383.83913,93921230.1998377,0.0,0.0,134569963.084108,717706469.78191,3178895207.03387,3162793550.50922,16101656.5246481 
 01/02  04:00:00,1196820981.39889,75136984.1598702,0.0,0.0,134569963.084108,717706469.78191,2204638104.1289,2196551127.50848,8086976.62041392 
 01/02  05:00:00,1260837364.0958,93921230.1998377,0.0,0.0,134569963.084108,717706469.78191,2925144400.92184,2917058501.56324,8085899.35860095 
 01/02  06:00:00,1462856384.57395,75136984.1598702,0.0,0.0,269139926.168216,717706469.78191,1919917031.48944,1903792922.41818,16124109.0712682 
 01/02  07:00:00,1706473455.02422,117762729.391082,0.0,0.0,269139926.168216,717706469.78191,10910244620.4848,10894128489.0315,16116131.4532928 
