Date/Time,Electricity:Facility [J](Hourly),Heating:Gas [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly) 
 02/08  15:00:00,398070042.4,465002065.1,0,460365.0258,8328837.176,0,87217892.07
 02/08  16:00:00,397174524.3,484892678.6,0,0,8292401.285,0,87199331.92
 02/08  17:00:00,544933802.5,654270252.6,0,17194062.92,8196686.499,0,98829196.33
 02/08  18:00:00,701523620.4,791234237.4,0,0,10980554.76,0,510800117.1
 02/08  19:00:00,899894655.1,756486964.2,0,0,15121974.74,0,594826228.8
 02/08  20:00:00,949534938,704171631.5,0,0,16336800.66,0,577158632.8
 02/08  21:00:00,1012571072,683985544.6,0,0,13714505.7,0,571970161.3
 02/08  22:00:00,940739418.6,694813043.7,0,0,14939554.96,0,600082571.2
 02/08  23:00:00,739851977.8,802021092.4,0,0,12346080.93,0,579156573.1
 02/08  24:00:00,524076596.1,927080826.3,0,0,6970721.79,0,483530790.5
 02/09  01:00:00,363869878.2,758245670.7,0,0,5521413.077,0,464939669.7
 02/09  02:00:00,342711011.2,782688254.1,0,0,4348369.548,0,58675686.61
 02/09  03:00:00,325620277.3,852061324.3,0,0,4130974.248,0,58611429.84
 02/09  04:00:00,328777619.3,895246783.2,0,0,4348717.85,0,58611335.28
 02/09  05:00:00,355701943.1,910785286.6,0,0,5521632.194,0,73797060.18
 02/09  06:00:00,441938551.2,904288745.2,0,0,7082801.784,0,114397875.6
 02/09  07:00:00,771327486.2,803851172.4,0,0,13620176.06,0,213357410.7
 02/09  08:00:00,858770667.9,986999175,0,0,16404864.98,0,268986680.4
 02/09  09:00:00,724214037.3,860034316.4,0,0,14939618.01,0,211082723.3
 02/09  10:00:00,634120768.9,528099696.7,0,0,12344994.68,0,184975428.9
 02/09  11:00:00,400885169.8,545520490.8,0,0,10982965.54,0,119466994.1
 02/09  12:00:00,405921968.4,450934719.4,0,0,12319015.25,0,117005674.4
 02/09  13:00:00,414210167.7,401873022.2,0,5402484.027,11087729.55,0,111331899.2
 02/09  14:00:00,412720571.5,380739071.8,0,6360309.362,9505018.511,0,103858220
 02/09  15:00:00,408792222.6,385672225.5,0,5225559.75,8296417.932,0,87222645.81
 02/09  16:00:00,399926173.2,407977713.6,0,1069696.874,8328824.389,0,87179711.27
 02/09  17:00:00,560668322.5,583396322.9,0,30042685.47,8328512.426,0,98842844.18
 02/09  18:00:00,691608228,711412009.6,0,763247.2281,11024707.95,0,526237318.2
 02/09  19:00:00,893577226,672508677.4,0,0,14939570.64,0,602780410.5
 02/09  20:00:00,946707552.3,600022843,0,0,16405717.54,0,553166455.1
 02/09  21:00:00,1009788707,596500777.4,0,0,13602101.12,0,578691730.3
 02/09  22:00:00,937123956.5,567593783.6,0,0,15122164.27,0,592834229
 02/09  23:00:00,734946360.4,617058093.2,0,0,12319579.85,0,581132115.5
 02/09  24:00:00,514862808,696322623,0,0,6877824.209,0,482500452.3
 02/10  01:00:00,354423454.3,598427672.4,0,193675.0566,5712078.992,0,465268546.4
 02/10  02:00:00,330715201,575069370.6,0,0,4130776.119,0,58671570.53
 02/10  03:00:00,309145031.4,570897972.4,0,0,4348456.82,0,58617434.17
 02/10  04:00:00,309948634.9,565697342.7,0,372386.5009,4168989.818,0,58617364.58
 02/10  05:00:00,349999551,555563443,0,2557212.808,5710174.605,0,97240236.04
 02/10  06:00:00,435243704.2,542277050.9,0,2625996.846,6837833.029,0,117225254
 02/10  07:00:00,754453975,493604860.9,0,3330402.158,13771914.67,0,197328562.5
 02/10  08:00:00,864935797.5,442166907.3,0,2187530.475,16336639.35,0,254285014.9
 02/10  09:00:00,722932281.7,465313520.8,0,1172428.146,15117707.46,0,242675596.1
 02/10  10:00:00,639904087.3,268386087.3,0,2111650.494,12322572.19,0,154272766.1
 02/10  11:00:00,400955828.7,318713285.8,0,1162893.949,10843110.85,0,119999254.6
 02/10  12:00:00,407024791.1,290442971.1,0,1575728.257,12346716.97,0,117062100.4
 02/10  13:00:00,403240546.2,353477268.2,0,1133586.568,11004318.97,0,127342611.3
 02/10  14:00:00,396474411.3,357339919.2,0,0,9749995.531,0,88000925.15
 02/10  15:00:00,395330827.1,409239452.4,0,0,8204834.837,0,87322586.11
 02/10  16:00:00,396796730.4,404835406.9,0,0,8197894.873,0,95640426.75
 02/10  17:00:00,527712717.6,669826631,0,0,8321986.233,0,116694259.3
 02/10  18:00:00,688594072.3,674962243.5,0,0,11087429.36,0,511438432.1
 02/10  19:00:00,894647391.2,623585839.7,0,0,15026831.67,0,588318963.9
 02/10  20:00:00,952638762,562687519.6,0,2136234.382,16405298.44,0,583112669.3
 02/10  21:00:00,1013746280,542240864.3,0,2427894.171,13575871.75,0,549297574.6
 02/10  22:00:00,932379449.3,530487299.9,0,0,14981486.5,0,612382526.2
 02/10  23:00:00,734924383.2,625924036,0,0,12319524.71,0,563110053
 02/10  24:00:00,520042455.1,807471766.6,0,0,7083015.22,0,509417522.4
 02/11  01:00:00,364114146.4,742585512.7,0,194799.3398,5520337.527,0,439094623.2
 02/11  02:00:00,365818982.6,758635923,0,0,4348953.542,0,58920230.31
 02/11  03:00:00,326917958.9,816966257.8,0,0,4130858.56,0,58617282.35
 02/11  04:00:00,327524352.9,856243615.2,0,0,4348590.306,0,58617402.72
 02/11  05:00:00,355423092.3,892623891.1,0,0,5520585.516,0,96978789.32
 02/11  06:00:00,402270983.9,919068068,0,0,7025431.366,0,87540172.65
 02/11  07:00:00,670746932.1,857319012.8,0,0,10856684.43,0,148420364.3
 02/11  08:00:00,729929550.8,1048267072,0,0,13771678.33,0,197028552.9
 02/11  09:00:00,819716514.6,902670483.6,0,0,13737011.08,0,259503124.6
 02/11  10:00:00,640234196.2,592340408.8,0,0,13575448.08,0,208280529.4
 02/11  11:00:00,421803118.6,627048699.7,0,0,12346179.62,0,173823688.5
 02/11  12:00:00,409754670.6,534127907.2,0,0,13619955.24,0,136002968.8
 02/11  13:00:00,404807625.6,401416327.6,0,0,13771912.79,0,143602831.4
 02/11  14:00:00,401574533.7,318287742.9,0,0,12319669.69,0,90398648.42
 02/11  15:00:00,398353809.1,277643774,0,0,11025223.82,0,114970759
 02/11  16:00:00,407165813.3,284779382,0,1947821.422,10849779.02,0,115588881.9
 02/11  17:00:00,530687259.1,543534225.8,0,2833115.214,9750367.865,0,99646058.98
 02/11  18:00:00,681647825.4,499563971.3,0,2391661.529,10969172.74,0,509340483.7
 02/11  19:00:00,920749213,434043212.4,0,3777182.321,14939806.77,0,544408144
 02/11  20:00:00,925411012.7,372801434.3,0,2355835.437,15072139.92,0,549930138.5
 02/11  21:00:00,949239238.3,337155043,0,1950524.325,13772131.81,0,576902739.5
 02/11  22:00:00,916871681.9,328461886.2,0,2068503.305,14981167.99,0,552072598.1
 02/11  23:00:00,746476325.6,372303007.2,0,373294.9352,10892975.64,0,587159102.6
 02/11  24:00:00,518629684.9,432744636.1,0,785747.4718,8328530.699,0,542212595.7
 02/12  01:00:00,382588763.7,457285802,0,189228.2158,7007482.738,0,465773313.6
 02/12  02:00:00,379556522.9,474929946.6,0,0,5589457.637,0,59089968.24
 02/12  03:00:00,335864062.2,500367792.4,0,0,5521174.178,0,59077253.89
 02/12  04:00:00,336061448,519674791.8,0,0,5698319.768,0,59072626.21
 02/12  05:00:00,369181099.2,518169182.9,0,2001030.772,5573548.702,0,97098877.47
 02/12  06:00:00,417908702,516446794.6,0,2329278.323,8328784.954,0,100055846
 02/12  07:00:00,658322129.5,496679913.3,0,3244010.615,13641069.23,0,138703839.6
 02/12  08:00:00,751470388.1,413285017,0,2362719.988,13575598.14,0,228313039.5
 02/12  09:00:00,829765284.7,264007677.1,0,17562046.71,13744302.74,0,260342531.5
 02/12  10:00:00,621482255.2,133798963.6,0,2296276,15122498.62,0,198644923.6
 02/12  11:00:00,430687585,141594700,0,2787576.81,13595000.39,0,185911787.1
 02/12  12:00:00,439062269.6,129280905.6,0,8965037.512,13594121.52,0,131412663.6
 02/12  13:00:00,441714714.2,123475562,0,16855654.59,11086650.22,0,118888134.5
 02/12  14:00:00,410511120.5,125182331.2,0,17435643.47,11005925.62,0,115590780.6
 02/12  15:00:00,399525392.4,119717638.1,0,12437444.57,8198221.722,0,87260453.44
 02/12  16:00:00,385630231,139715090.6,0,2452083.814,8269686.437,0,87183959.13
 02/12  17:00:00,544770774.5,379853552.9,0,39232709.94,8328420.045,0,98824775.82
 02/12  18:00:00,678732250.3,334493638.3,0,23263105.5,11088044.66,0,509180871.1
 02/12  19:00:00,897933868.3,299081053.2,0,20578279.12,13622454.3,0,543030894.2
 02/12  20:00:00,940328760.4,265193759,0,19937358.63,13576283.86,0,548550772.2
 02/12  21:00:00,999097717.4,244326387.3,0,20909325.2,11078422.31,0,546160123.5
 02/12  22:00:00,901406118.2,244658231.2,0,19413539.74,13754062.34,0,548551142.3
 02/12  23:00:00,730377311.8,282128772.2,0,12708036.34,10817308.73,0,587550494.8
 02/12  24:00:00,516415011.1,336277905.5,0,2367752.798,5738750.736,0,526418552.1
 02/13  01:00:00,340621146.6,356049657.7,0,0,5520330.094,0,451695517
 02/13  02:00:00,319847635.6,378470264.2,0,0,4348956.515,0,58924715.27
 02/13  03:00:00,299778110.6,424126704.9,0,0,4130857.773,0,58616245.89
 02/13  04:00:00,303620293.7,451039918.6,0,745170.9586,4348587.76,0,58616195.38
 02/13  05:00:00,330984289.4,482280249.1,0,831619.3127,5520589.156,0,96976206.29
 02/13  06:00:00,424319917.3,500196140.8,0,2493858.856,7025853.393,0,117380587.6
 02/13  07:00:00,745551950.4,430964853.3,0,3020616.601,13575564.09,0,195712146.9
 02/13  08:00:00,852625456.9,332322121,0,5541367.518,16405304.95,0,262234968.7
 02/13  09:00:00,733099162.9,285679901.5,0,14193561.05,14977654.78,0,235334907
 02/13  10:00:00,635639466.6,183122680.2,0,1031825.438,12319736.76,0,154715363.6
 02/13  11:00:00,403675901.6,254483147,0,1884770.666,11086657.67,0,145262506
 02/13  12:00:00,406235721.4,276001099,0,1404847.407,12319664.59,0,92198817.58
 02/13  13:00:00,402506380.5,282481774.6,0,1500043.187,11034002.68,0,127386428
 02/13  14:00:00,393777773.8,300971318.7,0,0,9521901.782,0,88103196.17
 02/13  15:00:00,391813980.9,328668997.9,0,0,8328578.584,0,113643522.4
 02/13  16:00:00,403802960.9,335025674.7,0,2302043.298,8328787.6,0,87187837.64
 02/13  17:00:00,530781049.6,593494452.7,0,2482787.841,8328417.638,0,98842272.61
 02/13  18:00:00,690599527.8,500105604.7,0,2289247.63,10906479.38,0,511111528.5
 02/13  19:00:00,897552013.8,436830743.7,0,3152033.74,14970552.19,0,588367508.8
 02/13  20:00:00,949273550.2,398111843.6,0,2363271.855,16376492.6,0,583444362.5
 02/13  21:00:00,1011901814,361697811.7,0,2386080.062,13738557.97,0,549345405
 02/13  22:00:00,937451819.4,341031708.3,0,1945678.343,15121986.98,0,624970148.2
 02/13  23:00:00,729033992.7,389448182.1,0,391655.2247,12318921.31,0,551494540.5
 02/13  24:00:00,508696147.4,448477389.8,0,672936.0092,6838145.789,0,509628751
 02/14  01:00:00,347166773.8,484751964.4,0,194276.1694,5628185.859,0,464973314.6
 02/14  02:00:00,324742700.9,515788121.7,0,0,4248414.035,0,58624022.63
 02/14  03:00:00,303568671.5,532888455.8,0,0,4348733.642,0,58614742.98
 02/14  04:00:00,303225035,546742550.1,0,0,4130769.479,0,58614612.35
 02/14  05:00:00,345525020.8,557554952.6,0,2504191.996,5636252.402,0,71488452.37
 02/14  06:00:00,431682034,554667627,0,2567135.411,6962579.085,0,116987085.2
 02/14  07:00:00,755341915.3,505223436.6,0,3180669.328,13734177.41,0,195760687.6
 02/14  08:00:00,855144122.3,483531164.6,0,0,16382949.37,0,287388473.8
 02/14  09:00:00,719363893.6,531113613.9,0,0,14963859.22,0,211344542.6
 02/14  10:00:00,631273460,348528263.9,0,0,12345023.72,0,155171197.8
 02/14  11:00:00,397484158.3,451493141.6,0,0,10883019.66,0,147860868.3
 02/14  12:00:00,404336177.7,454255960.2,0,0,12319493.92,0,116822560.5
 02/14  13:00:00,399720766.2,441144446.3,0,0,11086711.31,0,100410909
 02/14  14:00:00,398333414,450649886.1,0,0,9621327.122,0,114673228.8
 02/14  15:00:00,396262101.6,474231165.2,0,0,8197896.344,0,87219908.05
 02/14  16:00:00,399301529.9,501232808.2,0,0,8317915.702,0,87207771.3
 02/14  17:00:00,537509811.8,775725936.3,0,0,8328322.492,0,98838330.16
 02/14  18:00:00,691135882.4,716278942.7,0,0,11088382.23,0,510832538.7
 02/14  19:00:00,900360004.1,597008460.3,0,2156047.29,14954707.92,0,592470026.8
 02/14  20:00:00,948985732.4,518862220.7,0,2417635.858,16404883.92,0,579511988.8
 02/14  21:00:00,1011677045,468053769.3,0,2415387.51,13575669.33,0,570006681.7
 02/14  22:00:00,938032496.8,434218340.2,0,1962233.774,15053897.24,0,602276647.7
 02/14  23:00:00,731597481.7,472152447.5,0,394349.9029,12319053.01,0,577142126.3
 02/14  24:00:00,511139381.5,530363169.5,0,617022.5427,7079380.616,0,485457923.9
 02/15  01:00:00,349041154,552538552.4,0,194941.8473,5522319.007,0,465105103.2
 02/15  02:00:00,326361496.6,570990755.1,0,0,4238588.384,0,58677823.4
 02/15  03:00:00,305026199.1,586000463.4,0,0,4240838.65,0,58612321.64
 02/15  04:00:00,304899856.7,596467879,0,0,4348759.669,0,58610846.12
 02/15  05:00:00,341277956.6,602467129.4,0,2363022.042,5519575.618,0,71905701.34
 02/15  06:00:00,427652245.3,601716345.4,0,2592366.905,6886869.243,0,116353745.4
 02/15  07:00:00,750654430.1,550144980,0,3270779.985,13702215.23,0,212799081.5
 02/15  08:00:00,846269745.5,530733477.7,0,0,16336080.6,0,269627926.3
 02/15  09:00:00,714938681.6,478957127.6,0,0,15122133.18,0,211103622.5
 02/15  10:00:00,632134964.5,229343661.2,0,0,12319332.47,0,184960025.6
 02/15  11:00:00,396372620.9,249333757.8,0,0,11021210.27,0,119480587.3
 02/15  12:00:00,409023803.3,259336456.9,0,2128340.908,12345460.24,0,116898725.4
 02/15  13:00:00,411373615.5,248746244.7,0,5030576.499,10829905.38,0,112861023.5
 02/15  14:00:00,409708019.6,231552218.6,0,5279712.323,9750893.163,0,102350102
 02/15  15:00:00,406115814.5,234230226.6,0,4538324.18,8328834.398,0,87225244.73
 02/15  16:00:00,399746545.4,241603201.8,0,1530864.004,8295579.325,0,87182785.1
 02/15  17:00:00,561986221.8,401557426,0,35687143.69,8197501.943,0,98839588.06
 02/15  18:00:00,696346502.2,413904762.4,0,9604317.192,10975662.01,0,528357851.7
 02/15  19:00:00,897908502.7,403619729.5,0,6562819.892,15121991.87,0,600783171.4
 02/15  20:00:00,950202032,366114584.1,0,5505576.445,16336830.23,0,552800972
 02/15  21:00:00,1014723052,346885292.4,0,6735677.43,13718380.16,0,578706477.4
 02/15  22:00:00,944150459.1,328578571.3,0,8273949.863,14939566.09,0,592861980.3
 02/15  23:00:00,726676960,357364943.9,0,389010.1946,12346058.58,0,581149439.8
 02/15  24:00:00,507045336.6,409881361.1,0,607030.9472,6968081.76,0,482724394.9
 02/16  01:00:00,345093023.9,430163230.4,0,192381.3267,5521432.924,0,465367808.4
 02/16  02:00:00,322564492.7,446717119.2,0,0,4348359.027,0,58673411.12
 02/16  03:00:00,300964243,457502629,0,0,4130989.159,0,58618453.04
 02/16  04:00:00,300718618.1,460126403.5,0,0,4348712.807,0,58618385.83
 02/16  05:00:00,336784380.3,456187762.1,0,2326072.632,5521651.603,0,97165297.62
 02/16  06:00:00,422999343.6,450575233.8,0,2488954.502,7082810.193,0,117621533.5
 02/16  07:00:00,744912925.6,401685842.6,0,2967982.655,13621481.11,0,196599547
 02/16  08:00:00,849715791.1,345686768.8,0,2247567.053,16404888.05,0,254128621.5
 02/16  09:00:00,721610098.9,326586009.5,0,4454978.206,14939637.93,0,242733928.2
 02/16  10:00:00,640537059.1,149985256.7,0,1885374.511,12345353.45,0,154339160
 02/16  11:00:00,405869758.2,168052992.3,0,2296892.674,10981434.76,0,120018663.3
 02/16  12:00:00,422505639.5,169674457.1,0,10510858.46,12319042.7,0,117068530.9
 02/16  13:00:00,426725315.3,161174529.3,0,18330226.2,11087722.35,0,127348477.5
 02/16  14:00:00,426936902.1,150057082.3,0,20905442.49,9506988.467,0,88004083.29
 02/16  15:00:00,422624704,153438509.6,0,19793611.3,8294587.645,0,87328185.54
 02/16  16:00:00,416328357.2,153763121.7,0,14178396.45,8328528.612,0,107359612.1
 02/16  17:00:00,582836423.4,355379377.7,0,57200137.28,8328485.187,0,104959289.1
 02/16  18:00:00,717299885.2,333789491.2,0,31405550.15,11027137.13,0,511396065
 02/16  19:00:00,914768687.5,314271974.1,0,22619317.77,14939586,0,588326866.6
 02/16  20:00:00,963655881.9,301501562.7,0,17972949.78,16405712.88,0,583214524.8
 02/16  21:00:00,1025004301,293757285.8,0,16457256.35,13599374.78,0,549318024.3
 02/16  22:00:00,952051660.5,290478101.4,0,15434402.65,15122192.37,0,617043590.1
 02/16  23:00:00,740299059.6,326280264.4,0,7741235.292,12319550.85,0,558811789.2
 02/16  24:00:00,505989494.1,392553400.2,0,607323.7009,6883423.793,0,509450329.7
 02/17  01:00:00,344710623,417403339.5,0,192626.1322,5706758.66,0,439124152.2
 02/17  02:00:00,322029271.6,439000858.1,0,0,4130778.069,0,58919809.39
 02/17  03:00:00,301371803.3,463394352.2,0,0,4348481.488,0,58617837.71
 02/17  04:00:00,301459151,488149038.8,0,0,4175977.162,0,58617780.65
 02/17  05:00:00,343831244.9,501814942,0,2445505.491,5702753.642,0,96978021.56
 02/17  06:00:00,430070439,506467330.7,0,2498955.867,6837814.44,0,116956338.6
 02/17  07:00:00,744330390.8,462243964.8,0,3018337.056,13771911.62,0,195711083.2
 02/17  08:00:00,856454765.6,361747688.7,0,4079212.145,16336614.18,0,271328114.1
 02/17  09:00:00,742509867.2,298437815.4,0,18049998.82,15120546.73,0,226862732.7
 02/17  10:00:00,642588490.4,140659382.3,0,2409921.163,12320875.15,0,154825646.7
 02/17  11:00:00,417230972.1,156037112.5,0,10259205.43,10843575.27,0,147851409.2
 02/17  12:00:00,440163990,151933492.9,0,24912057.1,12346715.04,0,103043509
 02/17  13:00:00,445667461.4,137824448.5,0,34647136.23,11003855.31,0,114040093.1
 02/17  14:00:00,441245906.6,120965900.2,0,33179183.09,9749996.948,0,103032389.1
 02/17  15:00:00,433819664.9,118110881.8,0,29699109.51,8205449.867,0,98785753.12
 02/17  16:00:00,418618677.9,113689019.4,0,16174506.34,8197898.246,0,87191522.24
 02/17  17:00:00,586245984.4,330901962.6,0,61762885.43,8321673.286,0,98833041.78
 02/17  18:00:00,712197615.6,321857760.6,0,34844377.96,11087437.08,0,510841572.1
 02/17  19:00:00,917770620,309171369.4,0,24943159.01,15026634.33,0,588367754.1
 02/17  20:00:00,961809387.4,297678099.5,0,19709629.15,16405309.72,0,583439739.2
 02/17  21:00:00,1024982717,277114200.3,0,19993510.25,13575891.12,0,549352674
 02/17  22:00:00,954547158.9,257227486.5,0,20975945.13,14981721.65,0,624849156.6
 02/17  23:00:00,747433365.9,285816021.6,0,14477346.79,12319536.33,0,551493482
 02/17  24:00:00,517281729.3,323901629.2,0,7163399.037,7083020.7,0,509625297.7
 02/18  01:00:00,344844915.1,333907964.8,0,673737.9613,5520336.886,0,464893847.8
 02/18  02:00:00,339867443.6,325284520.2,0,0,4348951.912,0,58625763.83
 02/18  03:00:00,294943791.8,317215806.3,0,0,4130859.426,0,58615076.8
 02/18  04:00:00,294858601.8,317944948.4,0,0,4348592.854,0,58614990.52
 02/18  05:00:00,329950277.9,322607366.2,0,1951439.325,5520584.707,0,71454746.29
 02/18  06:00:00,377026526.4,313985157.1,0,2290087.566,7025151.424,0,101884195.5
 02/18  07:00:00,640089062.1,284484045.9,0,5018130.689,10857032.16,0,133398019.6
 02/18  08:00:00,725788436.1,269414788.8,0,9591718.591,13771992.77,0,196363417.3
 02/18  09:00:00,830100085.7,193712900.5,0,17867796.36,13735980.81,0,268733461.4
 02/18  10:00:00,640405759.3,123849172.8,0,443230.333,13575511.18,0,220145713.7
 02/18  11:00:00,421100466.2,118911248.1,0,1130399.702,12346245.4,0,154757842.7
 02/18  12:00:00,408102011.7,142749341.8,0,985685.6341,13620835.17,0,150437160.2
 02/18  13:00:00,401032885.1,203361090.2,0,0,13772047.43,0,129572367
 02/18  14:00:00,399151785.2,248509913.9,0,0,12319707.6,0,116740106.3
 02/18  15:00:00,396853590.3,261058182.9,0,0,11023869.97,0,88789647.58
 02/18  16:00:00,408374700,270764060.6,0,2289250.926,10851164.2,0,115585502.1
 02/18  17:00:00,523856471.3,547072863.2,0,1265596.333,9750556.592,0,99650981.15
 02/18  18:00:00,662481514.9,390075012.9,0,1172694.281,10967214.47,0,509180301.1
 02/18  19:00:00,912028857.7,314847651,0,1300833.891,14940435.99,0,544263375.3
 02/18  20:00:00,927519176,263121088.7,0,5875422.114,15073948.82,0,555863900.1
 02/18  21:00:00,956297409.1,245153026.6,0,9036320.475,13772172.67,0,572519778.7
 02/18  22:00:00,924185453.3,239925807.4,0,9326695.993,14979428.71,0,550357418.8
 02/18  23:00:00,755022013,264094612.7,0,5828729.742,10894355.77,0,587176495.3
 02/18  24:00:00,514947340.8,332172421.4,0,566907.323,8328544.064,0,542227585.8
 02/19  01:00:00,379074259.2,356747830.6,0,188028.4389,7005480.122,0,465698755.6
 02/19  02:00:00,376342025.1,373992711.6,0,0,5591351.492,0,59139850.12
 02/19  03:00:00,332970685.6,404082759.7,0,0,5521163.739,0,59070697.24
 02/19  04:00:00,333169751.4,422159622.1,0,0,5696422.797,0,84469883.2
 02/19  05:00:00,360070029.8,433201579.9,0,439043.6439,5575451.481,0,71468303.17
 02/19  06:00:00,415571294.8,435934933,0,2296306.754,8328787.215,0,114741370.6
 02/19  07:00:00,645900561.6,403203018.6,0,2755522.429,13640284.92,0,152151877.3
 02/19  08:00:00,749887485,347767869.7,0,2080292.318,13575602.34,0,196879389.7
 02/19  09:00:00,815098582.5,277835067,0,4463337.886,13745092.08,0,259545232
 02/19  10:00:00,618508847.2,164395427.8,0,1875929.799,15122501.3,0,216895772.3
 02/19  11:00:00,429236306.9,202705411.1,0,2404165.789,13594221,0,169334425
 02/19  12:00:00,423228867.5,218812881.2,0,811650.1602,13594895.96,0,150443393.1
 02/19  13:00:00,420285255.8,209712101.2,0,1519143.297,11086654.77,0,103495691
 02/19  14:00:00,381870399.3,197151762.4,0,0,11004935.03,0,112651420.1
 02/19  15:00:00,377540496.5,193357667,0,0,8198185.795,0,87450038.67
 02/19  16:00:00,384883311.7,216147642.5,0,1528657.428,8270558.589,0,87191363.62
 02/19  17:00:00,523603018.8,422729739.2,0,20213416.05,8328410.607,0,111996107.9
 02/19  18:00:00,650456665,411477837.3,0,4854922.943,11088039.1,0,495718002.4
 02/19  19:00:00,880518171.8,376208743.1,0,2916543.346,13621817.16,0,543023353.4
 02/19  20:00:00,921842806.9,337864933.3,0,2321710.175,13576257.63,0,548454234.8
 02/19  21:00:00,982494673.1,316590921,0,4769190.082,11078931.03,0,546133433
 02/19  22:00:00,880673077.7,322224249.5,0,1759538.507,13753582.07,0,576711036
 02/19  23:00:00,713256705.6,365322965.9,0,373211.6938,10817284.84,0,588127637.8
 02/19  24:00:00,515527186.5,409355834.7,0,641810.6045,5739053.591,0,511287407.4
 02/20  01:00:00,382350370.9,431505534.2,0,389891.5482,6838166.306,0,465542637.1
 02/20  02:00:00,378819779.1,449367895.3,0,0,5692144.496,0,59116808.08
 02/20  03:00:00,335103777.7,475144576.2,0,0,5579744.211,0,59073870.41
 02/20  04:00:00,334957565.9,491297158.9,0,0,5521227.232,0,69565970.78
 02/20  05:00:00,362102924.6,500270636.8,0,456605.9715,5707874.15,0,86502515.42
 02/20  06:00:00,417527267,510748568.5,0,2287920.446,8198107.356,0,113092921
 02/20  07:00:00,648496260.5,483488048.2,0,2886264.269,13665744,0,130895269.6
 02/20  08:00:00,751457828.5,399048572.6,0,2150513.06,13772003.02,0,222365228.8
 02/20  09:00:00,817943346.7,278687821.6,0,7172813.714,13676023.87,0,259979097.6
 02/20  10:00:00,620541893.4,145430276.3,0,2280839.452,14940129.89,0,198813318.7
 02/20  11:00:00,429610029.3,145544362.4,0,2470431.527,13679519.23,0,185875617.5
 02/20  12:00:00,424171358.6,118818442.8,0,764836.061,13772530.76,0,141211556.2
 02/20  13:00:00,417401796.5,95844690.64,0,1012494.015,10921178.4,0,109437429.7
 02/20  14:00:00,382628588.9,100137599.4,0,192769.6953,10952663.9,0,115599219.9
 02/20  15:00:00,377211866.9,119511082.4,0,0,8328694.415,0,87249628
 02/20  16:00:00,381028690.3,166444021.8,0,776516.2232,8328733.042,0,87174971.09
 02/20  17:00:00,519403492.4,401549229.4,0,18066183.91,8329059.8,0,98815692.85
 02/20  18:00:00,657434580.5,343656911.9,0,12696391.63,10868034.5,0,509141235.9
 02/20  19:00:00,890806121.1,286576650.7,0,14490112.71,13678253.04,0,543003463.4
 02/20  20:00:00,936009652.6,237919859.1,0,16618439.88,13772120.85,0,548510981.3
 02/20  21:00:00,997548201.9,190683633.5,0,20829960.11,10923913.31,0,546135250.6
 02/20  22:00:00,898466388.6,226366912.7,0,17650878.9,13612718.57,0,548481806.6
 02/20  23:00:00,728251199.5,273178411.1,0,11056237.31,11086825.02,0,590107524
 02/20  24:00:00,521988232.2,291101140,0,5743568.463,5521156.72,0,526763924.7
 02/21  01:00:00,339985467.1,297557786,0,766282.3821,5692104.149,0,448755661.4
 02/21  02:00:00,316844597.8,312322620.5,0,0,4187700.216,0,58919990.37
 02/21  03:00:00,296609369.7,333382162.5,0,0,4348942.939,0,58612652.68
 02/21  04:00:00,302993523,343018528.5,0,1490619.649,4130862.791,0,58612554.71
 02/21  05:00:00,337277755.4,354048728.1,0,2060775.555,5682319.724,0,96968656.67
 02/21  06:00:00,425405699.5,360724680.2,0,2487800.488,6913382.002,0,117368567
 02/21  07:00:00,739042539.2,307341213.6,0,2969709.98,13759159.64,0,195646356.9
 02/21  08:00:00,865221621,250602585.9,0,9973424.708,16352379.22,0,260818022.4
 02/21  09:00:00,734589850.7,229992706,0,14201215.65,14996943.81,0,236453476.3
 02/21  10:00:00,635620565.5,96864900.1,0,757260.654,12345281.51,0,154654882.4
 02/21  11:00:00,402985807.4,99884768.22,0,1701752.557,10857497.58,0,140400483.2
 02/21  12:00:00,406517250.2,87228542.54,0,1410739.861,12319649.68,0,97062111.84
 02/21  13:00:00,397551403.5,104997658.5,0,372616.4195,11086587.95,0,127367840.8
 02/21  14:00:00,393580337.4,135201958.7,0,0,9649290.003,0,88092048.72
 02/21  15:00:00,391612302.3,238827484,0,0,8199050.603,0,113643742.8
 02/21  16:00:00,393516792.9,282639461.7,0,0,8290562.29,0,87175009.79
 02/21  17:00:00,522802912.8,500828665.3,0,2624928.229,8328378.611,0,98816136.85
 02/21  18:00:00,675815411.9,374483805.7,0,1903173.57,11088278.13,0,511304257.9
 02/21  19:00:00,889823652.6,326029121.5,0,2261776.392,14970266.75,0,588292300.8
 02/21  20:00:00,936656195,297269273.5,0,1357114.822,16405028.98,0,583381768.1
 02/21  21:00:00,1009756603,277032153.2,0,7409637.231,13575734.41,0,549305757.6
 02/21  22:00:00,939882533.5,268814263.6,0,8541598.391,15038261.19,0,624930679
 02/21  23:00:00,725536236.9,316941368.3,0,386006.7502,12319166.81,0,551419162.3
 02/21  24:00:00,505735109.3,363739690.8,0,609412.9317,7082693.287,0,509616646.6
