Date/Time,Electricity:Facility [J](Hourly),Heating:Gas [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly) 
 01/12  15:00:00,138535766.7,116067900.5,0,0,5632362.304,0
 01/12  16:00:00,154194886,120815258.6,0,0,7397568.756,0
 01/12  17:00:00,153063160.4,165674372.6,0,0,3161409.801,0
 01/12  18:00:00,119276571.4,249531696.7,0,0,2309679.097,0
 01/12  19:00:00,50584242.13,264618425.7,0,21909.53241,1731600,0
 01/12  20:00:00,52589194.92,320755096.6,0,13693.45225,2358547.702,0
 01/12  21:00:00,50464786.44,283224957.9,0,15516.0578,1731600,0
 01/12  22:00:00,51574246.95,409755912.9,0,19913.79417,1731600,0
 01/12  23:00:00,51951445.56,437577486.7,0,15022.35428,1731600,0
 01/12  24:00:00,50464546.63,390664918.6,0,16464.90054,1731600,0
 01/13  01:00:00,45275898.31,466015796.8,0,36821.18797,2358755.787,0
 01/13  02:00:00,45077612.14,432606944.3,0,18897.2825,1731600,0
 01/13  03:00:00,43525148.16,408903539,0,19333.66609,1731600,0
 01/13  04:00:00,44750762.13,530545109.7,0,12497.35792,1731600,0
 01/13  05:00:00,45294566.48,514512419.8,0,0,1731600,0
 01/13  06:00:00,44216888.09,415026964.7,0,9003.528341,2358673.371,0
 01/13  07:00:00,51946798.03,468659516.2,0,0,1731600,0
 01/13  08:00:00,102280935.7,496718681.3,0,0,2376691.095,0
 01/13  09:00:00,139427431.1,475678846.4,0,0,4557372.002,0
 01/13  10:00:00,146715983,251899158,0,0,4873999.457,0
 01/13  11:00:00,131778999.3,152423183,0,0,5160372.041,0
 01/13  12:00:00,128873472.3,134276389.9,0,0,6414732.005,0
 01/13  13:00:00,103618399.8,123382135.1,0,0,7131977.9,0
 01/13  14:00:00,120074282.2,141979406.1,0,0,7058177.391,0
 01/13  15:00:00,139656353.9,149993882.8,0,0,5974064.124,0
 01/13  16:00:00,158725856.9,216314779.3,0,0,7046029.797,0
 01/13  17:00:00,155180233.8,279740351,0,0,3783812.306,0
 01/13  18:00:00,119461164.3,301355145.3,0,0,1731600,0
 01/13  19:00:00,50005800.48,130701856.4,0,0,1731600,0
 01/13  20:00:00,51356419.86,183146842.5,0,32006.3667,2358691.617,0
 01/13  21:00:00,50857368.97,194625990.9,0,26491.80403,1731600,0
 01/13  22:00:00,51400810.09,232967858.9,0,16092.91087,1731600,0
 01/13  23:00:00,51137621.44,230094418.5,0,16763.30437,1731600,0
 01/13  24:00:00,50864566.46,194795181.1,0,35116.45692,1731600,0
 01/14  01:00:00,37724626.63,297396499.2,0,18854.80162,2361295.659,0
 01/14  02:00:00,36987057.4,310461344.3,0,20342.41164,1731600,0
 01/14  03:00:00,36570592.81,202398541.1,0,41023.8172,1731600,0
 01/14  04:00:00,37672498.1,195107377.3,0,19972.5768,2361229.139,0
 01/14  05:00:00,36665701.83,148136708.3,0,19523.47114,1731600,0
 01/14  06:00:00,37073036.83,138886287.9,0,35560.26928,2361341.834,0
 01/14  07:00:00,43974864.82,199880770.6,0,18147.16045,1731600,0
 01/14  08:00:00,26979480.94,259857708.1,0,16795.96262,1731600,0
 01/14  09:00:00,20347008.17,204330509.7,0,36224.53086,2361262.184,0
 01/14  10:00:00,18537368.51,234769584.1,0,18084.59823,1731600,0
 01/14  11:00:00,17526722.33,218956660.1,0,17978.41473,1731600,0
 01/14  12:00:00,16648085.36,169175705.1,0,36771.26027,2361267.639,0
 01/14  13:00:00,17151385.84,144745226.2,0,18579.69933,1731600,0
 01/14  14:00:00,18853832.34,86181099.44,0,17971.47491,1731600,0
 01/14  15:00:00,20715085.31,92290422.66,0,29471.94083,2361356.793,0
 01/14  16:00:00,21228177.21,204670416.5,0,13474.4495,1731600,0
 01/14  17:00:00,32632231.33,257805694.1,0,13751.53927,1731600,0
 01/14  18:00:00,44181725.76,247063157,0,34486.40755,2361335.068,0
 01/14  19:00:00,44090137.08,301375194,0,18783.41454,1731600,0
 01/14  20:00:00,43880351.05,300761224.3,0,19524.61101,1731600,0
 01/14  21:00:00,44171003.23,257081504.5,0,39865.93965,2361236.273,0
 01/14  22:00:00,44052377.34,271511120.7,0,19783.48196,1731600,0
 01/14  23:00:00,43755774.82,288695534.6,0,19711.15415,1731600,0
 01/14  24:00:00,44167113.46,292436264.2,0,37851.1728,2361360.155,0
 01/15  01:00:00,37148509.53,349821568.6,0,17111.34723,1731600,0
 01/15  02:00:00,36951804.14,354979397.3,0,17097.60649,1731600,0
 01/15  03:00:00,37237370.43,330426688.2,0,19781.50532,2361282.339,0
 01/15  04:00:00,37157957.71,299090906.1,0,17353.12924,1731600,0
 01/15  05:00:00,37456061.48,306826781,0,17076.45915,2361423.062,0
 01/15  06:00:00,36583607.42,293993275,0,34281.15169,1731600,0
 01/15  07:00:00,44059800.06,342848196.9,0,17121.4966,1731600,0
 01/15  08:00:00,27738816.43,329315686.2,0,17215.44394,2361362.749,0
 01/15  09:00:00,20201763.09,237704633.4,0,37895.67427,1731600,0
 01/15  10:00:00,20244447.92,216124338.1,0,21858.56749,1731600,0
 01/15  11:00:00,19012526.38,163192489.5,0,20403.02578,2361363.457,0
 01/15  12:00:00,17054709.67,72734597.87,0,39633.49404,1731600,0
 01/15  13:00:00,16968767.15,92500243.03,0,18303.37673,1731600,0
 01/15  14:00:00,17811412.66,82462955.41,0,16835.98147,2361363.035,0
 01/15  15:00:00,17639100.32,58646932.96,0,31509.89766,1731600,0
 01/15  16:00:00,19804625.56,87547482.2,0,14702.14089,1731600,0
 01/15  17:00:00,32067246.16,90339404.42,0,15482.19385,2361261.851,0
 01/15  18:00:00,42819064.59,65315074.73,0,30231.50846,1731600,0
 01/15  19:00:00,43904996.33,115476974,0,16248.61641,1731600,0
 01/15  20:00:00,44205255.91,160974999,0,17342.77718,2361416.077,0
 01/15  21:00:00,43410392.31,124835448.2,0,36165.17729,1731600,0
 01/15  22:00:00,43927822.64,161760273.6,0,18144.90981,1731600,0
 01/15  23:00:00,44263901.1,188765928.6,0,18862.54096,2361380.296,0
 01/15  24:00:00,43439157.25,169241993.9,0,36495.79811,1731600,0
 01/16  01:00:00,44410047.8,197899253.8,0,17681.75594,1731600,0
 01/16  02:00:00,44770144.91,232614214.4,0,18055.38415,2358677.592,0
 01/16  03:00:00,43922341.75,204798988.2,0,37476.21334,1731600,0
 01/16  04:00:00,44441654.4,239940080.4,0,18767.26676,1731600,0
 01/16  05:00:00,44165630.17,234728228,0,18709.79979,1731600,0
 01/16  06:00:00,43904764.25,194063565.3,0,37031.95711,1731600,0
 01/16  07:00:00,52347810.92,249509852.8,0,0,2367204.672,0
 01/16  08:00:00,101581800.5,250749274.7,0,0,2376760.584,0
 01/16  09:00:00,131906941.1,196225486.6,0,0,4558104.533,0
 01/16  10:00:00,127438623.9,132314468.1,0,0,4653656.539,0
 01/16  11:00:00,125396962.2,111231078.4,0,0,5384364.161,0
 01/16  12:00:00,116256415,89534468.86,0,0,6042014.6,0
 01/16  13:00:00,105795486,81320271.69,0,0,7188739.775,0
 01/16  14:00:00,133596228.5,50688046.57,0,0,7404677.43,0
 01/16  15:00:00,134323580.1,48637320.98,0,0,5636480.619,0
 01/16  16:00:00,150235829.9,52664272.73,0,0,7404685.054,0
 01/16  17:00:00,152669861.2,84458361.36,0,0,3431508.446,0
