Date/Time,Electricity:Facility [J](Hourly),Heating:Gas [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly) 
 01/08  20:00:00,340800061.4,44354531.6,142655011.9,1434590.051,0,45480219.82
 01/08  21:00:00,343229817.7,46388749.06,130933702.4,1394339.962,0,45230720.01
 01/08  22:00:00,323287523,47532434.21,125576193.9,1342447.414,0,75351151.17
 01/08  23:00:00,288191190.4,54231358.03,138837171.4,1199590.473,0,46090518.14
 01/08  24:00:00,259198576.6,62779983.32,157274318.5,1021173.462,0,38486060.13
 01/09  01:00:00,250896541.6,64405407.82,163562530.5,894670.762,0,23619940
 01/09  02:00:00,258129673.4,66132246.26,172054503.8,780791.9566,0,17911319.89
 01/09  03:00:00,257059257.7,65796025.6,172807015.2,688629.6928,0,17897683.41
 01/09  04:00:00,256079064.7,65625434.98,171910055.8,604884.372,0,25670850.43
 01/09  05:00:00,262577020.5,66287706.98,172684763.4,522661.8377,0,30407527.04
 01/09  06:00:00,284875289.1,56968958.34,170730144.3,455552.985,0,31534012.61
 01/09  07:00:00,348662045.1,37978282.77,152647196.9,516017.8529,0,75025274.61
 01/09  08:00:00,432746908.2,27715840.2,206180971.2,543016.8482,0,80818964.48
 01/09  09:00:00,344077390.1,33459626.77,141176287.6,453393.578,0,204640623.8
 01/09  10:00:00,247577947.4,26091644.82,65711468.86,14996.23396,0,167305230.8
 01/09  11:00:00,181470176.9,40513161.45,70537472.72,126633.3875,0,166971749.3
 01/09  12:00:00,171392985.4,37399829.43,61336327.58,359519.6429,0,143669393.5
 01/09  13:00:00,160085199,35920884.84,51749421.99,575857.1605,0,148766722.5
 01/09  14:00:00,160705619.8,26573189.77,48739562.74,1323673.16,0,147774400.7
 01/09  15:00:00,159457976.6,24894470.17,46005431.84,2085729.014,0,147063786.5
 01/09  16:00:00,162890220.7,29012161.38,47200202.79,2383583.821,0,145141977.9
 01/09  17:00:00,264464010,28025323.36,116187039.1,3580778.433,0,32601706.7
 01/09  18:00:00,318102489.7,29173237.18,131031570.8,2965684.253,0,31184608.63
 01/09  19:00:00,283320697.8,23397998.42,79742464.04,2541661.965,0,60595269.69
 01/09  20:00:00,268010335.6,23523367.23,68683998.64,2618712.947,0,45539236.91
 01/09  21:00:00,269628118.3,24133039.9,56109048.37,2671646.959,0,45232448.49
 01/09  22:00:00,249399641.4,26084956.74,50441340.73,2646553.091,0,75181645.03
 01/09  23:00:00,212976018.5,29979448.16,63190245.19,1696915.862,0,47547373.26
 01/09  24:00:00,188319236,35817826.1,86223230.47,1252627.494,0,42837593.32
 01/10  01:00:00,184637414.8,39393626.19,97134506.88,1116443.559,0,18070094.06
 01/10  02:00:00,182749522.1,39871206.82,96497695.23,1021063.315,0,17931334.07
 01/10  03:00:00,179157524.4,39726056.91,94721980.27,936604.2961,0,17891853.63
 01/10  04:00:00,177363512.8,39272153.38,93002692.49,859224.6686,0,26207572.77
 01/10  05:00:00,183521346.7,38761398.28,93429954.77,782950.404,0,29787709.11
 01/10  06:00:00,211116918.2,32769488.51,96775380.16,709883.7564,0,43070270.89
 01/10  07:00:00,282971607.7,16965529.7,86769058.07,755633.8079,0,63205020.86
 01/10  08:00:00,355083211.9,13133267.28,128287217.8,999987.099,0,82912067.16
 01/10  09:00:00,274691733.8,15229613.75,71847270.07,769368.8187,0,202094524.8
 01/10  10:00:00,218417607.5,10885982.97,35664371.5,228678.5889,0,168191208.9
 01/10  11:00:00,145040034.8,29437794.54,32393245.42,844639.5267,0,166456942.2
 01/10  12:00:00,139883030.4,28449357.74,28207675.55,1428511.585,0,144443969.3
 01/10  13:00:00,135482786.4,29320479.13,25103527.71,1801809.327,0,148223413.5
 01/10  14:00:00,139610468,22482630.09,24624199.73,3849358.829,0,148228452
 01/10  15:00:00,141736810.3,22618264.28,25931349.84,4034522.994,0,147397328.1
 01/10  16:00:00,146662017.4,28804514.56,29896421.11,3919922.061,0,144679124.8
 01/10  17:00:00,230619805.3,28711011.16,80862921.06,5250603.698,0,32897563.05
 01/10  18:00:00,305548786.6,32550680.63,117353133.2,4090418.727,0,31165513.2
 01/10  19:00:00,278485716.1,27371508.85,74172290.01,3276854.313,0,60464796.14
 01/10  20:00:00,273299118.7,30584051.53,73610473.32,2981021.388,0,45645840.93
 01/10  21:00:00,285483571.3,34060526.51,71887487.14,2748800.757,0,58438291.66
 01/10  22:00:00,265384036.8,34689518.34,66252876.85,2817885.009,0,61800179.95
 01/10  23:00:00,228790940.3,37821626.45,78885713.82,1806772.683,0,59660683.66
 01/10  24:00:00,203453699.8,45905001.17,101322639.9,1280579.37,0,30937710.19
 01/11  01:00:00,193727744.6,46670769.5,106185722,1153912.865,0,18077661.98
 01/11  02:00:00,192440080.8,45949364.53,106145061,1055832.285,0,30236615.6
 01/11  03:00:00,189470814.6,45430505.51,104996746.5,963971.7352,0,17896793.06
 01/11  04:00:00,184739279.9,44931582.59,100345906.7,887815.2894,0,25673736.56
 01/11  05:00:00,192825616.1,46301512.49,102710814.2,803504.8858,0,18054519.95
 01/11  06:00:00,218612963.8,37920650.15,104244622.7,732221.7618,0,44418182.11
 01/11  07:00:00,283787162.8,19271930.96,87549925.62,791621.6862,0,61694278.41
 01/11  08:00:00,361349669.4,15194009.29,134279185.2,964898.6344,0,95592138.28
 01/11  09:00:00,295016800.2,21172172.38,90122141.15,673302.7668,0,189007417.7
 01/11  10:00:00,225578618.9,17439861.75,43051525.38,117237.8348,0,169130671.8
 01/11  11:00:00,156565823.9,34853878.35,44399233.91,275165.3974,0,166149627.8
 01/11  12:00:00,151732028.4,33714383.13,41510395.74,524494.4366,0,157628905.4
 01/11  13:00:00,142771947,31756389.26,33635914.23,1108288.452,0,135457935.3
 01/11  14:00:00,140143708.4,20083673.68,26477952.92,3071522.968,0,160823276.4
 01/11  15:00:00,138894742.4,17071838.38,23163379.05,3773719.263,0,135602295
 01/11  16:00:00,142430491.6,22604498.12,25045431.39,3992556.563,0,156854248.7
 01/11  17:00:00,221225392.9,21569191.13,71165230.56,5553881.741,0,20683244.07
 01/11  18:00:00,274963942.2,22528630.04,86068928.12,4789779.414,0,31121765.76
 01/11  19:00:00,254027467.7,18205870.17,48442387.84,4548508.063,0,60182393.26
 01/11  20:00:00,243809232,18421378.44,42153335.51,4948272.471,0,59045344.05
 01/11  21:00:00,250961203.3,18264445.03,34662240.26,5451679.619,0,45247281.42
 01/11  22:00:00,234721348.6,19607456.96,32914620.98,5509507.194,0,61712693.85
 01/11  23:00:00,196426177.4,24528952.96,45241166.57,3107808.516,0,59824885.64
 01/11  24:00:00,166365704.4,27043633.43,63733437.01,1802638.292,0,31029615.44
 01/12  01:00:00,159300856.8,30427011.17,71555336.11,1376566.449,0,30523996.37
 01/12  02:00:00,160751394.2,31500948.55,74386791.84,1144300.514,0,17896762.43
 01/12  03:00:00,155922038.4,29982178.26,71379753.43,1050315.661,0,17891508.54
 01/12  04:00:00,151048979.2,28314104.9,66585011.03,970801.1508,0,25668343.39
 01/12  05:00:00,158103554,29658343.84,67915639.24,888967.9407,0,18053168.08
 01/12  06:00:00,185590766.4,22235879.05,71151309.27,817086.0221,0,44229609
 01/12  07:00:00,252933560.6,6676530.559,56164717.23,1332346.382,0,61536450.47
 01/12  08:00:00,319188844.2,4739021.988,91234941.8,2034063.954,0,95492328.37
 01/12  09:00:00,256438971.1,5746196.253,52676015.87,1037188.506,0,189385957.8
 01/12  10:00:00,216700036.5,4345156.861,31537246.81,180181.154,0,182528851.8
 01/12  11:00:00,146730077.2,24754722.03,32520169.62,422628.0616,0,153417598.1
 01/12  12:00:00,145368869.1,25630933.32,33006229.62,465362.4641,0,157624205.7
 01/12  13:00:00,144764902.2,27954948.96,34000206.57,658613.9906,0,135930203.7
 01/12  14:00:00,148739873.7,20362834.68,34647819.53,1842436.106,0,161017006.2
 01/12  15:00:00,153645883.5,21456973.42,38241842.37,2139294.336,0,135406506
 01/12  16:00:00,160101723.6,27468369.26,42271432.61,2417589.966,0,157457840.9
 01/12  17:00:00,252885265.2,25884922.83,104189994.6,3999078.184,0,20448003
 01/12  18:00:00,312544758.2,29034865.68,125300136,3139387.514,0,43772243.75
 01/12  19:00:00,295858684,28490600.99,92416880.42,2405231.775,0,60849016.09
 01/12  20:00:00,294698553.6,33669378.8,95994897.42,1996032.234,0,45417467.52
 01/12  21:00:00,304752874.8,37494539.04,92214721.63,1677366.294,0,45248700.67
 01/12  22:00:00,292544306.2,41103612.27,94716595.15,1485310.703,0,65103653.76
 01/12  23:00:00,262595780.8,45898670,113184486.6,1284201.385,0,56534698.9
 01/12  24:00:00,241936107.1,59546305.1,139972186.9,1083439.032,0,31260245.66
 01/13  01:00:00,240479625.3,62697602.11,151961717.4,939972.6288,0,30598559.19
 01/13  02:00:00,243195671.8,63612767,154780349.1,833443.4798,0,17902778.22
 01/13  03:00:00,249472232,66466207.17,165203277,717702.2868,0,17895245.83
 01/13  04:00:00,259767593,69108022.04,175594891.1,607691.9393,0,25673171.37
 01/13  05:00:00,269350152.7,70953856.55,179467114.3,513244.5738,0,30445079.3
 01/13  06:00:00,289804351.4,65319628.52,178570955.7,436253.5817,0,30844736.25
 01/13  07:00:00,349501548,50760532.25,177186120,420951.9122,0,31599789.16
 01/13  08:00:00,441186485.8,33335373.04,241484258.5,439813.0706,0,73579733.83
 01/13  09:00:00,371350811.2,43100784.75,128913112.4,562706.6664,0,211548297.9
 01/13  10:00:00,257380236.8,36083755.64,69834034.82,69758.01084,0,198633791.4
 01/13  11:00:00,183970327.5,50847469.25,72851340.38,221026.9145,0,168874925.8
 01/13  12:00:00,176206390.7,48249875.84,67428712.85,458148.9098,0,159627086.4
 01/13  13:00:00,168325442.3,47600060.4,60809069.15,644251.425,0,147661213.3
 01/13  14:00:00,175157773.5,42871231.98,65841409.89,731692.1568,0,160282384
 01/13  15:00:00,183874968.9,44060699.37,72788238.68,1046167.123,0,135135502.4
 01/13  16:00:00,203926287.8,50822409.57,88302498.39,1082010.583,0,158886183.1
 01/13  17:00:00,311047257.2,53594031.4,166150557.2,1822852.264,0,19763741.15
 01/13  18:00:00,387400522.2,55544570.25,206962143,1940712.95,0,30793830.8
 01/13  19:00:00,329664327.8,40295421.32,119514131.7,1925620.939,0,31175798.68
