Date/Time,Electricity:Facility [J](Hourly),Heating:Gas [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly) 
 01/04  14:00:00,352025990.6,118810834,57011091.74,0,0,29344693.57
 01/04  15:00:00,338317024.2,123592490.1,55941242.16,0,0,18333977.97
 01/04  16:00:00,353380400.2,125333283.1,64174304.6,0,0,20693807.89
 01/04  17:00:00,416160306.7,136738857.6,75930492.99,0,0,23597274.82
 01/04  18:00:00,400692101.2,157670003.5,146825534.6,0,0,14955250.54
 01/04  19:00:00,320126769.1,176456638,166501307.2,0,0,13125649.12
 01/04  20:00:00,304189082,184419697.6,159852569.8,0,0,8751143.095
 01/04  21:00:00,298650427.2,181227251.4,167971948,0,0,9655540.378
 01/04  22:00:00,300976873.2,184436137.5,174942836.9,0,0,7822846.971
 01/04  23:00:00,99285849.1,0,0,0,0,4597200
 01/04  24:00:00,92454692.48,0,0,0,0,4597200
 01/05  01:00:00,72339865.27,0,0,0,0,4597200
 01/05  02:00:00,72340000.92,0,0,0,0,4597200
 01/05  03:00:00,72340000.92,0,0,0,0,4597200
 01/05  04:00:00,72340000.92,0,0,0,0,4597200
 01/05  05:00:00,81507766.55,60372236.02,6952401.631,0,0,4597200
 01/05  06:00:00,188800861.2,222778594,99832455.92,0,0,4597200
 01/05  07:00:00,412731183.3,343023936,300356964.1,0,0,4597200
 01/05  08:00:00,496929412,323883212.4,341778106.2,0,0,4597200
 01/05  09:00:00,477567642.4,318516004.2,156756926.8,0,0,4597200
 01/05  10:00:00,369904659.7,293685337.3,81472609.46,0,0,22030387.86
 01/05  11:00:00,343350529,257514836.7,61947011.83,0,0,19176993.48
 01/05  12:00:00,351964043.5,226774885.7,62241729.36,0,0,28272973.28
 01/05  13:00:00,396803616.7,201106350.7,102986900.7,0,0,29638163.01
 01/05  14:00:00,335703280.8,182691327.1,38834039.03,0,0,29350083.3
 01/05  15:00:00,313438371.5,163253908.9,30714258.02,0,0,18335415.14
 01/05  16:00:00,324021590.2,150453248.4,36690389.49,0,0,18329889.12
 01/05  17:00:00,395409398.5,156297701.9,55894064.76,0,0,24115420.27
 01/05  18:00:00,385802380.7,171382953.4,131655175.3,0,0,16850469.11
 01/05  19:00:00,304437232.6,184991804.7,150811770.7,0,0,13120572.73
 01/05  20:00:00,291510369.4,199813596.3,147173857.2,0,0,8751675.269
 01/05  21:00:00,289881263.1,216426871.4,159202783.8,0,0,8773301.164
 01/05  22:00:00,293406243.1,232294351.5,167372206.8,0,0,8698879.364
 01/05  23:00:00,99285849.1,0,0,0,0,4597200
 01/05  24:00:00,92454692.48,0,0,0,0,4597200
 01/06  01:00:00,72339865.27,0,0,0,0,4597200
 01/06  02:00:00,72340000.92,0,0,0,0,4597200
 01/06  03:00:00,72340000.92,0,0,0,0,4597200
 01/06  04:00:00,76112010.03,33168193.38,2664327.109,0,0,4597200
 01/06  05:00:00,83432560.66,98462121.47,7769513.737,0,0,4597200
 01/06  06:00:00,176595375.2,227549149.9,87626969.94,0,0,4597200
 01/06  07:00:00,405258286,337369476.4,292884066.8,0,0,4597200
 01/06  08:00:00,486803497.9,329573331.8,331597688.6,0,0,4597200
 01/06  09:00:00,471127977.6,323261550.3,150186106.1,0,0,4597200
 01/06  10:00:00,372200538.4,306426919.8,83887596.2,0,0,20954986.95
 01/06  11:00:00,349606824.1,289975011.1,68356291.29,0,0,20289765.86
 01/06  12:00:00,368118751.2,273199804.3,79623642.41,0,0,27694230.68
 01/06  13:00:00,408412553.3,271836894.1,116488734.9,0,0,30224304.06
 01/06  14:00:00,392753875.7,269829006,97194325.26,0,0,29358676.34
 01/06  15:00:00,362941668.4,271550546.9,80369709.02,0,0,18338373.44
 01/06  16:00:00,367663004,278198734.3,83143081.56,0,0,18557096.49
 01/06  17:00:00,446128689.9,298925226.1,107670925.7,0,0,24184943.92
