Date/Time,Electricity:Facility [J](Hourly),Heating:Gas [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly) 
 01/06  04:00:00,312749028.8,237680846.4,66795477.46,25902728.02,0,5356800
 01/06  05:00:00,357258169.9,236253383.1,64321057.95,0,0,5356800
 01/06  06:00:00,442643263.8,257558796.6,126850022.4,21572755.66,0,5356800
 01/06  07:00:00,599455823.8,369856351.6,119686665,0,0,5356800
 01/06  08:00:00,744494179.3,332049586,156324144.2,0,0,5356800
 01/06  09:00:00,735460425.8,298686748,114090509.4,0,0,14335663.62
 01/06  10:00:00,752253897.3,261242647.9,88866606.49,0,0,42086952.21
 01/06  11:00:00,738436811.1,229884264.4,74947527.29,0,0,43261284.5
 01/06  12:00:00,740420171,206421643.5,77570619.43,0,0,53348837.14
 01/06  13:00:00,693618357.4,198664855.7,74433642.28,0,0,48735733.06
 01/06  14:00:00,739059308,196452864.8,75623546.32,0,0,47207047.45
 01/06  15:00:00,736822876.6,189443476.9,71978562.97,0,0,52942010.4
 01/06  16:00:00,738825409.4,197045894.8,71751441.26,0,0,43696014.09
 01/06  17:00:00,771279279.1,226694448.6,80363242.01,0,0,41361438.16
 01/06  18:00:00,790314864.1,266625017.2,86251909.23,0,0,31436645.15
 01/06  19:00:00,496417672.3,228254109.1,45461588.65,16954777.33,0,13507810.91
 01/06  20:00:00,487819135.1,226809889,56997051.28,0,0,13505261.43
 01/06  21:00:00,438217106.4,233918233,78386435.49,14564161.91,0,13499337.9
 01/06  22:00:00,396835587.6,237436067.2,91141508.78,0,0,5356800
 01/06  23:00:00,339515741.9,241049221.5,99118107.51,0,0,5356800
 01/06  24:00:00,378958866.5,244249038.6,110227898.3,26465348.99,0,5356800
 01/07  01:00:00,353860621.2,246890483.8,120250730.1,0,0,5356800
 01/07  02:00:00,387490817,248519989.5,127872426.8,25748863.68,0,5356800
 01/07  03:00:00,397279029.7,250302027.4,137818232.6,25530787.69,0,5356800
 01/07  04:00:00,410198350.8,252532239.1,150724122.2,25386953.78,0,5356800
 01/07  05:00:00,398230888.4,262530268.5,147603089.5,16828684.05,0,5356800
 01/07  06:00:00,473686034.7,297003596.3,217291981.2,20696928.58,0,5356800
 01/07  07:00:00,528519941.9,491200809.8,268897210.2,0,0,5356800
 01/07  08:00:00,681607515.1,517966639.7,303456411.9,0,0,5356800
 01/07  09:00:00,595496053.2,506017826.9,220312253.9,0,0,5356800
 01/07  10:00:00,665448162.1,428025197.4,166706813.5,0,0,5356800
 01/07  11:00:00,641582826.2,370929317,143218541,0,0,13735609.27
 01/07  12:00:00,626039939.6,345047670.3,127201503.2,0,0,22118680.91
 01/07  13:00:00,581475247.7,329601480.7,115523537.3,0,0,13619502.85
 01/07  14:00:00,575983456.7,310780038.2,110220250,0,0,13618857.26
 01/07  15:00:00,575041357,313308634.4,109058343.8,0,0,21849758.09
 01/07  16:00:00,403653843.2,362183525.7,30549446.94,0,0,13596925.69
 01/07  17:00:00,426117474.2,414680654.6,36849312.92,0,0,13596076.36
 01/07  18:00:00,401215944.9,457432931.7,40879953.32,0,0,13352440.39
 01/07  19:00:00,369207227.9,274444917.3,54995979.59,0,0,5356800
 01/07  20:00:00,378868053.7,254805389,64762148.64,0,0,5356800
 01/07  21:00:00,343983823.3,261164769.6,88860665.08,12719125.67,0,5356800
 01/07  22:00:00,375930611.6,265114162.9,107370564,25224307.99,0,5356800
 01/07  23:00:00,357786162.6,266769984.2,113998908.7,0,0,5356800
 01/07  24:00:00,390561781,268127794.3,121531090.7,24910959.08,0,5356800
 01/08  01:00:00,392739232.6,272091217.6,139453477.2,24796908.63,0,5356800
 01/08  02:00:00,379083473.7,274738965.3,150228115.7,0,0,5356800
 01/08  03:00:00,385222604.5,276494390.6,156271042.8,0,0,5356800
 01/08  04:00:00,390599875.4,277978666.2,161352515.9,0,0,5356800
 01/08  05:00:00,423015544.2,279612397.2,168994320.2,24516492.31,0,5356800
 01/08  06:00:00,405116508.6,281314196.2,175833715.5,0,0,5356800
 01/08  07:00:00,417993110.7,282194397.1,179231163.3,0,0,5356800
 01/08  08:00:00,389631221.5,280838741.8,171172709,0,0,5356800
 01/08  09:00:00,430040678.8,267117367.9,111980629.7,0,0,5356800
 01/08  10:00:00,387788891.2,249303606.7,72476465.44,0,0,5356800
 01/08  11:00:00,377048995.2,222364665.8,62272960.32,0,0,5356800
 01/08  12:00:00,372568735.7,207805967.9,58156733.41,0,0,5356800
 01/08  13:00:00,369696066.5,194825581.1,56309165.63,0,0,5356800
 01/08  14:00:00,369340503.2,182391282,56471614.97,0,0,5356800
