Date/Time,Electricity:Facility [J](Hourly),Heating:Gas [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly),Water Heater:WaterSystems:Electricity [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly)
 02/27  16:00:00,3316314157,724040848.8,33667866.06,130659586.4,9000369.97,0,155754863.9
 02/27  17:00:00,2470306129,867996413.6,34931876.21,129548205.8,7645709.594,0,126527036.8
 02/27  18:00:00,2496333974,943021532.5,34692799.74,128570479.1,4979016.624,0,89301568.48
 02/27  19:00:00,2153315874,886704952.1,65381123.15,117281712,2364583.854,0,73062923.36
 02/27  20:00:00,2134884644,865688251.3,65636428.15,117201088.1,2365147.621,0,61369714.87
 02/27  21:00:00,2140028124,864417292,67816437.99,117211123.3,2365211.088,0,61375820.97
 02/27  22:00:00,2003332551,858690953.2,67791336.93,117222811.8,1277156.05,0,60851510.02
 02/27  23:00:00,2082902298,867546396.6,208076829.6,116955819.8,378555.5509,0,72151925.6
 02/27  24:00:00,1655530108,958134681,139720925,116469529.3,189382.6092,0,60498225.8
 02/28  01:00:00,1536164533,959000374.5,61095021.73,115839481.7,189380.8437,0,35533949.91
 02/28  02:00:00,1468344047,972621110,2416886.706,115521014,189403.203,0,60493137.25
 02/28  03:00:00,1467642184,966383570.6,2440407.394,115698121.6,189422.0373,0,72112275.82
 02/28  04:00:00,1467236774,964474011.5,2407296.012,115516518.6,378805.6789,0,35534886.07
 02/28  05:00:00,1479001630,977408488.3,2410251.427,115428948.1,189360.464,0,60492743.96
 02/28  06:00:00,1481989237,998762062.1,5139992.044,115347274.7,189430.6454,0,60493465.82
 02/28  07:00:00,1600700063,1062096321,108744948,115587984.1,189447.5446,0,63519347.59
 02/28  08:00:00,2437718014,841779170.5,183880725.5,116139219.9,2333422.325,0,71692879.2
 02/28  09:00:00,3102657083,636280211.5,103109044.9,115942970.4,6919255.905,0,371177154.8
 02/28  10:00:00,3249573864,582849704.1,27768778.42,131768249.2,7979648.494,0,373375058.3
 02/28  11:00:00,3276222336,552901073.5,31635599.82,141154788.1,9518528.276,0,402495052
 02/28  12:00:00,3331040333,566411719,33741340.24,154834561,9783460.245,0,404845412.4
 02/28  13:00:00,3237804202,577764295.1,33734562.9,164177508,8692583.241,0,401322670.3
 02/28  14:00:00,3301495215,597039509.4,25225107.06,143939998.5,9986570.137,0,404415895.1
 02/28  15:00:00,3476868263,664994987.6,139263314.2,127133617.3,9304948.606,0,403546717.7
 02/28  16:00:00,3607070610,711931200.3,169878338,119201536.1,9000973.379,0,160892884.1
 02/28  17:00:00,2785900085,895150095.3,171864918.6,117492763.9,7646157.977,0,121453081.1
 02/28  18:00:00,2818539746,1015121802,171439455.1,117237425,4882464.017,0,89433050.25
 02/28  19:00:00,2512812771,972093410.9,232641956.3,116250612.6,2364634.746,0,73215826.36
 02/28  20:00:00,2535114966,970306270.3,241838806.5,116141341.9,2364546.249,0,81391341.41
 02/28  21:00:00,2539867487,974524008.9,244552205.1,116084353.3,2364854.263,0,66751352.91
 02/28  22:00:00,2396207023,983439188.1,247255470.7,116025325.5,1382330.293,0,60699289.38
 02/28  23:00:00,2318892234,975643919.4,249218219.8,115980983.9,284631.29,0,47153368.65
 02/28  24:00:00,1979964430,1023486072,248228276.3,115953151,189354.1427,0,60499076.87
 03/01  01:00:00,1959406658,1024172429,246382566.8,115933183.7,189353.1674,0,60487708.71
 03/01  02:00:00,1964486654,1029098047,248755376.6,115944446.4,189406.2445,0,35532207.83
 03/01  03:00:00,1969124515,1034021161,248599777.8,115943938.7,378778.8434,0,72104894.72
 03/01  04:00:00,1970423777,1043022584,248848030.7,115935431.9,189432.6765,0,60491663.15
 03/01  05:00:00,1970224144,1053622947,249211752,115925103.1,189419.8277,0,35533677.36
 03/01  06:00:00,1978671663,1065500821,249914861.5,115910854.9,189406.7036,0,60490247.56
 03/01  07:00:00,1950879787,1237380944,249248831.9,115911775.5,189390.2426,0,72108543.21
 03/01  08:00:00,2680713335,1098471775,247121649.8,115919152.1,2333355.103,0,89213740.29
 03/01  09:00:00,3439726454,916241573.8,245983553,115944978.4,6919635.721,0,344411679.4
 03/01  10:00:00,3637872256,809859331,174481920.3,116752654.7,8025838.001,0,401020207.5
 03/01  11:00:00,3661762095,723633048.5,175108805.4,116976276.5,9518670.859,0,385067801.1
 03/01  12:00:00,3690467016,688385838.5,175904072.7,117224917.6,9783282.962,0,422541860
 03/01  13:00:00,3560695233,686253678.4,178093365.2,117345800.4,8692644,0,372607209.5
 03/01  14:00:00,3726793000,685233824.5,179046676.9,117344194.5,9862226.414,0,404113987
 03/01  15:00:00,3742141680,679738181.5,178800225.4,117319028.7,9435554.043,0,403611208.5
 03/01  16:00:00,3722642243,696845266.3,178809090.5,117187946.5,9001224.695,0,160772956.6
 03/01  17:00:00,2844589498,959326553.9,174068150.5,116897045.7,7616412.805,0,121660110.6
 03/01  18:00:00,2848094755,1172286869,173306821.3,116615706.7,4882503.315,0,89821759.79
 03/01  19:00:00,2539768459,1031797991,247281044.5,115938358.2,2351400.823,0,98812736.91
 03/01  20:00:00,2559187472,991276679.3,251557231.8,115848522.2,2364853.023,0,61366713.48
 03/01  21:00:00,2577200592,976177983.9,257205564.6,115817269.5,2364687.372,0,61377669.84
 03/01  22:00:00,2438238562,965002555,257816744.3,115801726.2,1490087.062,0,60699300.87
 03/01  23:00:00,2360109219,967033843.6,257607205.2,115802967.4,189316.5196,0,68527367.74
 03/01  24:00:00,2019820493,1033984841,256613687.3,115806416.9,189370.2766,0,39121076.29
 03/02  01:00:00,2004532869,1050391649,256184081.1,115797484.1,189367.1854,0,60488981.38
 03/02  02:00:00,2013991175,1063500877,256671912.4,115786002.4,189422.7519,0,60484655.62
 03/02  03:00:00,2022031933,1078549484,256941483.9,115772401.6,378812.901,0,47152646.27
 03/02  04:00:00,2022053453,1092690870,257548299.1,115757649.5,189388.38,0,60486156.4
 03/02  05:00:00,2018604944,1106082192,257764210.5,115744311.6,189437.3717,0,60487052.04
 03/02  06:00:00,2012496245,1120530161,258457225.6,115732053.5,189424.4512,0,35531847.11
 03/02  07:00:00,1982997222,1332051616,257051849.7,115745505.5,318452.3671,0,72100458.27
 03/02  08:00:00,2717061230,1162975578,255568918.5,115788445.3,2175003.985,0,89014493.5
 03/02  09:00:00,3468973623,963824764,255433575.3,115827974.4,6976702.084,0,371289467.9
 03/02  10:00:00,3650908425,940958065,173401824.6,116299332.8,8035980.78,0,373221340.7
 03/02  11:00:00,3666497206,852733599.9,174572861,116600904.1,9518513.611,0,402597664.1
 03/02  12:00:00,3681948048,803556161.8,175003896.3,116810779.4,9783103.904,0,404731332.8
 03/02  13:00:00,3538247555,759947293.2,175496361,116913308.6,8692708.875,0,390531264.2
 03/02  14:00:00,3702842479,738899340.5,176271746.7,116937924.9,9782983.354,0,414810793.6
 03/02  15:00:00,3714269358,729123384.4,176613894.7,116949985.2,9518259.46,0,403335297.2
 03/02  16:00:00,3712908482,762351535.4,176492923.4,116821507.2,8819864.123,0,131865946.9
 03/02  17:00:00,2875290658,1146259462,175880778.6,116525846.2,7595055.399,0,149531419.3
 03/02  18:00:00,2896760658,1266952099,175454094.6,116216172.3,5200646.563,0,88729962.12
 03/02  19:00:00,2594360129,1062062213,258246834.5,115764003.8,2302621.178,0,73038531.6
 03/02  20:00:00,2607961482,1035557932,262448314.1,115696718.1,2233813.748,0,61376988.29
 03/02  21:00:00,2613591728,1033566878,265793331.4,115648972.2,2321709.959,0,61360647.59
 03/02  22:00:00,2468242018,1026582808,267614933,115619923.9,1490222.857,0,60838410.33
 03/02  23:00:00,2382241701,1029124290,268100684.1,115608084.7,189244.0152,0,72112131.08
 03/02  24:00:00,2033696302,1098499302,268040928,115592373.9,189360.2275,0,35542530.7
 03/03  01:00:00,2002387314,1114405221,268213025.9,115550838.5,378738.0837,0,60485121.15
 03/03  02:00:00,1992990500,1134232476,268999283.1,115493099.6,189420.4033,0,60485249.81
 03/03  03:00:00,1982504633,1151910642,270041217.5,115418142.4,189409.4164,0,55564393.15
 03/03  04:00:00,1977953769,1165980932,270145762.8,115337640.8,189397.6966,0,52065018.06
 03/03  05:00:00,1989505707,1176676763,269931127.1,115263705,189447.0576,0,60488452.22
 03/03  06:00:00,1985151137,1188126300,269623314.5,115192857.9,378855.8359,0,60483968.13
 03/03  07:00:00,1946475869,1448159565,268741675.5,115139081,189408.2958,0,47149983.94
 03/03  08:00:00,2700605991,1288870644,269456906.9,115113320.4,2102619.152,0,88663638.38
 03/03  09:00:00,3463544044,1117799977,269112415.4,115112750.3,7097470.234,0,370952510.6
 03/03  10:00:00,3661237016,1070263100,176253644.3,115374435.9,8035463.907,0,373297894.5
 03/03  11:00:00,3673098907,1017494359,174888378.3,115906078.4,9305196.538,0,402510871.2
 03/03  12:00:00,3695175651,977706327.1,175053514.8,116304677.9,9986052.162,0,404651885.8
 03/03  13:00:00,3539226655,979155247.9,175221758.2,116430119,8584375.309,0,400755756.5
 03/03  14:00:00,3676638488,968512458.2,175147193.6,116415659.2,9877121.851,0,404220604.2
 03/03  15:00:00,3664132198,986302333.6,175264075.7,116384236.8,9518233.131,0,403281542.8
 03/03  16:00:00,3660481087,1029817566,175296571.8,116294465.1,8775997.523,0,151781861.8
 03/03  17:00:00,2826768755,1240729573,174663386.8,116088564,7645232.465,0,129449876.7
 03/03  18:00:00,2856527603,1331731874,176300500.2,115902998.9,5119437.153,0,89273798.12
 03/03  19:00:00,2554053095,1098510587,259222288.7,115652894.6,2365113.053,0,73048747.1
 03/03  20:00:00,2578279771,1070355479,264484372.9,115644963.4,2347395.802,0,61357131.66
 03/03  21:00:00,2591449269,1071084111,266056978.7,115629535.9,2236699.538,0,61360998.22
 03/03  22:00:00,2451644266,1064451008,268115510.6,115602421.6,1407967.497,0,60839734.95
 03/03  23:00:00,2372663549,1066789796,270716612.4,115538965.3,189302.1126,0,72147914.5
 03/03  24:00:00,2032483417,1137531599,273555536,115428679.8,189380.6035,0,60485358.74
 03/04  01:00:00,2007286218,1150075819,272763562.8,115296778.2,378806.3969,0,35530837.89
 03/04  02:00:00,2006896599,1161761189,272424577.5,115182129.2,189392.2601,0,60481672.32
 03/04  03:00:00,2005617053,1171634398,272137218.7,115073463.8,189358.5969,0,72098130.28
 03/04  04:00:00,2003826806,1191684498,273710753.4,114936532.1,189431.8452,0,35531320.92
 03/04  05:00:00,2004010916,1212607211,276559156.9,114751051.4,378826.9996,0,60480547.97
 03/04  06:00:00,2002237340,1236338129,279241967.6,114518142.7,189456.1322,0,60484249.79
 03/04  07:00:00,1968002531,1491706512,273515281.6,114396296.3,189443.1138,0,47148828.36
 03/04  08:00:00,2272394608,1319173603,263116413.6,114504620.5,383076.7167,0,60498085.15
 03/04  09:00:00,2732495762,1107586085,253918641.1,114790567.8,2497150.884,0,316573919.2
 03/04  10:00:00,2935233670,1075131254,176399057.7,115834287.6,3498776.038,0,355061180.4
 03/04  11:00:00,2957912558,1032223227,175113892.7,116535249,3751255.359,0,349308137.9
 03/04  12:00:00,2989091979,994301589.3,174683297.4,116911196.7,3851481.207,0,367096200
 03/04  13:00:00,2880691799,925545991,175581492.3,117139696.8,2900537.563,0,353399105.9
 03/04  14:00:00,2883544081,864417927.6,176199429.4,117263288,3087718.563,0,353297836.8
 03/04  15:00:00,2878753690,821315558.8,176384502.5,117376549.4,3049076.744,0,366750886.3
 03/04  16:00:00,2866171196,846140856.1,176113578.8,117335271.2,2795192.698,0,100766859.4
 03/04  17:00:00,2844873090,932048677.9,174984150.1,117157046.7,3049059.674,0,115760352
 03/04  18:00:00,2631739292,1005381106,230464158.2,116348334.1,1277136.127,0,89635239.13
 03/04  19:00:00,1986658502,1058622452,235051785.6,116131370.5,1490815.169,0,72874151.41
 03/04  20:00:00,1976594448,1058386966,235263458.2,116109017.4,189382.0608,0,60531265.32
 03/04  21:00:00,1964475885,1048335210,238546247.1,116112097.1,189373.2427,0,60482256.86
 03/04  22:00:00,1960255358,1047756249,238289692.8,116120053.6,189423.583,0,35530915.07
 03/04  23:00:00,1966085144,1052967492,237469837.5,116138535.8,378809.2043,0,72098675.87
 03/04  24:00:00,1979450948,1060475056,236603020.9,116159042.8,189380.5383,0,60481515.18
 03/05  01:00:00,1889274491,1072413110,236212039.4,116166711.8,189437.2715,0,35534278.69
 03/05  02:00:00,1878353736,1081508481,235980468.7,116160960.2,189423.9251,0,60480075.5
 03/05  03:00:00,1867748099,1090199231,235968045.5,116156131.5,189410.4588,0,72101467.51
 03/05  04:00:00,1859650171,1098498223,230408352.9,116135681.9,378902.176,0,35530633.77
 03/05  05:00:00,1863323610,1106737320,229370721.6,116152412,189430.023,0,60481305.05
 03/05  06:00:00,1864993507,1114409477,228415617.6,116173868.6,189415.7001,0,60478670.67
 03/05  07:00:00,1828111674,1112090714,227452225.5,116196113.3,189462.2806,0,47147408.33
 03/05  08:00:00,1821531398,1103281261,226817979.5,116210723.4,378875.7944,0,60484368.87
 03/05  09:00:00,2256479743,992034699.7,226825728.6,116237190.8,191491.5792,0,313235086.8
 03/05  10:00:00,2261464880,951589432.2,224045755.1,116291672,382964.3184,0,340328513.8
 03/05  11:00:00,2265581494,921738098,220575048.9,116371449.5,382860.3188,0,365277599.6
 03/05  12:00:00,2271548893,877036661.1,217134489.2,116455024.7,382940.4487,0,340090758.9
 03/05  13:00:00,2260981810,847776719,214130180.1,116529575.8,382848.3885,0,347960711.7
 03/05  14:00:00,2258570455,830810526.7,211736393.3,116593182.7,191389.8665,0,356992123.4
 03/05  15:00:00,2254704052,826481374,209053325.9,116656407.6,382890.832,0,339061285.5
 03/05  16:00:00,2240134005,839477423,209456063.3,116664900.9,382803.0448,0,123639251.8
 03/05  17:00:00,1778022671,987162734.6,211617692.9,116629506.4,189395.1312,0,90836914.14
 03/05  18:00:00,1788958162,1030473276,212759011.7,116582125.3,189367.5622,0,89304454.34
 03/05  19:00:00,1806568416,1062004276,214204025.1,116544042.3,378833.8935,0,72690290.88
 03/05  20:00:00,1812510934,1077408840,215021363.6,116518459.5,189398.9571,0,60487442.57
 03/05  21:00:00,1814424506,1089196366,215933094.9,116493583.4,189446.8334,0,60480844.69
 03/05  22:00:00,1800499247,1097323274,217031721,116466550.6,189432.2555,0,35531219.65
 03/05  23:00:00,1777030378,1101385404,217949785.3,116443406.2,378820.7859,0,72100432.92
 03/05  24:00:00,1761949065,1130594080,219069103.8,116419072.3,189449.2072,0,60480719.11
 03/06  01:00:00,1806419773,1105973608,220722774.3,116385690.2,189438.7917,0,35529165.27
 03/06  02:00:00,1796868330,1113616435,222863264.4,116346848.3,189424.799,0,60477698.75
 03/06  03:00:00,1786701148,1153603856,224770710.7,116303649.1,189410.8148,0,72099145.85
 03/06  04:00:00,1787754990,1154278503,225945187.8,116272413.3,378900.7316,0,35529273.02
 03/06  05:00:00,1795727520,1147501622,226803464.4,116247078.8,189429.0409,0,60479275.5
 03/06  06:00:00,1801034653,1182688164,227627117.4,116223649.2,189414.7645,0,60476195.82
 03/06  07:00:00,1768236988,1269836683,228487738.2,116205580.4,189461.1519,0,47146374.59
 03/06  08:00:00,2520452843,1044942796,230249173.8,116204468.6,2333650.032,0,88211514.84
 03/06  09:00:00,3282474676,836556304.8,233063813.1,116219858.9,6921066.81,0,369984859.2
 03/06  10:00:00,3462185644,846003410.8,169227834,116901347.7,8011427.424,0,372940920.1
 03/06  11:00:00,3479278371,845470949.1,171037350.1,117023480.7,9518752.887,0,403615269.6
 03/06  12:00:00,3494772340,839028723.5,171483019.1,117024648.9,9783461.399,0,404384847
 03/06  13:00:00,3351590843,841310744,171350339.7,116984696.4,8692961.392,0,400598059.4
 03/06  14:00:00,3510231412,850026968.8,171200849.1,116925062.3,9986683.964,0,403981017.4
 03/06  15:00:00,3519509667,868502464.2,171171219.2,116863131.1,9305136.396,0,403058384
 03/06  16:00:00,3527303318,877150321.1,171232614.6,116853401.2,9001152.744,0,158589795.1
 03/06  17:00:00,2709944723,1122505777,172395440.8,116841616.8,7646486.192,0,121278577.9
 03/06  18:00:00,2738762431,1187786439,172077265.2,116823549.1,4879317.216,0,89294063.74
 03/06  19:00:00,2444386544,1073901211,235110378.3,116128281.3,2364823.474,0,73077131.6
 03/06  20:00:00,2469458748,1059767652,237443495,116072150.1,2364703.999,0,61353235.58
 03/06  21:00:00,2487911900,1071400488,239058760,116044325.3,2364950.044,0,61362218.13
 03/06  22:00:00,2354922447,1074168974,240793309.1,116010450.4,1408978.338,0,60836884
 03/06  23:00:00,2280166496,1075045766,242302818.1,115974927,261040.9989,0,72137070.23
 03/06  24:00:00,1948256451,1138726051,246104231.6,115964360.9,189362.6017,0,60489067.48
 03/07  01:00:00,1924183732,1137110859,243440915.4,115925957.7,189335.9096,0,35527824.76
 03/07  02:00:00,1923586607,1132673116,243842813.8,115907834.6,189413.8444,0,60475388.93
 03/07  03:00:00,1922141345,1131471910,244326244,115891330.6,378794.0177,0,72092102.54
 03/07  04:00:00,1930725835,1139662992,247879800.6,115882834.1,189440.358,0,35526669.71
 03/07  05:00:00,1955242270,1150595513,251349977,115877177.9,189427.6578,0,60478317.94
 03/07  06:00:00,1961607360,1164347612,252459712.1,115853915.6,189414.6091,0,60478271.75
 03/07  07:00:00,1924845047,1345848456,252802747.1,115842747.2,189401.3674,0,60338759.17
 03/07  08:00:00,2669725412,1199075437,251227118,115826675.7,2333422.636,0,74860172.74
 03/07  09:00:00,3426704923,1043290044,253604500,115829348.9,6920171.334,0,369723412.9
 03/07  10:00:00,3602290519,1034896982,168581000.3,116185260.7,8030922.021,0,372673787.7
 03/07  11:00:00,3619365108,1001014428,172388537.4,116343589,9518735.884,0,403225011.2
 03/07  12:00:00,3633045274,962938791.7,175310886.7,116423398.6,9783331.007,0,404273541.2
 03/07  13:00:00,3484589960,949061821.4,175269973.9,116477947.3,8692780.473,0,400536315.5
 03/07  14:00:00,3640774838,932865220.7,175278820.5,116521155.3,9872202.503,0,403871774.4
 03/07  15:00:00,3649046537,893680460.4,175145909.5,116565595.8,9425219.898,0,402949007
 03/07  16:00:00,3650054000,944804357.6,175290168.7,116523735.8,9001307.974,0,158358488.7
 03/07  17:00:00,2803124890,1260967825,171700041,116350537.2,7624636.778,0,121268431.6
 03/07  18:00:00,2830091347,1328643250,176398440.2,116215847.9,4870718.317,0,89291615.62
 03/07  19:00:00,2518250336,1119489754,250083576.3,115775401.8,2359774.075,0,73053451.98
 03/07  20:00:00,2533194387,1080789203,257174931.7,115782065.5,2364920.809,0,61348684.56
 03/07  21:00:00,2537336098,1073399853,257810608,115786459,2364765.039,0,61357936.41
 03/07  22:00:00,2414341152,1068829516,260055416.2,115760350.8,1490123.361,0,60833034.02
 03/07  23:00:00,2366406716,1078941654,262594386.5,115714926.7,189320.6037,0,72136049.28
 03/07  24:00:00,2048297363,1158655564,264611724.4,115664732.6,189374.6385,0,60485187.81
 03/08  01:00:00,2032802274,1172332599,266449776.7,115613885.7,189371.4011,0,35526277.64
 03/08  02:00:00,2036853431,1184322106,268876639.6,115557128,189427.047,0,60471587.71
 03/08  03:00:00,2039349157,1194340734,271360495.3,115451971.5,378822.2912,0,72091886.09
 03/08  04:00:00,2037514629,1209314164,271397361.8,115343631.6,189393.7141,0,35525273.49
 03/08  05:00:00,2034513129,1224628414,270451767.6,115259855.4,189443.2569,0,60474308.38
 03/08  06:00:00,2029748515,1239201934,269349335,115195077.2,189430.6585,0,60474276.39
 03/08  07:00:00,1994181094,1464333696,266762947,115181873.5,378822.1833,0,50386528.49
 03/08  08:00:00,2752087620,1263682148,265700545.8,115227212.9,2100288.813,0,84920573.96
 03/08  09:00:00,3518226987,1054590284,263452457.1,115322033.6,7000867.68,0,369457048.5
 03/08  10:00:00,3718562615,1021314602,175577002.7,115822347.1,8036169.318,0,372315044.6
 03/08  11:00:00,3727329003,980049264.7,174562645.4,116142510.1,9518499.319,0,403241991.2
 03/08  12:00:00,3743220225,949593082.2,174951910.8,116373023.8,9782939.432,0,404157719
 03/08  13:00:00,3601268798,881651009.3,176260259,116546576.8,8692631.359,0,400366594.7
 03/08  14:00:00,3760735489,800441289.1,177120082.9,116668040,9782819.502,0,403757979
 03/08  15:00:00,3769314484,742317062.3,177548641.1,116785753.1,9518408.084,0,402843417.3
 03/08  16:00:00,3770347807,750087513.8,177437551.4,116774000.2,8776316.38,0,157983841.2
 03/08  17:00:00,2927179992,1062176034,176650812.5,116585393,7644763.701,0,121214171.7
 03/08  18:00:00,2955199649,1170333746,175187157,116385098.5,5151888.3,0,88979470.2
 03/08  19:00:00,2617230507,1007356035,253786245.8,115847431.9,2364955.042,0,73036302.77
 03/08  20:00:00,2614245970,989723314.4,260158153.7,115742979.7,2276838.479,0,61342775.01
 03/08  21:00:00,2599353744,989458663,265341638.2,115660863,2234629.21,0,61351078.05
 03/08  22:00:00,2449616109,989652010.7,268324389.1,115604046.1,1473535.298,0,60828450.79
 03/08  23:00:00,2369756775,1002071821,270862710.7,115538666.7,189289.6408,0,72134254.52
 03/08  24:00:00,2029917734,1084654142,273486832.8,115426607.3,189341.1567,0,60477512.69
 03/09  01:00:00,2005646453,1108825245,273591825,115283496.3,378783.2557,0,35528275.09
 03/09  02:00:00,2003654414,1128509638,274326033.5,115135364,189380.8275,0,60468161.53
 03/09  03:00:00,2001095183,1148041471,275111879.2,114976118.5,189432.3246,0,72088171.05
 03/09  04:00:00,2000280981,1164640611,276545537.2,114794771.5,189420.714,0,35523456.96
 03/09  05:00:00,2001965367,1178940519,278005968.1,114589120.1,378804.2866,0,60468575.64
 03/09  06:00:00,2000843642,1192402841,279719993.4,114360981.2,189444.4683,0,60473151.92
 03/09  07:00:00,1969126105,1457973531,273846351.3,114243630.7,189431.2889,0,47139103.02
 03/09  08:00:00,2731697651,1237156616,265825765.4,114329674.2,2205654.392,0,88205313.11
 03/09  09:00:00,3496892248,1017378441,257697934.6,114577324.9,7097939.895,0,369265596.1
 03/09  10:00:00,3712286833,992573880.2,173180342.2,115463529.4,7988710.149,0,372098425.8
 03/09  11:00:00,3727076843,957266573.8,174158314.6,116384127.1,9345147.278,0,403377123.6
 03/09  12:00:00,3748785696,895947679.6,174369963.3,116763589.1,9986528.927,0,404048236.3
 03/09  13:00:00,3601427994,844379871.3,174365185,116947483.6,8459192.864,0,400223765
 03/09  14:00:00,3746634451,825660162,174416538.7,117029158.2,9986208.172,0,403645194
 03/09  15:00:00,3744111813,814651722.1,174395931.4,117104939.5,9304875.129,0,402725797.9
 03/09  16:00:00,3738886741,829118486.6,174501238.1,117123662.6,9000074.585,0,152087398.6
 03/09  17:00:00,2882764504,1076191737,174020719.9,117032573.9,7645523.937,0,126595402.8
 03/09  18:00:00,2897003816,1170292538,175803145.9,116958683,5013406.26,0,89231287.86
 03/09  19:00:00,2536479354,1068763211,234992366.6,116160913.3,2364771.205,0,73051525.67
 03/09  20:00:00,2510306423,1049094874,240825562.2,116071322.6,2365287.679,0,61339672.25
 03/09  21:00:00,2477160389,1031360988,241611111.6,115991492.8,2365035.801,0,61340064.46
 03/09  22:00:00,2322160633,1012404387,242977610.7,115961652.1,1277061.088,0,60822263.76
 03/09  23:00:00,2244214229,1011385756,242869773.1,115959471.2,189273.4819,0,72130327.34
 03/09  24:00:00,1899917970,1078438146,242668395.5,115961751.8,378683.1086,0,46423405.58
 03/10  01:00:00,1880553871,1085734813,240309439.4,115976304.9,189368.4945,0,49576866.21
 03/10  02:00:00,1878149215,1087877987,238520143.5,116006599.5,189421.7831,0,60469886.71
 03/10  03:00:00,1875237819,1091417559,236685164.3,116048018.4,189410.6019,0,72084114.87
 03/10  04:00:00,1870091074,1095298292,235988099.3,116067345.4,365992.005,0,35521775.32
 03/10  05:00:00,1873844897,1099271778,236007606,116067169.3,202218.501,0,60468534.22
 03/10  06:00:00,1862854577,1102311340,236054102.7,116064313.3,189421.1467,0,60465567.51
 03/10  07:00:00,1822463430,1210554824,235436164.4,116074959.5,189407.6274,0,47141390.11
 03/10  08:00:00,2575151062,1055132743,235776765.9,116108793.8,2333423.799,0,88596484.02
 03/10  09:00:00,3338828867,814403014.1,237112317,116162295.8,6919601.733,0,369282520.8
 03/10  10:00:00,3529858196,808928906.1,175494026.6,117003781.5,7962294.594,0,371940253.4
 03/10  11:00:00,3533102720,803312066.6,171015307.1,117018172,9518559.804,0,403607953.2
 03/10  12:00:00,3541837071,789807366.5,171158083.2,117049489.6,9846505.522,0,403959661.2
 03/10  13:00:00,3394863692,792411167.5,171030468.5,117064920.6,8620125.111,0,400090664.4
 03/10  14:00:00,3552216787,792525623.9,171008447.3,117070624,9986535.883,0,403551403.9
 03/10  15:00:00,3559149678,802800278.9,170989745.8,117075434.3,9304884.829,0,402618502.3
 03/10  16:00:00,3571761676,817204619.6,170897628.6,117042478.4,9000837.682,0,128615145.4
 03/10  17:00:00,2758834058,1056150537,172059307.2,116941882.8,7646060.607,0,149032237.6
 03/10  18:00:00,2786986479,1155799688,171571022.5,116833821,4908967.885,0,81340919.76
 03/10  19:00:00,2497021739,1079750879,240336146.2,116033559.3,2364585.245,0,80545041.15
 03/10  20:00:00,2516788631,1062207390,253103998.4,115901396.5,2364608.944,0,61347159.94
 03/10  21:00:00,2529621374,1045954999,259480181.5,115796475.9,2365132.6,0,61342748.54
 03/10  22:00:00,2387819305,1025010051,258518074,115786799.2,1290001.074,0,60810769
 03/10  23:00:00,2306921840,1014288138,254112059.1,115853216.1,367052.7762,0,72089386.9
 03/10  24:00:00,1962769293,1068318433,248525809.7,115920448.3,189355.1287,0,35529418.64
 03/11  01:00:00,1937120115,1071158459,245830476.7,115934266.6,189415.5275,0,60464023.38
 03/11  02:00:00,1939444459,1077271182,249101431.8,115941980,189406.3153,0,60463817.51
 03/11  03:00:00,1938535316,1084928913,249639671.7,115928499.4,378779.2684,0,47136208.1
 03/11  04:00:00,1940838122,1096216207,253389818.7,115869437.7,189433.0415,0,60462047.83
 03/11  05:00:00,1950083813,1109563651,258344671.8,115773553.2,189420.4566,0,60465876.66
 03/11  06:00:00,1950550453,1120276150,263772855.7,115672888.7,189407.6721,0,35521840.19
 03/11  07:00:00,1905449664,1310730956,258052314.3,115727612.3,189373.3541,0,72081629.51
 03/11  08:00:00,2176786890,1183374404,243229785.4,115860187.4,383084.4254,0,60491539.75
 03/11  09:00:00,2613301427,1022819839,234951805.2,116070416.6,2676767.662,0,312087911.4
 03/11  10:00:00,2788130917,1006065132,173123101.7,116985174.8,3493841.657,0,339648648.7
 03/11  11:00:00,2779823345,992355395.3,171452404.8,117002348.2,3769146.083,0,368134063.4
 03/11  12:00:00,2777121813,993995696.3,171437466.5,117017309,3688843.794,0,339436524.4
 03/11  13:00:00,2652610145,981507096.6,171502218.5,117043636,3095242.286,0,366268521.7
 03/11  14:00:00,2648534297,975328007.3,171496743.3,117074202.7,3017056.802,0,366192411
 03/11  15:00:00,2643927956,968613651,171503060.9,117108597.5,2871872.791,0,339199216.5
 03/11  16:00:00,2650206789,983760925,171463290.3,117106060,2977724.186,0,122045648.6
 03/11  17:00:00,2664584773,1015910452,171408463.5,117074302,2866665.165,0,118374981
 03/11  18:00:00,2485761641,994219788.9,229019543.7,116299899.4,1490139.066,0,89286369.84
 03/11  19:00:00,1868513436,1127538165,229475933.6,116245511.3,1277648.86,0,72357889.84
 03/11  20:00:00,1876319850,1125791938,228754877.1,116241119.7,189357.9533,0,35526983.67
 03/11  21:00:00,1877152262,1101334437,228617439.9,116244802.7,378820.6044,0,60463225.16
 03/11  22:00:00,1875076517,1088093326,228541652,116246298.5,189392.2966,0,60465242.23
 03/11  23:00:00,1873034179,1083550189,228394968.9,116246491.7,189362.2476,0,47136931.73
