Date/Time,Electricity:Facility [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly),Electricity:Facility [J](Monthly),Gas:Facility [J](Monthly),CO2:Facility [kg](Monthly),CO:Facility [kg](Monthly),CH4:Facility [kg](Monthly),NOx:Facility [kg](Monthly),N2O:Facility [kg](Monthly),SO2:Facility [kg](Monthly),PM:Facility [kg](Monthly),PM10:Facility [kg](Monthly),PM2.5:Facility [kg](Monthly),NH3:Facility [kg](Monthly),NMVOC:Facility [kg](Monthly),Hg:Facility [kg](Monthly),Pb:Facility [kg](Monthly),WaterEnvironmentalFactors:Facility [L](Monthly),Nuclear High:Facility [kg](Monthly),Nuclear Low:Facility [m3](Monthly),Carbon Equivalent:Facility [kg](Monthly) 
 01/02  01:00:00,45317719.52,19325.2399,0,47533.10561,6876431.089,8616830.088,0,0,0,,,,,,,,,,,,,,,,,,,
 01/02  02:00:00,45807270.91,237019.4524,0,319390.2847,6876431.089,8616830.088,6005110.808,6005110.808,0,,,,,,,,,,,,,,,,,,,
 01/02  03:00:00,46080523.12,343179.7514,0,486482.1943,6876431.089,8616830.088,9284788.572,9284788.572,0,,,,,,,,,,,,,,,,,,,
 01/02  04:00:00,46312371.44,474940.4133,0,586569.8506,6876431.089,8616830.088,13271478,13271478,0,,,,,,,,,,,,,,,,,,,
 01/02  05:00:00,46247128.57,393310.1912,0,602957.1972,6876431.089,8616830.088,10794915.89,10794915.89,0,,,,,,,,,,,,,,,,,,,
 01/02  06:00:00,46550808.26,675015.2437,0,624931.8435,6876431.089,8616830.088,19650679.88,19650679.88,0,,,,,,,,,,,,,,,,,,,
 01/02  07:00:00,95434552.43,43728484.57,0,6455206.689,6876431.089,8616830.088,766675494.4,766675494.4,0,,,,,,,,,,,,,,,,,,,
 01/02  08:00:00,103283913,43728484.57,0,4896843.9,27505724.36,17233660.18,588744230.8,588744230.8,0,,,,,,,,,,,,,,,,,,,
 01/02  09:00:00,146867157.7,43728484.57,0,4215456.954,68764310.89,30158905.31,512427350.6,512427350.6,0,,,,,,,,,,,,,,,,,,,
 01/02  10:00:00,209770686.5,43728484.57,0,3490706.926,123775759.6,38775735.4,417819482.3,417819482.3,0,,,,,,,,,,,,,,,,,,,
 01/02  11:00:00,209354488.9,43728484.57,0,3074509.349,123775759.6,38775735.4,374073846.3,374073846.3,0,,,,,,,,,,,,,,,,,,,
 01/02  12:00:00,208952911.6,43728484.57,0,2672932.001,123775759.6,38775735.4,328931212,328931212,0,,,,,,,,,,,,,,,,,,,
 01/02  13:00:00,208750684.5,43728484.57,0,2470704.934,123775759.6,38775735.4,314012785.3,314012785.3,0,,,,,,,,,,,,,,,,,,,
 01/02  14:00:00,208791769.6,43728484.57,0,2511790.033,123775759.6,38775735.4,323016525.4,323016525.4,0,,,,,,,,,,,,,,,,,,,
 01/02  15:00:00,208934619.8,43728484.57,0,2654640.272,123775759.6,38775735.4,335574982.2,335574982.2,0,,,,,,,,,,,,,,,,,,,
 01/02  16:00:00,208920238,43728484.57,0,2640258.43,123775759.6,38775735.4,309461955.3,309461955.3,0,,,,,,,,,,,,,,,,,,,
 01/02  17:00:00,228862235,43728484.57,0,2743855.4,123775759.6,38775735.4,306277311,306277311,0,,,,,,,,,,,,,,,,,,,
 01/02  18:00:00,239014589.1,43728484.57,0,2977009.517,123775759.6,38775735.4,336952937.1,336952937.1,0,,,,,,,,,,,,,,,,,,,
 01/02  19:00:00,193495315.3,43728484.57,0,3024737.277,82517173.07,34467320.35,349186582.6,349186582.6,0,,,,,,,,,,,,,,,,,,,
 01/02  20:00:00,193548170,43728484.57,0,3077591.993,82517173.07,34467320.35,357713172.4,357713172.4,0,,,,,,,,,,,,,,,,,,,
 01/02  21:00:00,175477671.9,43728484.57,0,3068371.143,68764310.89,30158905.31,358465862.1,358465862.1,0,,,,,,,,,,,,,,,,,,,
 01/02  22:00:00,74496984.53,0,0,0,27505724.36,17233660.18,0,0,0,,,,,,,,,,,,,,,,,,,
 01/02  23:00:00,45250861.18,0,0,0,6876431.089,8616830.088,0,0,0,,,,,,,,,,,,,,,,,,,
 01/02  24:00:00,45250861.18,0,0,0,6876431.089,8616830.088,0,0,0,,,,,,,,,,,,,,,,,,,
 01/03  01:00:00,45250861.18,0,0,0,6876431.089,8616830.088,0,0,0,,,,,,,,,,,,,,,,,,,
 01/03  02:00:00,45350202.76,32208.73317,0,67132.84467,6876431.089,8616830.088,0,0,0,,,,,,,,,,,,,,,,,,,
 01/03  03:00:00,45598927.5,123365.4883,0,224700.8303,6876431.089,8616830.088,2566569.918,2566569.918,0,,,,,,,,,,,,,,,,,,,
 01/03  04:00:00,45727352.76,136627.6517,0,339863.9302,6876431.089,8616830.088,2966524.719,2966524.719,0,,,,,,,,,,,,,,,,,,,
 01/03  05:00:00,46066621.08,347639.9667,0,468119.934,6876431.089,8616830.088,9412032.217,9412032.217,0,,,,,,,,,,,,,,,,,,,
 01/03  06:00:00,46251705.63,406880.0793,0,593964.3698,6876431.089,8616830.088,11231637.69,11231637.69,0,,,,,,,,,,,,,,,,,,,
 01/03  07:00:00,95631083.83,43728484.57,0,6651738.085,6876431.089,8616830.088,790653189.6,790653189.6,0,,,,,,,,,,,,,,,,,,,
 01/03  08:00:00,103576369.5,43728484.57,0,5189300.41,27505724.36,17233660.18,630963648.2,630963648.2,0,,,,,,,,,,,,,,,,,,,
 01/03  09:00:00,147209571.4,43728484.57,0,4557870.588,68764310.89,30158905.31,577143822.2,577143822.2,0,,,,,,,,,,,,,,,,,,,
 01/03  10:00:00,210220910.2,43728484.57,0,3940930.645,123775759.6,38775735.4,506977364,506977364,0,,,,,,,,,,,,,,,,,,,
 01/03  11:00:00,209821459.8,43728484.57,0,3541480.18,123775759.6,38775735.4,477401770.2,477401770.2,0,,,,,,,,,,,,,,,,,,,
 01/03  12:00:00,209488335.1,43728484.57,0,3208355.503,123775759.6,38775735.4,433488214.8,433488214.8,0,,,,,,,,,,,,,,,,,,,
 01/03  13:00:00,209300640.1,43728484.57,0,3020660.522,123775759.6,38775735.4,410355197.3,410355197.3,0,,,,,,,,,,,,,,,,,,,
 01/03  14:00:00,209191479.1,43728484.57,0,2911499.549,123775759.6,38775735.4,396219763,396219763,0,,,,,,,,,,,,,,,,,,,
 01/03  15:00:00,209200441,43728484.57,0,2920461.387,123775759.6,38775735.4,388735864.5,388735864.5,0,,,,,,,,,,,,,,,,,,,
 01/03  16:00:00,209225585.9,43728484.57,0,2945606.292,123775759.6,38775735.4,374318291.1,374318291.1,0,,,,,,,,,,,,,,,,,,,
 01/03  17:00:00,229264821.6,43728484.57,0,3146442.047,123775759.6,38775735.4,380703846.3,380703846.3,0,,,,,,,,,,,,,,,,,,,
 01/03  18:00:00,239394055.6,43728484.57,0,3356475.998,123775759.6,38775735.4,398069321.7,398069321.7,0,,,,,,,,,,,,,,,,,,,
 01/03  19:00:00,193940514.2,43728484.57,0,3469936.253,82517173.07,34467320.35,415511695.9,415511695.9,0,,,,,,,,,,,,,,,,,,,
 01/03  20:00:00,194112596.6,43728484.57,0,3642018.634,82517173.07,34467320.35,441389758.9,441389758.9,0,,,,,,,,,,,,,,,,,,,
 01/03  21:00:00,176124382.1,43728484.57,0,3715081.286,68764310.89,30158905.31,454639691.6,454639691.6,0,,,,,,,,,,,,,,,,,,,
 01/03  22:00:00,74496984.53,0,0,0,27505724.36,17233660.18,0,0,0,,,,,,,,,,,,,,,,,,,
 01/03  23:00:00,45250861.18,0,0,0,6876431.089,8616830.088,0,0,0,,,,,,,,,,,,,,,,,,,
 01/03  24:00:00,45278114.63,12883.49327,0,14369.96119,6876431.089,8616830.088,0,0,0,,,,,,,,,,,,,,,,,,,
 01/04  01:00:00,45642084.76,142317.815,0,248905.7699,6876431.089,8616830.088,3134567.452,3134567.452,0,,,,,,,,,,,,,,,,,,,
 01/04  02:00:00,46060984.54,361702.9186,0,448420.4431,6876431.089,8616830.088,9824043.103,9824043.103,0,,,,,,,,,,,,,,,,,,,
 01/04  03:00:00,46225095.58,399862.3887,0,574372.0161,6876431.089,8616830.088,10997478.15,10997478.15,0,,,,,,,,,,,,,,,,,,,
 01/04  04:00:00,46672239.05,747112.4376,0,674265.4351,6876431.089,8616830.088,21879375.38,21879375.38,0,,,,,,,,,,,,,,,,,,,
 01/04  05:00:00,46792618.06,795022.9087,0,746733.9736,6876431.089,8616830.088,23550383.54,23550383.54,0,,,,,,,,,,,,,,,,,,,
 01/04  06:00:00,47070894.79,1023391.169,0,796642.4442,6876431.089,8616830.088,30564378.32,30564378.32,0,,,,,,,,,,,,,,,,,,,
 01/04  07:00:00,96050716.65,43728484.57,0,7071370.903,6876431.089,8616830.088,824721955,824721955,0,,,,,,,,,,,,,,,,,,,
 01/04  08:00:00,103856878.5,43728484.57,0,5469809.414,27505724.36,17233660.18,643652723.2,643652723.2,0,,,,,,,,,,,,,,,,,,,
 01/04  09:00:00,147159100.5,43728484.57,0,4507399.696,68764310.89,30158905.31,562890772.8,562890772.8,0,,,,,,,,,,,,,,,,,,,
 01/04  10:00:00,210083119.8,43728484.57,0,3803140.222,123775759.6,38775735.4,469309172.5,469309172.5,0,,,,,,,,,,,,,,,,,,,
 01/04  11:00:00,209677598.4,43728484.57,0,3397618.785,123775759.6,38775735.4,438915462.9,438915462.9,0,,,,,,,,,,,,,,,,,,,
 01/04  12:00:00,209333389,43728484.57,0,3053409.466,123775759.6,38775735.4,397017622.3,397017622.3,0,,,,,,,,,,,,,,,,,,,
 01/04  13:00:00,209120784.7,43728484.57,0,2840805.136,123775759.6,38775735.4,371926898.2,371926898.2,0,,,,,,,,,,,,,,,,,,,
 01/04  14:00:00,209049013.3,43728484.57,0,2769033.759,123775759.6,38775735.4,356783482.6,356783482.6,0,,,,,,,,,,,,,,,,,,,
 01/04  15:00:00,209081877.6,43728484.57,0,2801898.071,123775759.6,38775735.4,353984771.2,353984771.2,0,,,,,,,,,,,,,,,,,,,
 01/04  16:00:00,209145885.6,43728484.57,0,2865906.015,123775759.6,38775735.4,342982282.1,342982282.1,0,,,,,,,,,,,,,,,,,,,
 01/04  17:00:00,229290339.9,43728484.57,0,3171960.365,123775759.6,38775735.4,368704207.4,368704207.4,0,,,,,,,,,,,,,,,,,,,
 01/04  18:00:00,239587265.2,43728484.57,0,3549685.653,123775759.6,38775735.4,413702973,413702973,0,,,,,,,,,,,,,,,,,,,
 01/04  19:00:00,194294388.4,43728484.57,0,3823810.371,82517173.07,34467320.35,454349846.2,454349846.2,0,,,,,,,,,,,,,,,,,,,
 01/04  20:00:00,194541032.8,43728484.57,0,4070454.758,82517173.07,34467320.35,490116203.9,490116203.9,0,,,,,,,,,,,,,,,,,,,
 01/04  21:00:00,176522080.6,43728484.57,0,4112779.805,68764310.89,30158905.31,496850763.7,496850763.7,0,,,,,,,,,,,,,,,,,,,
 01/04  22:00:00,74496984.53,0,0,0,27505724.36,17233660.18,0,0,0,,,,,,,,,,,,,,,,,,,
 01/04  23:00:00,45268112.29,6441.746634,0,10809.36395,6876431.089,8616830.088,0,0,0,,,,,,,,,,,,,,,,,,,
 01/04  24:00:00,46059178.92,405849.9169,0,402467.8253,6876431.089,8616830.088,11147606.84,11147606.84,0,,,,,,,,,,,,,,,,,,,
 01/05  01:00:00,46631230.16,648450.7656,0,731918.221,6876431.089,8616830.088,18787759.23,18787759.23,0,,,,,,,,,,,,,,,,,,,
 01/05  02:00:00,47108393.25,980573.9556,0,876958.1184,6876431.089,8616830.088,29062459.37,29062459.37,0,,,,,,,,,,,,,,,,,,,
 01/05  03:00:00,47374074.28,1134416.114,0,988796.9857,6876431.089,8616830.088,34128038.47,34128038.47,0,,,,,,,,,,,,,,,,,,,
 01/05  04:00:00,47817976.67,1412139.327,0,1154976.166,6876431.089,8616830.088,42508463.88,42508463.88,0,,,,,,,,,,,,,,,,,,,
 01/05  05:00:00,48461110.78,1787616.682,0,1422632.918,6876431.089,8616830.088,54647630.7,54647630.7,0,,,,,,,,,,,,,,,,,,,
 01/05  06:00:00,49543207.08,2578380.009,0,1713965.896,6876431.089,8616830.088,73923963.95,73923963.95,0,,,,,,,,,,,,,,,,,,,
 01/05  07:00:00,98000722.52,43728484.57,0,9021376.774,6876431.089,8616830.088,1101142838,1101142838,0,,,,,,,,,,,,,,,,,,,
 01/05  08:00:00,105621553.6,43728484.57,0,7234484.523,27505724.36,17233660.18,921707338.2,921707338.2,0,,,,,,,,,,,,,,,,,,,
 01/05  09:00:00,148063659.3,43728484.57,0,5411958.487,68764310.89,30158905.31,826589322.5,826589322.5,0,,,,,,,,,,,,,,,,,,,
 01/05  10:00:00,209804358,43728484.57,0,3524378.432,123775759.6,38775735.4,705664028.8,705664028.8,0,,,,,,,,,,,,,,,,,,,
 01/05  11:00:00,208349775.2,43728484.57,0,2069795.637,123775759.6,38775735.4,626235836.6,626235836.6,0,,,,,,,,,,,,,,,,,,,
 01/05  12:00:00,207371966.3,43728484.57,0,1091986.709,123775759.6,38775735.4,546357727.9,546357727.9,0,,,,,,,,,,,,,,,,,,,
 01/05  13:00:00,206936397.5,43728484.57,0,656417.9017,123775759.6,38775735.4,499863812.7,499863812.7,0,,,,,,,,,,,,,,,,,,,
 01/05  14:00:00,206898444.5,43728484.57,0,618464.9224,123775759.6,38775735.4,463537027.6,463537027.6,0,,,,,,,,,,,,,,,,,,,
 01/05  15:00:00,207204923.4,43728484.57,0,924943.8696,123775759.6,38775735.4,425272761.8,425272761.8,0,,,,,,,,,,,,,,,,,,,
 01/05  16:00:00,208115235.3,43728484.57,0,1835255.687,123775759.6,38775735.4,394652503,394652503,0,,,,,,,,,,,,,,,,,,,
 01/05  17:00:00,228842122.8,43728484.57,0,2723743.23,123775759.6,38775735.4,414800747.3,414800747.3,0,,,,,,,,,,,,,,,,,,,
 01/05  18:00:00,239325492,43728484.57,0,3287912.431,123775759.6,38775735.4,451507876.5,451507876.5,0,,,,,,,,,,,,,,,,,,,
 01/05  19:00:00,194069536.3,43728484.57,0,3598958.301,82517173.07,34467320.35,482811155.6,482811155.6,0,,,,,,,,,,,,,,,,,,,
 01/05  20:00:00,194421212.6,43728484.57,0,3950634.644,82517173.07,34467320.35,527429340.8,527429340.8,0,,,,,,,,,,,,,,,,,,,
 01/05  21:00:00,176639441.4,43728484.57,0,4230140.649,68764310.89,30158905.31,564011797,564011797,0,,,,,,,,,,,,,,,,,,,
 01/05  22:00:00,74496984.53,0,0,0,27505724.36,17233660.18,0,0,0,,,,,,,,,,,,,,,,,,,
 01/05  23:00:00,45333573.68,64585.49196,0,18127.00858,6876431.089,8616830.088,1769513.18,1769513.18,0,,,,,,,,,,,,,,,,,,,
 01/05  24:00:00,46418419.55,715696.7931,0,451861.5819,6876431.089,8616830.088,20937374.7,20937374.7,0,,,,,,,,,,,,,,,,,,,
 01/06  01:00:00,47452129.66,1365182.372,0,836086.1084,6876431.089,8616830.088,41363852.57,41363852.57,0,,,,,,,,,,,,,,,,,,,
 01/06  02:00:00,47722023.94,1415922.37,0,1055240.392,6876431.089,8616830.088,42719882.24,42719882.24,0,,,,,,,,,,,,,,,,,,,
 01/06  03:00:00,48417610.73,1940191.553,0,1226558.004,6876431.089,8616830.088,59451934.05,59451934.05,0,,,,,,,,,,,,,,,,,,,
 01/06  04:00:00,48589523.85,1900582.876,0,1438079.792,6876431.089,8616830.088,57846029.41,57846029.41,0,,,,,,,,,,,,,,,,,,,
 01/06  05:00:00,50448889.61,3596412.383,0,1601616.046,6876431.089,8616830.088,97654140.25,97654140.25,0,,,,,,,,,,,,,,,,,,,
 01/06  06:00:00,51285822.82,4301881.646,0,1733079.997,6876431.089,8616830.088,106917162.5,106917162.5,0,,,,,,,,,,,,,,,,,,,
 01/06  07:00:00,97934275.7,43728484.57,0,8954929.953,6876431.089,8616830.088,1121497596,1121497596,0,,,,,,,,,,,,,,,,,,,
 01/06  08:00:00,105628745.9,43728484.57,0,7241676.823,27505724.36,17233660.18,953654747.6,953654747.6,0,,,,,,,,,,,,,,,,,,,
 01/06  09:00:00,148070979.6,43728484.57,0,5419278.787,68764310.89,30158905.31,855028929.5,855028929.5,0,,,,,,,,,,,,,,,,,,,
 01/06  10:00:00,210076696.3,43728484.57,0,3796716.755,123775759.6,38775735.4,743084993.2,743084993.2,0,,,,,,,,,,,,,,,,,,,
 01/06  11:00:00,209444535.4,43728484.57,0,3164555.818,123775759.6,38775735.4,695728748.2,695728748.2,0,,,,,,,,,,,,,,,,,,,
 01/06  12:00:00,209957554,43728484.57,0,3677574.416,123775759.6,38775735.4,644972476.6,644972476.6,0,,,,,,,,,,,,,,,,,,,
 01/06  13:00:00,210215847.3,43728484.57,0,3935867.679,123775759.6,38775735.4,629444996.9,629444996.9,0,,,,,,,,,,,,,,,,,,,
 01/06  14:00:00,210499314.3,43728484.57,0,4219334.698,123775759.6,38775735.4,618083112.9,618083112.9,0,,,,,,,,,,,,,,,,,,,
 01/06  15:00:00,210402799.5,43728484.57,0,4122819.97,123775759.6,38775735.4,608804234.4,608804234.4,0,,,,,,,,,,,,,,,,,,,
 01/06  16:00:00,210429107.3,43728484.57,0,4149127.708,123775759.6,38775735.4,603630023.2,603630023.2,0,,,,,,,,,,,,,,,,,,,
 01/06  17:00:00,230879945.4,43728484.57,0,4761565.829,123775759.6,38775735.4,643259410.1,643259410.1,0,,,,,,,,,,,,,,,,,,,
 01/06  18:00:00,241425954.7,43728484.57,0,5388375.141,123775759.6,38775735.4,697211482.9,697211482.9,0,,,,,,,,,,,,,,,,,,,
 01/06  19:00:00,196279486.9,43728484.57,0,5808908.92,82517173.07,34467320.35,748993973.2,748993973.2,0,,,,,,,,,,,,,,,,,,,
 01/06  20:00:00,196622835.4,43728484.57,0,6152257.436,82517173.07,34467320.35,792370313.4,792370313.4,0,,,,,,,,,,,,,,,,,,,
 01/06  21:00:00,178810108.7,43728484.57,0,6400807.945,68764310.89,30158905.31,829858240.5,829858240.5,0,,,,,,,,,,,,,,,,,,,
 01/06  22:00:00,75052964.93,413956.9204,0,142023.4727,27505724.36,17233660.18,12264492.9,12264492.9,0,,,,,,,,,,,,,,,,,,,
 01/06  23:00:00,48125569.47,1787081.773,0,1087626.514,6876431.089,8616830.088,54330639.85,54330639.85,0,,,,,,,,,,,,,,,,,,,
 01/06  24:00:00,49186158.02,2317541.932,0,1617754.912,6876431.089,8616830.088,71043856.62,71043856.62,0,,,,,,,,,,,,,,,,,,,
 01/07  01:00:00,49684826.59,4673930.81,0,1914242.12,6876431.089,6462622.566,121608758.4,121608758.4,0,,,,,,,,,,,,,,,,,,,
 01/07  02:00:00,50998845.43,5785209.743,0,2116982.029,6876431.089,6462622.566,143683686.9,143683686.9,0,,,,,,,,,,,,,,,,,,,
 01/07  03:00:00,52017820.3,6622774.925,0,2298391.724,6876431.089,6462622.566,163926361.9,163926361.9,0,,,,,,,,,,,,,,,,,,,
 01/07  04:00:00,53100354.02,7527857.502,0,2475842.861,6876431.089,6462622.566,181309576.4,181309576.4,0,,,,,,,,,,,,,,,,,,,
 01/07  05:00:00,53739108.7,8020500.848,0,2621954.196,6876431.089,6462622.566,194817247.4,194817247.4,0,,,,,,,,,,,,,,,,,,,
 01/07  06:00:00,54783956.93,8915407.645,0,2771895.63,6876431.089,6462622.566,211738078.5,211738078.5,0,,,,,,,,,,,,,,,,,,,
 01/07  07:00:00,96326921.04,43728484.57,0,9501782.82,6876431.089,6462622.566,1241437330,1241437330,0,,,,,,,,,,,,,,,,,,,
 01/07  08:00:00,89420466.78,43728484.57,0,9094674.903,13752862.18,12925245.13,1181664388,1181664388,0,,,,,,,,,,,,,,,,,,,
 01/07  09:00:00,113080949.1,43728484.57,0,6551802.769,41258586.54,21542075.22,1044559589,1044559589,0,,,,,,,,,,,,,,,,,,,
 01/07  10:00:00,165160605.8,43728484.57,0,4447627.81,82517173.07,34467320.35,888607308.4,888607308.4,0,,,,,,,,,,,,,,,,,,,
 01/07  11:00:00,209321551,43728484.57,0,3041571.471,123775759.6,38775735.4,783698794.8,783698794.8,0,,,,,,,,,,,,,,,,,,,
 01/07  12:00:00,208458534.1,43728484.57,0,2178554.553,123775759.6,38775735.4,716658995.4,716658995.4,0,,,,,,,,,,,,,,,,,,,
 01/07  13:00:00,208037030.3,43728484.57,0,1757050.719,123775759.6,38775735.4,676594211.7,676594211.7,0,,,,,,,,,,,,,,,,,,,
 01/07  14:00:00,207833564.2,43728484.57,0,1553584.654,123775759.6,38775735.4,640687729.4,640687729.4,0,,,,,,,,,,,,,,,,,,,
 01/07  15:00:00,208062806.4,43728484.57,0,1782826.819,123775759.6,38775735.4,627283342.7,627283342.7,0,,,,,,,,,,,,,,,,,,,
 01/07  16:00:00,208889945.9,43728484.57,0,2609966.368,123775759.6,38775735.4,631924207.4,631924207.4,0,,,,,,,,,,,,,,,,,,,
 01/07  17:00:00,225351239.8,43728484.57,0,4192460.261,123775759.6,38775735.4,671829893,671829893,0,,,,,,,,,,,,,,,,,,,
 01/07  18:00:00,241196418.1,43728484.57,0,5158838.55,123775759.6,38775735.4,722594910.6,722594910.6,0,,,,,,,,,,,,,,,,,,,
 01/07  19:00:00,178290823.7,43728484.57,0,5881522.931,68764310.89,30158905.31,816452117.7,816452117.7,0,,,,,,,,,,,,,,,,,,,
 01/07  20:00:00,142542970.4,43728484.57,0,6256224.046,41258586.54,21542075.22,863702341.2,863702341.2,0,,,,,,,,,,,,,,,,,,,
 01/07  21:00:00,142797362.1,43728484.57,0,6510615.749,41258586.54,21542075.22,891550954.7,891550954.7,0,,,,,,,,,,,,,,,,,,,
 01/07  22:00:00,107022770.5,43728484.57,0,6858578.615,13752862.18,12925245.13,945714612.9,945714612.9,0,,,,,,,,,,,,,,,,,,,
 01/07  23:00:00,44139759.44,841444.9429,0,201660.8426,6876431.089,6462622.566,25655934.03,25655934.03,0,,,,,,,,,,,,,,,,,,,
 01/07  24:00:00,46536083.79,2241970.483,0,1197459.656,6876431.089,6462622.566,68769953.28,68769953.28,0,,,,,,,,,,,,,,,,,,,
 01/08  01:00:00,49607547.22,4814279.586,0,1696613.979,6876431.089,6462622.566,124245383.3,124245383.3,0,,,,,,,,,,,,,,,,,,,
 01/08  02:00:00,51556988.36,6484811.825,0,1975522.884,6876431.089,6462622.566,159834655.5,159834655.5,0,,,,,,,,,,,,,,,,,,,
 01/08  03:00:00,52365668.54,7088559.106,0,2180455.775,6876431.089,6462622.566,173719380.3,173719380.3,0,,,,,,,,,,,,,,,,,,,
 01/08  04:00:00,53530518.93,8098883.029,0,2334982.244,6876431.089,6462622.566,194985863.3,194985863.3,0,,,,,,,,,,,,,,,,,,,
 01/08  05:00:00,53973422.19,8399916.291,0,2476852.239,6876431.089,6462622.566,202481497.1,202481497.1,0,,,,,,,,,,,,,,,,,,,
 01/08  06:00:00,55018529.32,9310713.104,0,2611162.561,6876431.089,6462622.566,221316782,221316782,0,,,,,,,,,,,,,,,,,,,
 01/08  07:00:00,55119238.27,9312454.399,0,2710130.218,6876431.089,6462622.566,222632128.1,222632128.1,0,,,,,,,,,,,,,,,,,,,
 01/08  08:00:00,35545076.9,9831269.305,0,2455553.937,6876431.089,6462622.566,231774317.1,231774317.1,0,,,,,,,,,,,,,,,,,,,
 01/08  09:00:00,78661374.91,43728484.57,0,8254783.029,13752862.18,12925245.13,1207819331,1207819331,0,,,,,,,,,,,,,,,,,,,
 01/08  10:00:00,75700466.98,43728484.57,0,5293875.104,13752862.18,12925245.13,1031999159,1031999159,0,,,,,,,,,,,,,,,,,,,
 01/08  11:00:00,128436540.9,43728484.57,0,3846117.348,55011448.72,25850490.26,890101039.2,890101039.2,0,,,,,,,,,,,,,,,,,,,
 01/08  12:00:00,127676216.1,43728484.57,0,3085792.581,55011448.72,25850490.26,824650287.6,824650287.6,0,,,,,,,,,,,,,,,,,,,
 01/08  13:00:00,163112140.2,43728484.57,0,2399162.226,82517173.07,34467320.35,730125482.8,730125482.8,0,,,,,,,,,,,,,,,,,,,
 01/08  14:00:00,162750745.4,43728484.57,0,2037767.423,82517173.07,34467320.35,677932456.9,677932456.9,0,,,,,,,,,,,,,,,,,,,
 01/08  15:00:00,162722560.9,43728484.57,0,2009582.898,82517173.07,34467320.35,644313051.5,644313051.5,0,,,,,,,,,,,,,,,,,,,
 01/08  16:00:00,163267777,43728484.57,0,2554798.992,82517173.07,34467320.35,628040624.4,628040624.4,0,,,,,,,,,,,,,,,,,,,
 01/08  17:00:00,179367052.1,43728484.57,0,3775274.094,82517173.07,34467320.35,639272882.1,639272882.1,0,,,,,,,,,,,,,,,,,,,
 01/08  18:00:00,156682737.3,43728484.57,0,2334713.73,55011448.72,25850490.26,783171385.9,783171385.9,0,,,,,,,,,,,,,,,,,,,
 01/08  19:00:00,120927645.8,43728484.57,0,2702176.721,27505724.36,17233660.18,816707323.3,816707323.3,0,,,,,,,,,,,,,,,,,,,
 01/08  20:00:00,43096653.66,0,0,0,6876431.089,6462622.566,0,0,0,,,,,,,,,,,,,,,,,,,
 01/08  21:00:00,44105897.4,858584.8128,0,150658.927,6876431.089,6462622.566,26073021.17,26073021.17,0,,,,,,,,,,,,,,,,,,,
 01/08  22:00:00,45139506.38,1407210.173,0,635642.5556,6876431.089,6462622.566,42679945.28,42679945.28,0,,,,,,,,,,,,,,,,,,,
 01/08  23:00:00,45550183.61,1568400.7,0,885129.2546,6876431.089,6462622.566,47839316.73,47839316.73,0,,,,,,,,,,,,,,,,,,,
 01/08  24:00:00,45995997.92,1854651.868,0,1044692.396,6876431.089,6462622.566,56678848.28,56678848.28,0,,,,,,,,,,,,,,,,,,,
 01/09  01:00:00,48304029.33,1885142.501,0,1168025.651,6876431.089,8616830.088,57796974.33,57796974.33,0,,,,,,,,,,,,,,,,,,,
 01/09  02:00:00,48613052.74,2090098.892,0,1272092.666,6876431.089,8616830.088,64063059.77,64063059.77,0,,,,,,,,,,,,,,,,,,,
 01/09  03:00:00,49671477.02,3078556.93,0,1342058.914,6876431.089,8616830.088,82129978.27,82129978.27,0,,,,,,,,,,,,,,,,,,,
 01/09  04:00:00,49920311.06,3275882.873,0,1393567.01,6876431.089,8616830.088,87379193.14,87379193.14,0,,,,,,,,,,,,,,,,,,,
 01/09  05:00:00,49918964.55,3212362.739,0,1455740.638,6876431.089,8616830.088,85743409.12,85743409.12,0,,,,,,,,,,,,,,,,,,,
 01/09  06:00:00,50278550.39,3514859.509,0,1512829.707,6876431.089,8616830.088,92892894.69,92892894.69,0,,,,,,,,,,,,,,,,,,,
 01/09  07:00:00,97229836.05,43728484.57,0,8250490.306,6876431.089,8616830.088,1026298198,1026298198,0,,,,,,,,,,,,,,,,,,,
 01/09  08:00:00,104777683.3,43728484.57,0,6390614.178,27505724.36,17233660.18,826094784.9,826094784.9,0,,,,,,,,,,,,,,,,,,,
 01/09  09:00:00,147676491.8,43728484.57,0,5024791.004,68764310.89,30158905.31,711075551.9,711075551.9,0,,,,,,,,,,,,,,,,,,,
 01/09  10:00:00,209906537.4,43728484.57,0,3626557.792,123775759.6,38775735.4,575495337.1,575495337.1,0,,,,,,,,,,,,,,,,,,,
 01/09  11:00:00,209198480.7,43728484.57,0,2918501.077,123775759.6,38775735.4,513540687.2,513540687.2,0,,,,,,,,,,,,,,,,,,,
 01/09  12:00:00,208343393.4,43728484.57,0,2063413.829,123775759.6,38775735.4,432585263.4,432585263.4,0,,,,,,,,,,,,,,,,,,,
 01/09  13:00:00,207735778.8,43728484.57,0,1455799.252,123775759.6,38775735.4,376609344.9,376609344.9,0,,,,,,,,,,,,,,,,,,,
