Date/Time,Electricity:Facility [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly),Electricity:Facility [J](Monthly),Gas:Facility [J](Monthly),CO2:Facility [kg](Monthly),CO:Facility [kg](Monthly),CH4:Facility [kg](Monthly),NOx:Facility [kg](Monthly),N2O:Facility [kg](Monthly),SO2:Facility [kg](Monthly),PM:Facility [kg](Monthly),PM10:Facility [kg](Monthly),PM2.5:Facility [kg](Monthly),NH3:Facility [kg](Monthly),NMVOC:Facility [kg](Monthly),Hg:Facility [kg](Monthly),Pb:Facility [kg](Monthly),WaterEnvironmentalFactors:Facility [L](Monthly),Nuclear High:Facility [kg](Monthly),Nuclear Low:Facility [m3](Monthly),Carbon Equivalent:Facility [kg](Monthly) 
 02/14  02:00:00,73506479.92,18009512.53,0,0,19732408.55,3641758.841,370297454,370297454,0,,,,,,,,,,,,,,,,,,,
 02/14  03:00:00,69704350.03,14207382.65,0,0,19732408.55,3641758.841,307960139.3,307960139.3,0,,,,,,,,,,,,,,,,,,,
 02/14  04:00:00,74345912.55,18848945.16,0,0,19732408.55,3641758.841,411117563.4,411117563.4,0,,,,,,,,,,,,,,,,,,,
 02/14  05:00:00,70327672.73,14830705.35,0,0,19732408.55,3641758.841,343646303.4,343646303.4,0,,,,,,,,,,,,,,,,,,,
 02/14  06:00:00,74965094.5,19468127.11,0,0,19732408.55,3641758.841,440960323,440960323,0,,,,,,,,,,,,,,,,,,,
 02/14  07:00:00,90610421.32,40467253.93,0,0,19732408.55,3641758.841,529876447.2,529876447.2,0,,,,,,,,,,,,,,,,,,,
 02/14  08:00:00,137605682.3,40467253.93,0,0,78929634.19,18208794.21,459494952.6,459494952.6,0,,,,,,,,,,,,,,,,,,,
 02/14  09:00:00,207728184.5,40467253.93,0,0,138126859.8,29134070.73,382892670.4,382892670.4,0,,,,,,,,,,,,,,,,,,,
 02/14  10:00:00,250476232.9,40108726.42,0,0,177591676.9,32775829.57,315833628.2,315833628.2,0,,,,,,,,,,,,,,,,,,,
 02/14  11:00:00,249759177.9,39391671.39,0,0,177591676.9,32775829.57,289844466.8,289844466.8,0,,,,,,,,,,,,,,,,,,,
 02/14  12:00:00,249759177.9,39391671.39,0,0,177591676.9,32775829.57,265292784.8,265292784.8,0,,,,,,,,,,,,,,,,,,,
 02/14  13:00:00,226474297.8,39480958.7,0,0,157859268.4,29134070.73,248783911.7,248783911.7,0,,,,,,,,,,,,,,,,,,,
 02/14  14:00:00,249937752.5,39570246.01,0,0,177591676.9,32775829.57,236085140.5,236085140.5,0,,,,,,,,,,,,,,,,,,,
 02/14  15:00:00,249982396.2,39614889.66,0,0,177591676.9,32775829.57,235139075.1,235139075.1,0,,,,,,,,,,,,,,,,,,,
 02/14  16:00:00,249982396.2,39614889.66,0,0,177591676.9,32775829.57,246310040.7,246310040.7,0,,,,,,,,,,,,,,,,,,,
 02/14  17:00:00,249893108.8,39525602.36,0,0,177591676.9,32775829.57,266981813.6,266981813.6,0,,,,,,,,,,,,,,,,,,,
 02/14  18:00:00,113083305.6,12550044.57,0,0,59197225.64,14567035.36,235926826.7,235926826.7,0,,,,,,,,,,,,,,,,,,,
 02/14  19:00:00,68719537.51,13222570.12,0,0,19732408.55,3641758.841,276911714.2,276911714.2,0,,,,,,,,,,,,,,,,,,,
 02/14  20:00:00,73082681.33,17585713.95,0,0,19732408.55,3641758.841,376994486.8,376994486.8,0,,,,,,,,,,,,,,,,,,,
 02/14  21:00:00,69635720.68,14138753.29,0,0,19732408.55,3641758.841,320288747.3,320288747.3,0,,,,,,,,,,,,,,,,,,,
 02/14  22:00:00,73514509.36,18017541.97,0,0,19732408.55,3641758.841,396686835.6,396686835.6,0,,,,,,,,,,,,,,,,,,,
 02/14  23:00:00,69893702.71,14396735.32,0,0,19732408.55,3641758.841,333366306.5,333366306.5,0,,,,,,,,,,,,,,,,,,,
 02/14  24:00:00,73818015.36,18321047.97,0,0,19732408.55,3641758.841,409863465.7,409863465.7,0,,,,,,,,,,,,,,,,,,,
 02/15  01:00:00,70150033.18,14653065.79,0,0,19732408.55,3641758.841,344632957.4,344632957.4,0,,,,,,,,,,,,,,,,,,,
 02/15  02:00:00,74195577.6,18698610.21,0,0,19732408.55,3641758.841,425919586.6,425919586.6,0,,,,,,,,,,,,,,,,,,,
 02/15  03:00:00,70543208.85,15046241.47,0,0,19732408.55,3641758.841,363936075.4,363936075.4,0,,,,,,,,,,,,,,,,,,,
 02/15  04:00:00,74702272.11,19205304.72,0,0,19732408.55,3641758.841,447871415.8,447871415.8,0,,,,,,,,,,,,,,,,,,,
 02/15  05:00:00,70947532.52,15450565.13,0,0,19732408.55,3641758.841,383386665.3,383386665.3,0,,,,,,,,,,,,,,,,,,,
 02/15  06:00:00,75178842.85,19681875.47,0,0,19732408.55,3641758.841,469017035.3,469017035.3,0,,,,,,,,,,,,,,,,,,,
 02/15  07:00:00,90610421.32,40467253.93,0,0,19732408.55,3641758.841,566359734,566359734,0,,,,,,,,,,,,,,,,,,,
 02/15  08:00:00,137605682.3,40467253.93,0,0,78929634.19,18208794.21,486406959.6,486406959.6,0,,,,,,,,,,,,,,,,,,,
 02/15  09:00:00,207728184.5,40467253.93,0,0,138126859.8,29134070.73,392014556.9,392014556.9,0,,,,,,,,,,,,,,,,,,,
 02/15  10:00:00,250296969.2,39929462.66,0,0,177591676.9,32775829.57,300816625.1,300816625.1,0,,,,,,,,,,,,,,,,,,,
 02/15  11:00:00,249803821.5,39436315.05,0,0,177591676.9,32775829.57,253419383.9,253419383.9,0,,,,,,,,,,,,,,,,,,,
 02/15  12:00:00,249937752.5,39570246.01,0,0,177591676.9,32775829.57,205134024,205134024,0,,,,,,,,,,,,,,,,,,,
 02/15  13:00:00,226652872.4,39659533.32,0,0,157859268.4,29134070.73,171379888.5,171379888.5,0,,,,,,,,,,,,,,,,,,,
 02/15  14:00:00,250027039.8,39659533.32,0,0,177591676.9,32775829.57,143020115.6,143020115.6,0,,,,,,,,,,,,,,,,,,,
 02/15  15:00:00,250027039.8,39659533.32,0,0,177591676.9,32775829.57,133019352.6,133019352.6,0,,,,,,,,,,,,,,,,,,,
 02/15  16:00:00,250027039.8,39659533.32,0,0,177591676.9,32775829.57,141109795.5,141109795.5,0,,,,,,,,,,,,,,,,,,,
 02/15  17:00:00,250027039.8,39659533.32,0,0,177591676.9,32775829.57,167153907.5,167153907.5,0,,,,,,,,,,,,,,,,,,,
 02/15  18:00:00,110003377.1,9470116.064,0,0,59197225.64,14567035.36,178109740.1,178109740.1,0,,,,,,,,,,,,,,,,,,,
 02/15  19:00:00,65442851.05,9945883.662,0,0,19732408.55,3641758.841,189670447.3,189670447.3,0,,,,,,,,,,,,,,,,,,,
 02/15  20:00:00,70180312.24,14683344.85,0,0,19732408.55,3641758.841,282699779.3,282699779.3,0,,,,,,,,,,,,,,,,,,,
 02/15  21:00:00,67112882.83,11615915.44,0,0,19732408.55,3641758.841,223324800.1,223324800.1,0,,,,,,,,,,,,,,,,,,,
 02/15  22:00:00,72643536.56,17146569.17,0,0,19732408.55,3641758.841,325472576.5,325472576.5,0,,,,,,,,,,,,,,,,,,,
 02/15  23:00:00,68519445.9,13022478.52,0,0,19732408.55,3641758.841,250946041.4,250946041.4,0,,,,,,,,,,,,,,,,,,,
 02/15  24:00:00,72479323.46,16982356.08,0,0,19732408.55,3641758.841,330721715.6,330721715.6,0,,,,,,,,,,,,,,,,,,,
 02/16  01:00:00,68466215.87,12969248.48,0,0,19732408.55,3641758.841,255197763.9,255197763.9,0,,,,,,,,,,,,,,,,,,,
 02/16  02:00:00,72598243.39,17101276,0,0,19732408.55,3641758.841,340097952.1,340097952.1,0,,,,,,,,,,,,,,,,,,,
 02/16  03:00:00,68598862.39,13101895.01,0,0,19732408.55,3641758.841,264596904.6,264596904.6,0,,,,,,,,,,,,,,,,,,,
 02/16  04:00:00,72647821.1,17150853.71,0,0,19732408.55,3641758.841,344478279.7,344478279.7,0,,,,,,,,,,,,,,,,,,,
 02/16  05:00:00,68471127.02,12974159.63,0,0,19732408.55,3641758.841,258918243.5,258918243.5,0,,,,,,,,,,,,,,,,,,,
 02/16  06:00:00,72426250.13,16929282.74,0,0,19732408.55,3641758.841,337613306.9,337613306.9,0,,,,,,,,,,,,,,,,,,,
 02/16  07:00:00,90610421.32,40467253.93,0,0,19732408.55,3641758.841,405282826.6,405282826.6,0,,,,,,,,,,,,,,,,,,,
 02/16  08:00:00,137247154.8,40108726.42,0,0,78929634.19,18208794.21,324370440.8,324370440.8,0,,,,,,,,,,,,,,,,,,,
 02/16  09:00:00,206697245.6,39436315.05,0,0,138126859.8,29134070.73,270492074.5,270492074.5,0,,,,,,,,,,,,,,,,,,,
 02/16  10:00:00,249982396.2,39614889.66,0,0,177591676.9,32775829.57,215040893.6,215040893.6,0,,,,,,,,,,,,,,,,,,,
 02/16  11:00:00,250027039.8,39659533.32,0,0,177591676.9,32775829.57,169132760.3,169132760.3,0,,,,,,,,,,,,,,,,,,,
 02/16  12:00:00,250027039.8,39659533.32,0,0,177591676.9,32775829.57,127575006,127575006,0,,,,,,,,,,,,,,,,,,,
 02/16  13:00:00,226652872.4,39659533.32,0,0,157859268.4,29134070.73,101725292.3,101725292.3,0,,,,,,,,,,,,,,,,,,,
 02/16  14:00:00,250027039.8,39659533.32,0,0,177591676.9,32775829.57,79473858.44,79473858.44,0,,,,,,,,,,,,,,,,,,,
 02/16  15:00:00,250027039.8,39659533.32,0,0,177591676.9,32775829.57,70405776.75,70405776.75,0,,,,,,,,,,,,,,,,,,,
 02/16  16:00:00,250027039.8,39659533.32,0,0,177591676.9,32775829.57,71651924.85,71651924.85,0,,,,,,,,,,,,,,,,,,,
 02/16  17:00:00,250027039.8,39659533.32,0,0,177591676.9,32775829.57,89526378.72,89526378.72,0,,,,,,,,,,,,,,,,,,,
 02/16  18:00:00,107111747.9,6578486.916,0,0,59197225.64,14567035.36,123167388.2,123167388.2,0,,,,,,,,,,,,,,,,,,,
 02/16  19:00:00,63236356.96,7739389.57,0,0,19732408.55,3641758.841,147628515.1,147628515.1,0,,,,,,,,,,,,,,,,,,,
 02/16  20:00:00,67475590.31,11978622.92,0,0,19732408.55,3641758.841,228725349.3,228725349.3,0,,,,,,,,,,,,,,,,,,,
 02/16  21:00:00,65803544.48,10306577.09,0,0,19732408.55,3641758.841,199502214.4,199502214.4,0,,,,,,,,,,,,,,,,,,,
 02/16  22:00:00,69988238.6,14491271.21,0,0,19732408.55,3641758.841,278592101.6,278592101.6,0,,,,,,,,,,,,,,,,,,,
 02/16  23:00:00,67355857.21,11858889.82,0,0,19732408.55,3641758.841,230783343.8,230783343.8,0,,,,,,,,,,,,,,,,,,,
 02/16  24:00:00,71379534.09,15882566.7,0,0,19732408.55,3641758.841,306407000.7,306407000.7,0,,,,,,,,,,,,,,,,,,,
 02/17  01:00:00,68806010.98,13309043.59,0,0,19732408.55,3641758.841,255829065,255829065,0,,,,,,,,,,,,,,,,,,,
 02/17  02:00:00,73274636.37,17777668.98,0,0,19732408.55,3641758.841,349833318.4,349833318.4,0,,,,,,,,,,,,,,,,,,,
 02/17  03:00:00,69945184.55,14448217.16,0,0,19732408.55,3641758.841,307355079.2,307355079.2,0,,,,,,,,,,,,,,,,,,,
 02/17  04:00:00,74322510.29,18825542.9,0,0,19732408.55,3641758.841,409817126.9,409817126.9,0,,,,,,,,,,,,,,,,,,,
 02/17  05:00:00,70813946.51,15316979.13,0,0,19732408.55,3641758.841,359589008.2,359589008.2,0,,,,,,,,,,,,,,,,,,,
 02/17  06:00:00,75209054.4,19712087.01,0,0,19732408.55,3641758.841,458255449.1,458255449.1,0,,,,,,,,,,,,,,,,,,,
 02/17  07:00:00,85256621.32,40467253.93,0,0,19732408.55,3641758.841,570100143.8,570100143.8,0,,,,,,,,,,,,,,,,,,,
 02/17  08:00:00,137605682.3,40467253.93,0,0,78929634.19,18208794.21,478381126.3,478381126.3,0,,,,,,,,,,,,,,,,,,,
 02/17  09:00:00,207369657,40108726.42,0,0,138126859.8,29134070.73,332513984.9,332513984.9,0,,,,,,,,,,,,,,,,,,,
 02/17  10:00:00,249893108.8,39525602.36,0,0,177591676.9,32775829.57,231829619.6,231829619.6,0,,,,,,,,,,,,,,,,,,,
 02/17  11:00:00,250027039.8,39659533.32,0,0,177591676.9,32775829.57,165057449.7,165057449.7,0,,,,,,,,,,,,,,,,,,,
 02/17  12:00:00,250027039.8,39659533.32,0,0,177591676.9,32775829.57,110904226.4,110904226.4,0,,,,,,,,,,,,,,,,,,,
 02/17  13:00:00,226652872.4,39659533.32,0,0,157859268.4,29134070.73,79460234.25,79460234.25,0,,,,,,,,,,,,,,,,,,,
 02/17  14:00:00,250027039.8,39659533.32,0,0,177591676.9,32775829.57,48647412.89,48647412.89,0,,,,,,,,,,,,,,,,,,,
 02/17  15:00:00,250027039.8,39659533.32,0,0,177591676.9,32775829.57,34731987.31,34731987.31,0,,,,,,,,,,,,,,,,,,,
 02/17  16:00:00,250027039.8,39659533.32,0,0,177591676.9,32775829.57,34895140.65,34895140.65,0,,,,,,,,,,,,,,,,,,,
 02/17  17:00:00,250027039.8,39659533.32,0,0,177591676.9,32775829.57,60551688.04,60551688.04,0,,,,,,,,,,,,,,,,,,,
 02/17  18:00:00,100937131.3,5757670.256,0,0,59197225.64,14567035.36,107766192.8,107766192.8,0,,,,,,,,,,,,,,,,,,,
 02/17  19:00:00,63028397.58,7531430.192,0,0,19732408.55,3641758.841,143877651.8,143877651.8,0,,,,,,,,,,,,,,,,,,,
 02/17  20:00:00,67548181.62,12051214.23,0,0,19732408.55,3641758.841,230277858.2,230277858.2,0,,,,,,,,,,,,,,,,,,,
 02/17  21:00:00,65651469.92,10154502.54,0,0,19732408.55,3641758.841,196671464.3,196671464.3,0,,,,,,,,,,,,,,,,,,,
 02/17  22:00:00,69112067.67,13615100.28,0,0,19732408.55,3641758.841,261513744.4,261513744.4,0,,,,,,,,,,,,,,,,,,,
 02/17  23:00:00,66288132.08,10791164.69,0,0,19732408.55,3641758.841,209784466.3,209784466.3,0,,,,,,,,,,,,,,,,,,,
 02/17  24:00:00,69694500.6,14197533.22,0,0,19732408.55,3641758.841,273362386.5,273362386.5,0,,,,,,,,,,,,,,,,,,,
 02/18  01:00:00,66518775.22,11021807.83,0,0,19732408.55,3641758.841,214760536.1,214760536.1,0,,,,,,,,,,,,,,,,,,,
 02/18  02:00:00,69353203.02,13856235.63,0,0,19732408.55,3641758.841,267002460.5,267002460.5,0,,,,,,,,,,,,,,,,,,,
 02/18  03:00:00,65746961.65,10249994.26,0,0,19732408.55,3641758.841,199902383.7,199902383.7,0,,,,,,,,,,,,,,,,,,,
 02/18  04:00:00,68142920.27,12645952.89,0,0,19732408.55,3641758.841,243612661.5,243612661.5,0,,,,,,,,,,,,,,,,,,,
 02/18  05:00:00,65115851.6,9618884.212,0,0,19732408.55,3641758.841,187705188.7,187705188.7,0,,,,,,,,,,,,,,,,,,,
 02/18  06:00:00,67642554.94,12145587.55,0,0,19732408.55,3641758.841,234132757.8,234132757.8,0,,,,,,,,,,,,,,,,,,,
 02/18  07:00:00,53905782.41,9116415.023,0,0,19732408.55,3641758.841,178259922.3,178259922.3,0,,,,,,,,,,,,,,,,,,,
 02/18  08:00:00,63033700.71,39659533.32,0,0,19732408.55,3641758.841,292264754.8,292264754.8,0,,,,,,,,,,,,,,,,,,,
 02/18  09:00:00,66675459.55,39659533.32,0,0,19732408.55,7283517.682,230448439,230448439,0,,,,,,,,,,,,,,,,,,,
 02/18  10:00:00,101584349.2,39659533.32,0,0,47357780.51,14567035.36,187982053.7,187982053.7,0,,,,,,,,,,,,,,,,,,,
 02/18  11:00:00,101584349.2,39659533.32,0,0,47357780.51,14567035.36,154108214.7,154108214.7,0,,,,,,,,,,,,,,,,,,,
 02/18  12:00:00,101584349.2,39659533.32,0,0,47357780.51,14567035.36,145448292.9,145448292.9,0,,,,,,,,,,,,,,,,,,,
 02/18  13:00:00,63033700.71,39659533.32,0,0,19732408.55,3641758.841,180304993.3,180304993.3,0,,,,,,,,,,,,,,,,,,,
 02/18  14:00:00,63033700.71,39659533.32,0,0,19732408.55,3641758.841,197404708.4,197404708.4,0,,,,,,,,,,,,,,,,,,,
 02/18  15:00:00,63033700.71,39659533.32,0,0,19732408.55,3641758.841,202711733.7,202711733.7,0,,,,,,,,,,,,,,,,,,,
 02/18  16:00:00,63033700.71,39659533.32,0,0,19732408.55,3641758.841,203216858.5,203216858.5,0,,,,,,,,,,,,,,,,,,,
 02/18  17:00:00,31638922.02,8264754.634,0,0,19732408.55,3641758.841,156794676.6,156794676.6,0,,,,,,,,,,,,,,,,,,,
 02/18  18:00:00,52149229.41,7359862.022,0,0,19732408.55,3641758.841,141493282.8,141493282.8,0,,,,,,,,,,,,,,,,,,,
 02/18  19:00:00,65688163.69,10191196.3,0,0,19732408.55,3641758.841,196522115.7,196522115.7,0,,,,,,,,,,,,,,,,,,,
 02/18  20:00:00,63327156.67,7830189.282,0,0,19732408.55,3641758.841,151598818.3,151598818.3,0,,,,,,,,,,,,,,,,,,,
 02/18  21:00:00,66073685.2,10576717.81,0,0,19732408.55,3641758.841,204759808.5,204759808.5,0,,,,,,,,,,,,,,,,,,,
 02/18  22:00:00,63496143.34,7999175.955,0,0,19732408.55,3641758.841,155280470.5,155280470.5,0,,,,,,,,,,,,,,,,,,,
 02/18  23:00:00,66269189.55,10772222.16,0,0,19732408.55,3641758.841,208889598,208889598,0,,,,,,,,,,,,,,,,,,,
 02/18  24:00:00,63671144.15,8174176.758,0,0,19732408.55,3641758.841,158887720.5,158887720.5,0,,,,,,,,,,,,,,,,,,,
 02/19  01:00:00,67059885.99,11562918.6,0,0,19732408.55,3641758.841,224718527.1,224718527.1,0,,,,,,,,,,,,,,,,,,,
 02/19  02:00:00,64479585.48,8982618.092,0,0,19732408.55,3641758.841,174851036.7,174851036.7,0,,,,,,,,,,,,,,,,,,,
 02/19  03:00:00,68016081.33,12519113.94,0,0,19732408.55,3641758.841,243732017.8,243732017.8,0,,,,,,,,,,,,,,,,,,,
 02/19  04:00:00,65290573.16,9793605.776,0,0,19732408.55,3641758.841,190889979.1,190889979.1,0,,,,,,,,,,,,,,,,,,,
 02/19  05:00:00,68879236.09,13382268.7,0,0,19732408.55,3641758.841,260836872.1,260836872.1,0,,,,,,,,,,,,,,,,,,,
 02/19  06:00:00,65794143.02,10297175.63,0,0,19732408.55,3641758.841,200654540.7,200654540.7,0,,,,,,,,,,,,,,,,,,,
 02/19  07:00:00,58387544.38,13598176.99,0,0,19732408.55,3641758.841,264880789.3,264880789.3,0,,,,,,,,,,,,,,,,,,,
 02/19  08:00:00,33458326.71,10084159.32,0,0,19732408.55,3641758.841,196229039.9,196229039.9,0,,,,,,,,,,,,,,,,,,,
 02/19  09:00:00,36437592.62,13063425.23,0,0,19732408.55,3641758.841,254172022.9,254172022.9,0,,,,,,,,,,,,,,,,,,,
 02/19  10:00:00,32746790.63,9372623.246,0,0,19732408.55,3641758.841,182349248.1,182349248.1,0,,,,,,,,,,,,,,,,,,,
 02/19  11:00:00,34980160.15,11605992.77,0,0,19732408.55,3641758.841,225516207.6,225516207.6,0,,,,,,,,,,,,,,,,,,,
 02/19  12:00:00,31412388.03,8038220.642,0,0,19732408.55,3641758.841,156256169.4,156256169.4,0,,,,,,,,,,,,,,,,,,,
 02/19  13:00:00,33475960.3,10101792.91,0,0,19732408.55,3641758.841,195829482.8,195829482.8,0,,,,,,,,,,,,,,,,,,,
 02/19  14:00:00,30440956.36,7066788.974,0,0,19732408.55,3641758.841,136547839.7,136547839.7,0,,,,,,,,,,,,,,,,,,,
 02/19  15:00:00,32127415.53,8753248.138,0,0,19732408.55,3641758.841,168269761.2,168269761.2,0,,,,,,,,,,,,,,,,,,,
 02/19  16:00:00,29921874.43,6547707.041,0,0,19732408.55,3641758.841,125836732.7,125836732.7,0,,,,,,,,,,,,,,,,,,,
 02/19  17:00:00,33168594.81,9794427.421,0,0,19732408.55,3641758.841,188137472.1,188137472.1,0,,,,,,,,,,,,,,,,,,,
 02/19  18:00:00,53330257.17,8540889.78,0,0,19732408.55,3641758.841,165064321.7,165064321.7,0,,,,,,,,,,,,,,,,,,,
 02/19  19:00:00,68835960.55,13338993.16,0,0,19732408.55,3641758.841,258534196.2,258534196.2,0,,,,,,,,,,,,,,,,,,,
 02/19  20:00:00,66654791.02,11157823.64,0,0,19732408.55,3641758.841,216692526.1,216692526.1,0,,,,,,,,,,,,,,,,,,,
 02/19  21:00:00,71289094.99,15792127.6,0,0,19732408.55,3641758.841,306926266.5,306926266.5,0,,,,,,,,,,,,,,,,,,,
 02/19  22:00:00,67889714.79,12392747.41,0,0,19732408.55,3641758.841,240877682,240877682,0,,,,,,,,,,,,,,,,,,,
 02/19  23:00:00,73240800.51,17743833.12,0,0,19732408.55,3641758.841,336458395,336458395,0,,,,,,,,,,,,,,,,,,,
 02/19  24:00:00,69165726.47,13668759.09,0,0,19732408.55,3641758.841,264824805.7,264824805.7,0,,,,,,,,,,,,,,,,,,,
 02/20  01:00:00,73388778.6,17891811.21,0,0,19732408.55,3641758.841,357089561.6,357089561.6,0,,,,,,,,,,,,,,,,,,,
 02/20  02:00:00,69403410.87,13906443.48,0,0,19732408.55,3641758.841,288739082.6,288739082.6,0,,,,,,,,,,,,,,,,,,,
 02/20  03:00:00,73916769.73,18419802.34,0,0,19732408.55,3641758.841,390690811.6,390690811.6,0,,,,,,,,,,,,,,,,,,,
 02/20  04:00:00,69960275.01,14463307.63,0,0,19732408.55,3641758.841,325571287,325571287,0,,,,,,,,,,,,,,,,,,,
 02/20  05:00:00,74595005.77,19098038.38,0,0,19732408.55,3641758.841,427760006.2,427760006.2,0,,,,,,,,,,,,,,,,,,,
 02/20  06:00:00,70417241.88,14920274.49,0,0,19732408.55,3641758.841,357466323.4,357466323.4,0,,,,,,,,,,,,,,,,,,,
 02/20  07:00:00,64307001.29,19517633.9,0,0,19732408.55,3641758.841,451637721.7,451637721.7,0,,,,,,,,,,,,,,,,,,,
 02/20  08:00:00,37788551.62,14414384.23,0,0,19732408.55,3641758.841,337152163.4,337152163.4,0,,,,,,,,,,,,,,,,,,,
 02/20  09:00:00,40253612.97,16879445.58,0,0,19732408.55,3641758.841,349340448.1,349340448.1,0,,,,,,,,,,,,,,,,,,,
 02/20  10:00:00,33577271.38,10203103.99,0,0,19732408.55,3641758.841,193762935.3,193762935.3,0,,,,,,,,,,,,,,,,,,,
 02/20  11:00:00,33829621.15,10455453.76,0,0,19732408.55,3641758.841,202536593.1,202536593.1,0,,,,,,,,,,,,,,,,,,,
 02/20  12:00:00,29739371.47,6365204.087,0,0,19732408.55,3641758.841,123146764,123146764,0,,,,,,,,,,,,,,,,,,,
 02/20  13:00:00,30237536.93,6863369.539,0,0,19732408.55,3641758.841,132247706.1,132247706.1,0,,,,,,,,,,,,,,,,,,,
 02/20  14:00:00,27699182.32,4325014.933,0,0,19732408.55,3641758.841,83854104.86,83854104.86,0,,,,,,,,,,,,,,,,,,,
 02/20  15:00:00,28870587.76,5496420.375,0,0,19732408.55,3641758.841,106048886.6,106048886.6,0,,,,,,,,,,,,,,,,,,,
 02/20  16:00:00,27737748.76,4363581.367,0,0,19732408.55,3641758.841,84579357.82,84579357.82,0,,,,,,,,,,,,,,,,,,,
 02/20  17:00:00,30292257.31,6918089.926,0,0,19732408.55,3641758.841,134223457.3,134223457.3,0,,,,,,,,,,,,,,,,,,,
 02/20  18:00:00,51271125.94,6481758.55,0,0,19732408.55,3641758.841,126071059.7,126071059.7,0,,,,,,,,,,,,,,,,,,,
 02/20  19:00:00,65504028.45,10007061.06,0,0,19732408.55,3641758.841,194076549,194076549,0,,,,,,,,,,,,,,,,,,,
 02/20  20:00:00,63513106.32,8016138.936,0,0,19732408.55,3641758.841,155751110.5,155751110.5,0,,,,,,,,,,,,,,,,,,,
 02/20  21:00:00,66390159.91,10893192.53,0,0,19732408.55,3641758.841,211323369.1,211323369.1,0,,,,,,,,,,,,,,,,,,,
 02/20  22:00:00,64003452.63,8506485.245,0,0,19732408.55,3641758.841,165333206.9,165333206.9,0,,,,,,,,,,,,,,,,,,,
 02/20  23:00:00,67516431.28,12019463.9,0,0,19732408.55,3641758.841,233319963.3,233319963.3,0,,,,,,,,,,,,,,,,,,,
 02/20  24:00:00,64539582.92,9042615.534,0,0,19732408.55,3641758.841,175794519.7,175794519.7,0,,,,,,,,,,,,,,,,,,,
 02/21  01:00:00,67402299.06,11905331.67,0,0,19732408.55,3641758.841,231212926.2,231212926.2,0,,,,,,,,,,,,,,,,,,,
 02/21  02:00:00,64471539.4,8974572.012,0,0,19732408.55,3641758.841,174547116.5,174547116.5,0,,,,,,,,,,,,,,,,,,,
 02/21  03:00:00,67802471.06,12305503.68,0,0,19732408.55,3641758.841,239030436.7,239030436.7,0,,,,,,,,,,,,,,,,,,,
 02/21  04:00:00,64950873.2,9453905.816,0,0,19732408.55,3641758.841,183825367.8,183825367.8,0,,,,,,,,,,,,,,,,,,,
 02/21  05:00:00,68336106.21,12839138.82,0,0,19732408.55,3641758.841,249500072.9,249500072.9,0,,,,,,,,,,,,,,,,,,,
 02/21  06:00:00,65447806.28,9950838.897,0,0,19732408.55,3641758.841,193537758,193537758,0,,,,,,,,,,,,,,,,,,,
 02/21  07:00:00,84448900.71,39659533.32,0,0,19732408.55,3641758.841,343891027.1,343891027.1,0,,,,,,,,,,,,,,,,,,,
 02/21  08:00:00,136797961.7,39659533.32,0,0,78929634.19,18208794.21,266467263.4,266467263.4,0,,,,,,,,,,,,,,,,,,,
 02/21  09:00:00,206920463.9,39659533.32,0,0,138126859.8,29134070.73,199709572.1,199709572.1,0,,,,,,,,,,,,,,,,,,,
 02/21  10:00:00,250027039.8,39659533.32,0,0,177591676.9,32775829.57,127976527.4,127976527.4,0,,,,,,,,,,,,,,,,,,,
 02/21  11:00:00,250027039.8,39659533.32,0,0,177591676.9,32775829.57,83189302.47,83189302.47,0,,,,,,,,,,,,,,,,,,,
 02/21  12:00:00,250027039.8,39659533.32,0,0,177591676.9,32775829.57,52142021.34,52142021.34,0,,,,,,,,,,,,,,,,,,,
 02/21  13:00:00,226652872.4,39659533.32,0,0,157859268.4,29134070.73,40282567.01,40282567.01,0,,,,,,,,,,,,,,,,,,,
 02/21  14:00:00,250027039.8,39659533.32,0,0,177591676.9,32775829.57,33215060.62,33215060.62,0,,,,,,,,,,,,,,,,,,,
 02/21  15:00:00,250027039.8,39659533.32,0,0,177591676.9,32775829.57,61477167.37,61477167.37,0,,,,,,,,,,,,,,,,,,,
 02/21  16:00:00,250027039.8,39659533.32,0,0,177591676.9,32775829.57,109061321.4,109061321.4,0,,,,,,,,,,,,,,,,,,,
 02/21  17:00:00,250027039.8,39659533.32,0,0,177591676.9,32775829.57,134161120.2,134161120.2,0,,,,,,,,,,,,,,,,,,,
 02/21  18:00:00,102629445.1,7449984.054,0,0,59197225.64,14567035.36,140562725.5,140562725.5,0,,,,,,,,,,,,,,,,,,,
 02/21  19:00:00,63060971.72,7564004.337,0,0,19732408.55,3641758.841,144783996.9,144783996.9,0,,,,,,,,,,,,,,,,,,,
 02/21  20:00:00,66632219.16,11135251.77,0,0,19732408.55,3641758.841,214861562.2,214861562.2,0,,,,,,,,,,,,,,,,,,,
 02/21  21:00:00,64171526.93,8674559.547,0,0,19732408.55,3641758.841,167365988,167365988,0,,,,,,,,,,,,,,,,,,,
