Date/Time,Electricity:Facility [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly),Electricity:Facility [J](Monthly),Gas:Facility [J](Monthly),CO2:Facility [kg](Monthly),CO:Facility [kg](Monthly),CH4:Facility [kg](Monthly),NOx:Facility [kg](Monthly),N2O:Facility [kg](Monthly),SO2:Facility [kg](Monthly),PM:Facility [kg](Monthly),PM10:Facility [kg](Monthly),PM2.5:Facility [kg](Monthly),NH3:Facility [kg](Monthly),NMVOC:Facility [kg](Monthly),Hg:Facility [kg](Monthly),Pb:Facility [kg](Monthly),WaterEnvironmentalFactors:Facility [L](Monthly),Nuclear High:Facility [kg](Monthly),Nuclear Low:Facility [m3](Monthly),Carbon Equivalent:Facility [kg](Monthly) 
 01/01  01:00:00,48704043.5351105,7855722.11518173,0.0,0.0,6681021.5801592,20077200.,239407457.729474,220277207.34281,10803960.,8326290.38666423 
 01/01  02:00:00,34080433.5656532,0.0,0.0,0.0,2227007.1933864,18000000.,10875960.,0.0,10803960.,72000. 
 01/01  03:00:00,34147626.0700769,0.0,0.0,0.0,2227007.1933864,18000000.,12935367.3370585,0.0,10803960.,2131407.33705847 
 01/01  04:00:00,34190310.4435622,0.0,0.0,0.0,2227007.1933864,18000000.,10875960.,0.0,10803960.,72000. 
 01/01  05:00:00,34729570.9933486,0.0,0.0,0.0,2227007.1933864,18000000.,12935388.6721638,0.0,10803960.,2131428.6721638 
 01/01  06:00:00,49224119.9701344,7855722.11518173,0.0,0.0,6681021.5801592,20077200.,271435760.234328,255157820.234328,16205940.,72000. 
 01/01  07:00:00,101339650.015217,7855722.11518173,0.0,0.0,13362043.1603184,65077200.,283436028.266896,228562039.734107,48617820.,6256168.53278899 
 01/01  08:00:00,94330337.0044425,7855722.11518173,0.0,0.0,13362043.1603184,65077200.,293650223.938395,211765602.318882,75627720.,6256901.61951288 
 01/01  09:00:00,74053033.7335601,7855722.11518173,0.0,0.0,13362043.1603184,47077200.,264232313.035308,206016640.811324,54019800.,4195872.22398393 
 01/01  10:00:00,74087259.6642235,7855722.11518173,0.0,0.0,13362043.1603184,47077200.,248672852.831223,188394933.101385,54019800.,6258119.72983808 
 01/01  11:00:00,92078261.6548121,7855722.11518173,0.0,0.0,13362043.1603184,65077200.,297673044.118223,160144946.77286,118843560.,18684537.3453626 
 01/01  12:00:00,96257240.9634094,7855722.11518173,0.0,0.0,13362043.1603184,65077200.,296325189.642597,133861572.879591,145853460.,16610156.7630066 
 01/01  13:00:00,92885794.9476292,7855722.11518173,0.0,0.0,13362043.1603184,65077200.,261091979.77155,118977086.42665,129647520.,12467373.3449003 
 01/01  14:00:00,92168945.8352372,7855722.11518173,0.0,0.0,13362043.1603184,65077200.,240235379.250177,112258577.943191,113441580.,14535221.3069852 
 01/01  15:00:00,74178293.6785549,7855722.11518173,0.0,0.0,13362043.1603184,47077200.,205323715.094427,119303034.100606,75627720.,10392960.993821 
 01/01  16:00:00,74131327.5065308,7855722.11518173,0.0,0.0,13362043.1603184,47077200.,204365811.576261,123745974.362316,70225740.,10394097.2139451 
 01/01  17:00:00,80676893.3907841,7855722.11518173,0.0,0.0,13362043.1603184,47077200.,218342621.34773,124855611.49251,81029700.,12457309.8552203 
 01/01  18:00:00,100963331.868241,7855722.11518173,0.0,0.0,13362043.1603184,65077200.,224843633.405446,120542606.051821,91833660.,12467367.3536247 
 01/01  19:00:00,100971085.384925,7855722.11518173,0.0,0.0,13362043.1603184,65077200.,227060467.998983,118610652.331292,91833660.,16616155.6676914 
 01/01  20:00:00,101492376.321946,7855722.11518173,0.0,0.0,13362043.1603184,65077200.,224707782.489847,114196694.263773,91833660.,18677428.2260743 
 01/01  21:00:00,83449848.5434155,7855722.11518173,0.0,0.0,13362043.1603184,47077200.,213789993.054851,120293465.374313,81029700.,12466827.6805376 
 01/01  22:00:00,83216481.7168892,7855722.11518173,0.0,0.0,13362043.1603184,47077200.,215482863.293752,121175241.060312,75627720.,18679902.2334398 
 01/01  23:00:00,82842134.1984174,7855722.11518173,0.0,0.0,13362043.1603184,47077200.,205433349.623481,128143474.402695,64823760.,12466115.2207854 
 01/01  24:00:00,87156856.9103485,7855722.11518173,0.0,0.0,13362043.1603184,47077200.,158376772.711138,139250816.469677,10803960.,8321996.24146105 
 01/02  01:00:00,49421951.9381929,7855722.11518173,0.0,0.0,6681021.5801592,20077200.,191480346.135228,174418015.716371,10803960.,6258370.41885609 
 01/02  02:00:00,34132367.5959448,0.0,0.0,0.0,2227007.1933864,18000000.,12935486.8116791,0.0,10803960.,2131526.81167915 
 01/02  03:00:00,34219153.9585339,0.0,0.0,0.0,2227007.1933864,18000000.,10875960.,0.0,10803960.,72000. 
 01/02  04:00:00,34264718.6574975,0.0,0.0,0.0,2227007.1933864,18000000.,12935321.8058989,0.0,10803960.,2131361.8058989 
 01/02  05:00:00,34809956.7192943,0.0,0.0,0.0,2227007.1933864,18000000.,10875960.,0.0,10803960.,72000. 
 01/02  06:00:00,49260911.5585928,7855722.11518173,0.0,0.0,6681021.5801592,20077200.,186154340.634637,167817017.431742,16205940.,2131383.20289402 
 01/02  07:00:00,101374642.89443,7855722.11518173,0.0,0.0,13362043.1603184,65077200.,193629668.155398,138755138.828423,48617820.,6256709.32697558 
