Date/Time,Electricity:Facility [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly),Electricity:Facility [J](Monthly),Gas:Facility [J](Monthly),CO2:Facility [kg](Monthly),CO:Facility [kg](Monthly),CH4:Facility [kg](Monthly),NOx:Facility [kg](Monthly),N2O:Facility [kg](Monthly),SO2:Facility [kg](Monthly),PM:Facility [kg](Monthly),PM10:Facility [kg](Monthly),PM2.5:Facility [kg](Monthly),NH3:Facility [kg](Monthly),NMVOC:Facility [kg](Monthly),Hg:Facility [kg](Monthly),Pb:Facility [kg](Monthly),WaterEnvironmentalFactors:Facility [L](Monthly),Nuclear High:Facility [kg](Monthly),Nuclear Low:Facility [m3](Monthly),Carbon Equivalent:Facility [kg](Monthly) 
 01/01  01:00:00,1683680942.26493,346962401.40602,240158405.445816,0.0,125861959.542024,407926009.778861,2691839301.96194,2639986241.73323,20392811.859456,31460248.3692568 
 01/01  02:00:00,1577913602.41919,346962401.40602,95278264.6682204,0.0,125861959.542024,407926009.778861,3181895157.42645,3098632482.7332,20392811.859456,62869862.8337928 
 01/01  03:00:00,1594059789.76007,346962401.40602,117708311.595466,0.0,125861959.542024,407926009.778861,3144138795.11568,3060876809.33598,20392811.859456,62869173.9202454 
 01/01  04:00:00,1597824504.94191,346962401.40602,124385195.460166,0.0,125861959.542024,407926009.778861,3148104791.41919,3064843679.96268,20392811.859456,62868299.5970539 
 01/01  05:00:00,1643160437.35795,346962401.40602,138259174.526393,0.0,160177558.760726,407926009.778861,3103598184.00761,3020337990.67575,20392811.859456,62867381.4724048 
 01/01  06:00:00,1649497172.21023,346962401.40602,145642228.59756,0.0,160177558.760726,407926009.778861,3134916105.96365,3021067622.23884,50982029.64864,62866454.0761701 
 01/01  07:00:00,1923787370.93952,346962401.40602,152943879.766895,0.0,194493157.979429,636801372.871517,2974086744.05405,2809256527.67848,101964059.29728,62866157.0782885 
 01/01  08:00:00,1916171421.72596,346962401.40602,167343632.571046,0.0,194493157.979429,663791564.052317,3002108627.47512,2786297954.95922,152946088.94592,62864583.569988 
 01/01  09:00:00,2215657000.18122,346962401.40602,197859396.494526,0.0,234566119.474697,792155392.23672,2876824934.50545,2578131143.31038,203928118.59456,94765672.6005057 
 01/01  10:00:00,2242663188.42533,346962401.40602,253706322.558957,0.0,234566119.474697,765165201.05592,2591500783.48919,2343281210.96583,152946088.94592,95273483.57744 
 01/01  11:00:00,2308084349.69015,346962401.40602,310345982.551116,0.0,234566119.474697,792155392.23672,2498775344.97937,2116144815.03658,254910148.2432,127720381.699591 
 01/01  12:00:00,2342247542.00293,346962401.40602,362817593.262974,0.0,234566119.474697,792155392.23672,2307827073.81688,1925209691.39217,254910148.2432,127707234.181505 
 01/01  13:00:00,2392639672.31076,346962401.40602,431000457.642623,0.0,234566119.474697,792155392.23672,2195865108.6255,1813261460.33982,254910148.2432,127693500.042472 
 01/01  14:00:00,2445284670.03699,346962401.40602,517240534.404011,0.0,234566119.474697,765165201.05592,2058977722.67449,1727369838.9812,203928118.59456,127679765.098721 
 01/01  15:00:00,2475935920.81504,346962401.40602,554690207.30968,0.0,234566119.474697,765165201.05592,1956542052.1821,1675929898.8758,152946088.94592,127666064.360386 
 01/01  16:00:00,2469222140.63047,346962401.40602,561807593.781226,0.0,234566119.474697,765165201.05592,1972190668.0773,1672453447.62419,203928118.59456,95809101.8585565 
 01/01  17:00:00,2420031526.95549,346962401.40602,567900575.220523,0.0,234566119.474697,792155392.23672,2107696789.76609,1674063573.98364,305892177.89184,127741037.89061 
 01/01  18:00:00,2244299916.71812,346962401.40602,547746075.985101,0.0,194493157.979429,663791564.052317,2159071054.46645,1726178258.28021,305892177.89184,127000618.294396 
 01/01  19:00:00,2085519136.62469,346962401.40602,500109237.376269,0.0,160177558.760726,588435533.523734,2221406755.1598,1871614675.26226,305892177.89184,43899902.0057018 
 01/01  20:00:00,2071189708.26447,346962401.40602,519628773.732648,0.0,160177558.760726,561445342.342935,2098629964.35684,1844283983.6307,203928118.59456,50417862.1315831 
 01/01  21:00:00,1924135884.83412,346962401.40602,502073836.358545,0.0,160177558.760726,448411296.550061,2189440526.24919,1922642231.04933,203928118.59456,62870176.6053011 
 01/01  22:00:00,1919998557.71121,346962401.40602,503550742.40681,0.0,160177558.760726,448411296.550061,2123590732.61896,1907775701.21027,152946088.94592,62868942.462771 
 01/01  23:00:00,1864337414.13551,346962401.40602,483523018.271908,0.0,125861959.542024,448411296.550061,2118901061.16087,1954069013.39109,101964059.29728,62867988.4724915 
 01/01  24:00:00,1851358792.45545,346962401.40602,457209671.166129,0.0,125861959.542024,448411296.550061,2090438944.62644,1976589863.50083,50982029.64864,62867051.4769732 
 01/02  01:00:00,1809052448.98786,346962401.40602,415741580.850317,0.0,165934921.037292,407926009.778861,2192526264.62865,2109266379.54912,20392811.859456,62867073.2200724 
 01/02  02:00:00,1800747899.15022,346962401.40602,408782086.127713,0.0,165934921.037292,407926009.778861,2243133639.05875,2159873839.011,20392811.859456,62866988.1882982 
 01/02  03:00:00,1807928739.07463,346962401.40602,410408249.75918,0.0,165934921.037292,407926009.778861,2249857885.22276,2166598672.97795,20392811.859456,62866400.3853494 
