Date/Time,Electricity:Facility [J](Hourly),Fans:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),Heating:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),InteriorEquipment:Gas [J](Hourly),Water Heater:WaterSystems:Gas [J](Hourly),Electricity:Facility [J](Monthly),Gas:Facility [J](Monthly),CO2:Facility [kg](Monthly),CO:Facility [kg](Monthly),CH4:Facility [kg](Monthly),NOx:Facility [kg](Monthly),N2O:Facility [kg](Monthly),SO2:Facility [kg](Monthly),PM:Facility [kg](Monthly),PM10:Facility [kg](Monthly),PM2.5:Facility [kg](Monthly),NH3:Facility [kg](Monthly),NMVOC:Facility [kg](Monthly),Hg:Facility [kg](Monthly),Pb:Facility [kg](Monthly),WaterEnvironmentalFactors:Facility [L](Monthly),Nuclear High:Facility [kg](Monthly),Nuclear Low:Facility [m3](Monthly),Carbon Equivalent:Facility [kg](Monthly) 
 01/02  01:00:00,296420137.349924,85733043.746657,7357554.13663641,26344282.867798,14840751.9401142,57560002.1241495,170208247.995006,159438018.490863,10698229.5041434,72000. 
 01/02  02:00:00,283923207.104877,69566870.0540323,3252607.15062562,30463872.2714774,14840751.9401142,57560002.1241495,141014472.73506,130244243.230917,10698229.5041434,72000. 
 01/02  03:00:00,332866968.014935,86958587.5675404,4859078.96752485,43944244.7191539,14840751.9401142,57560002.1241495,176067470.020549,165297240.516405,10698229.5041434,72000. 
 01/02  04:00:00,293271033.654233,69566870.0540323,3569356.88571639,38817986.905095,14840751.9401142,57560002.1241495,144916892.656162,134146663.152019,10698229.5041434,72000. 
 01/02  05:00:00,425259434.368566,102818375.304944,10547254.9103234,41674983.4711521,44522255.8203425,89788949.5058732,208217490.945092,190315108.438186,17830382.5069056,72000. 
 01/02  06:00:00,516321443.625036,101342030.786576,18963114.5171054,130707559.972388,44522255.8203425,89788949.5058732,337503326.459442,319600943.952536,17830382.5069056,72000. 
 01/02  07:00:00,742226687.416799,104617626.044049,30066467.1046629,124079278.993863,89044511.6406851,254590425.297461,389474957.1494,353742192.135589,35660765.0138112,72000. 
 01/02  08:00:00,793753451.363605,104856178.034138,33855057.4741543,88908357.3884424,133566767.461028,332617458.264494,360945537.964618,325212772.950807,35660765.0138112,72000. 
 01/02  09:00:00,800937945.333157,104943628.954558,36078429.5108623,77434734.8239022,133566767.461028,375965809.912845,345822739.677048,310089974.663237,35660765.0138112,72000. 
 01/02  10:00:00,833689872.076834,105034983.060878,38806458.1893893,68142566.4585948,133566767.461028,419314161.561197,361031670.644358,294297315.662135,35660765.0138112,31073589.9684115 
 01/02  11:00:00,828717169.660726,105125435.590707,42469002.6548747,60299142.3370165,133566767.461028,419314161.561197,311883811.935184,276151046.921373,35660765.0138112,72000. 
 01/02  12:00:00,823868277.249688,105262162.184023,44513064.6337216,53135042.233514,133566767.461028,419314161.561197,327725759.970651,260959262.099393,35660765.0138112,31105732.8574467 
 01/02  13:00:00,775185482.022179,105416771.097887,44812801.7307334,47278391.3958555,133566767.461028,375965809.912845,289449082.011851,253716316.99804,35660765.0138112,72000. 
 01/02  14:00:00,789232230.002696,105535541.495046,41388749.2753527,43850241.4110136,133566767.461028,419314161.561197,326854808.965196,260087775.982437,35660765.0138112,31106267.9689481 
 01/02  15:00:00,775639523.428711,105617628.61746,37698198.67932,41921476.2826742,133566767.461028,419314161.561197,340176730.205344,273417245.875714,35660765.0138112,31098719.3158187 
 01/02  16:00:00,774684024.754704,105691956.395919,39499857.6416436,40325824.5267207,133566767.461028,419314161.561197,303347081.24516,267614316.231348,35660765.0138112,72000. 
 01/02  17:00:00,806779909.042763,105738685.527537,41434196.5924819,40220780.0573333,133566767.461028,419314161.561197,325387602.893598,258653924.17277,35660765.0138112,31072913.7070169 
 01/02  18:00:00,825317110.50658,105768850.99785,38995453.9535131,40591539.6006514,133566767.461028,419314161.561197,301878053.26089,266145288.247079,35660765.0138112,72000. 
 01/02  19:00:00,464726653.747422,99243872.4940342,23407783.2592305,126666.673544739,89044511.6406851,171283850.604774,157338039.994241,139435657.487335,17830382.5069056,72000. 
 01/02  20:00:00,469142904.769588,100775802.270139,23789377.9477251,746423.412512482,89044511.6406851,171283850.604774,156686825.827753,138784443.320847,17830382.5069056,72000. 
 01/02  21:00:00,381463463.533759,96690656.2005271,23570653.2863848,1371407.01664282,44522255.8203425,139281128.075122,174936079.889781,164165850.385638,10698229.5041434,72000. 
 01/02  22:00:00,319633735.807245,82975570.1496693,21254120.1395257,4795306.10955091,44522255.8203425,97440485.640633,153523977.839099,142753748.334956,10698229.5041434,72000. 
 01/02  23:00:00,219143338.744064,63439150.9496152,14280519.2385876,0.0,14840751.9401142,57560002.1241495,131355046.109803,120584816.60566,10698229.5041434,72000. 
 01/02  24:00:00,270792504.16118,85426657.7914361,14904318.0049175,18279325.1071921,14840751.9401142,57560002.1241495,166188904.300906,155418674.796762,10698229.5041434,72000. 
 01/03  01:00:00,257260842.285322,71098799.8301366,11324239.2323979,29471371.4756707,14840751.9401142,57560002.1241495,168446797.667818,126788036.983771,10698229.5041434,30960531.1799037 
 01/03  02:00:00,279032715.311851,85426657.7914361,14292001.5777234,27982080.084294,14840751.9401142,57560002.1241495,171816849.334419,161046619.830275,10698229.5041434,72000. 
 01/03  03:00:00,267058223.723946,71098799.8301366,11682399.624859,39640093.2333713,14840751.9401142,57560002.1241495,141596911.415436,130826681.911292,10698229.5041434,72000. 
