FullServiceRest,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),hospital,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),LargeHotel,Cooling:Electricity [J](Hourly),Gas:Facility [J](Hourly),LargeOffice,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),MediumOffice,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),MitriseAppartment,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),OutPatient,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),PrimarySchool,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),QuickServiceRest,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),SecondSchool,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),SmallHotel,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),SmallOffice,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),Stand-aloneRetail,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),StripMall,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),SuperMarket,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),WareHouse,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly)
29319866.11,0,29319866.11,3491326196,2743791661,747534534.5,2589671451,1187098567,1402572884,438429642.1,343472588,94957054.07,15565530.93,15565530.93,0,45643515.3,306724.537,45336790.77,473415124.2,107063204.3,366351919.9,90441620.97,14233360.52,76208260.45,8972263.806,0,8972263.806,848089543.4,218036843,630052700.3,45733209.43,44598870.04,1134339.392,415383.2909,415383.2909,0,122636124.1,0,122636124.1,144940051.5,0,144940051.5,302663453.9,77477.63865,302585976.2,15604013.97,0,15604013.97
21845116.57,17902.15831,21827214.41,3469587113,2755501656,714085456.9,2391589734,1185928513,1205661221,664195535.6,639705379,24490156.59,25101825.36,25101825.36,0,34298965.31,537401.9592,33761563.35,471604850,113900361.5,357704488.6,73771779.69,24917088.17,48854691.52,1690239.835,0,1690239.835,760887792.3,372954496.8,387933295.6,42123655.04,39709130.17,2414524.864,1492703.308,1492703.308,0,50366530.58,0,50366530.58,62550335.68,0,62550335.68,234881729.8,99003.44593,234782726.4,9564387.108,0,9564387.108
35395.24105,35395.24105,0,3447842725,2751041504,696801221.6,2165422386,1172470994,992951391.5,865913994.6,854987067.4,10926927.18,30090518.22,30090518.22,0,27557084.55,665036.69,26892047.86,504800586.3,155212891.9,349587694.3,31002768.89,31002768.89,0,18725.8708,18725.8708,0,710003434.5,503667177.5,206336257,39799094.42,39063408.73,735685.6907,2539440.511,2539440.511,0,4602489.345,0,4602489.345,4156880.945,0,4156880.945,177070205,95057.15066,176975147.8,5361270.15,0,5361270.15
39766.18763,12351.99165,27414.19598,3430339707,2750483482,679856225.1,2200485055,1210761074,989723981.1,964806599.2,952803001.3,12003597.94,32507771.61,32507771.61,0,22204541.58,669206.1185,21535335.46,549266787.9,204619635.3,344647152.6,34992561.27,34992561.27,0,4854.755713,4854.755713,0,756042367.7,602319089.4,153723278.2,42255979.99,40194498.2,2061481.796,2388182.783,2388182.783,0,2829.836387,0,2829.836387,26648.77894,26648.77894,0,146124996.9,67066.92333,146057930,3936136.647,0,3936136.647
105006.7575,6563.620525,98443.13694,3421597431,2753122584,668474846.3,2145863468,1212236246,933627222.6,1101872856,1097867982,4004873.624,35971539.32,35971539.32,0,17692473.68,868552.4826,16823921.2,566008262.2,227809881.5,338198380.7,54874534.66,40537310.59,14337224.07,0,0,0,820303829.6,710107981.3,110195848.4,41620963.61,41589431.13,31532.47916,3691344.794,3691344.794,0,1638863.499,1637894.363,969.1352389,1708879.146,1708879.146,0,117813309,57949.38565,117755359.6,163366.7516,0,163366.7516
223601.9222,0,223601.9222,3388824790,2747267455,641557335,2136311504,1207983447,928328057.4,1334308498,1334231017,77480.9549,43277233.31,43277233.31,0,8589640.934,1011903.458,7577737.476,543227838.6,211205122.7,332022715.9,58426691.35,52246465.15,6180226.195,97110.00755,0,97110.00755,950395800.1,944455981.7,5939818.386,43165690.72,43165690.72,0,4657198.628,4657198.628,0,1940354.016,1940354.016,0,2058365.029,2058365.029,0,78099887.97,71620.14734,78028267.82,0,0,0
86399.36829,7317.69262,79081.67567,3384079708,2751965514,632114193.4,2147113094,1211781162,935331931.7,1272388379,1272388379,0,37172704.06,37172704.06,0,7303068.248,1028929.519,6274138.729,362080501.8,169132182.4,192948319.4,71106348.61,47638728.74,23467619.88,47862.66465,0,47862.66465,971756738.7,917023986.2,54732752.51,42916108.57,42916108.57,0,4981959.029,4981959.029,0,826163.1035,826163.1035,0,1177623.06,1177623.06,0,77894039.43,27466.94147,77866572.49,0,0,0
48228.53506,23049.02536,25179.5097,3375278202,2731322580,643955622.1,2074562565,1214414220,860148345.1,1050982191,1050982191,0,30672811.47,30672811.47,0,6880427.277,987765.3028,5892661.974,316558462.6,120520504.9,196037957.6,63682514.48,30830710.08,32851804.4,0,0,0,747957734.4,699422864.2,48534870.22,39762620.17,39762620.17,0,4999093.137,4999093.137,0,2333431.187,20764.30829,2312666.879,169944.9056,169944.9056,0,95366547.94,0,95366547.94,0,0,0
421146.6538,421146.6538,0,3358008180,2724895212,633112967.9,2163615236,1206262107,957353129.2,1086542302,1084915149,1627152.558,34094452.06,34094452.06,0,972078.1775,0,972078.1775,301094315,92885996.57,208208318.5,57655684.05,28199458.1,29456225.95,22699.35947,22699.35947,0,720760888.2,657198706.8,63562181.4,39560939.41,39560939.41,0,2759130.804,2759130.804,0,10807995,0,10807995,3305039.997,0,3305039.997,95374063.58,0,95374063.58,0,0,0
1756341.71,1756341.71,0,3542267376,2726555325,815712051.3,2794414099,1198193722,1596220377,863073066.5,806825443.6,56247622.87,26222695.88,26222695.88,0,2136826.668,9816.060784,2127010.607,292086172.9,75067618.69,217018554.2,62934864.01,21656522.07,41278341.95,0,0,0,628234556.7,477605809.7,150628747,47983417.49,44222358.4,3761059.093,770779.9407,770779.9407,0,95951825.15,0,95951825.15,84113216.72,0,84113216.72,154612797.6,0,154612797.6,0,0,0
34247.85599,0,34247.85599,3590321854,2718663952,871657901.5,2383126863,1196922611,1186204252,592001441.4,470698811.5,121302629.9,17330398.67,17330398.67,0,8228757.347,0,8228757.347,292439237.3,68667709.62,223771527.7,69611993.56,13547847.43,56064146.13,0,0,0,528275388.7,295105895,233169493.7,56493958.13,49183339.44,7310618.697,144902.9106,144902.9106,0,162117487.5,0,162117487.5,161395773.1,0,161395773.1,215671723.9,0,215671723.9,0,0,0
40872.6118,0,40872.6118,3688906139,2709904337,979001802,2331964879,1144858544,1187106335,523317336.2,229337891.3,293979444.9,9158230.408,9158230.408,0,17182020.49,0,17182020.49,308977272.8,64313195.14,244664077.6,75821616.47,6937802.785,68883813.69,916918.8622,0,916918.8622,490839913.7,158367840.7,332472073,70595200.7,55114992.78,15480207.92,0,0,0,199261898.4,0,199261898.4,213035058,0,213035058,272492335,0,272492335,0,0,0
41761487.03,0,41761487.03,3652145386,2628302393,1023842993,2696603680,990049052.1,1706554628,530437090.2,5233581.679,525203508.5,290987.2143,290987.2143,0,35371418.8,0,35371418.8,264332196.6,52827726.6,211504470,0,0,0,11061141.77,0,11061141.77,0,0,0,78805035.38,53004892.4,25800142.98,58061.91151,0,58061.91151,256036314.2,0,256036314.2,278996441.5,0,278996441.5,243187988.1,0,243187988.1,0,0,0
84192045.2,0,84192045.2,3058497218,1939985113,1118512105,2258315304,832508280.8,1425807024,0,0,0,0,0,0,59543249.62,0,59543249.62,212660454.9,41763640.2,170896814.7,0,0,0,24956539.34,0,24956539.34,0,0,0,74579535.1,37696388.22,36883146.88,0,0,0,0,0,0,0,0,0,0,0,0,34750948.77,0,34750948.77
119755645,0,119755645,3366759998,2199317959,1167442039,1573742975,571540925.4,1002202050,0,0,0,0,0,0,84819402.01,0,84819402.01,264080017.8,49688111.01,214391906.8,0,0,0,39327453.35,0,39327453.35,0,0,0,71758096.71,22710248.08,49047848.63,0,0,0,0,0,0,0,0,0,0,0,0,87486512.42,0,87486512.42
166921224.3,0,166921224.3,3509023376,2291119430,1217903945,1209086974,447381050.1,761705923.9,0,0,0,0,0,0,108743375.7,0,108743375.7,212618474,39296151.36,173322322.7,0,0,0,74769125.56,0,74769125.56,0,0,0,71585034.54,15905440.76,55679593.78,0,0,0,0,0,0,0,0,0,0,0,0,86178396.35,0,86178396.35
0,0,0,3326384612,2113466907,1212917705,1029506574,416490629.7,613015944.1,0,0,0,0,0,0,118620874.8,0,118620874.8,271047840.7,51040343.76,220007496.9,0,0,0,0,0,0,0,0,0,72087252.47,14003269.48,58083982.98,0,0,0,0,0,0,0,0,0,0,0,0,131021813.1,0,131021813.1
0,0,0,3256241609,2052586422,1203655187,944776100,391449823.2,553326276.8,0,0,0,0,0,0,122715318.2,0,122715318.2,219210908.3,41371653.9,177839254.4,0,0,0,0,0,0,0,0,0,69617202.36,10656815.73,58960386.63,0,0,0,0,0,0,0,0,0,0,0,0,101300913,0,101300913
0,0,0,3255817365,2050879889,1204937476,915225086.6,372527924.3,542697162.2,0,0,0,0,0,0,123949803,0,123949803,275364652.8,50767745.64,224596907.1,0,0,0,0,0,0,0,0,0,67048163.07,8980457.768,58067705.3,0,0,0,0,0,0,0,0,0,0,0,0,135397688,0,135397688
0,0,0,3226052882,2070376690,1155676192,1006766889,378681942.4,628084946.1,0,0,0,0,0,0,124065750.7,0,124065750.7,219255595.4,36971688.01,182283907.4,0,0,0,0,0,0,0,0,0,65588578.09,7771594.37,57816983.72,0,0,0,2643127.629,0,2643127.629,4101689.247,0,4101689.247,0,0,0,101307515.2,0,101307515.2
177546159.2,34741.56042,177511417.6,3237722363,2071282593,1166439770,1135925827,383799516.4,752126310.4,0,0,0,0,0,0,126877263.9,0,126877263.9,273571724.9,43137890.43,230433834.5,0,0,0,83138487.88,0,83138487.88,0,0,0,64047776.9,6276020.666,57771756.23,0,0,0,18348735.62,0,18348735.62,9520258.074,0,9520258.074,0,0,0,144140818.2,0,144140818.2
162618529.4,80698.14531,162537831.3,2499927443,1585134280,914793162.2,1522246751,486382335.6,1035864416,1944662840,0,1944662840,0,0,0,123025306.8,0,123025306.8,220191622.2,36658596.74,183533025.4,0,0,0,61508416.05,0,61508416.05,0,0,0,67692614.88,11861397.34,55831217.53,7919916.24,65176.0123,7854740.228,17888582.87,0,17888582.87,6702731.865,0,6702731.865,971417037.4,0,971417037.4,113640662.5,0,113640662.5
108187182.6,63482.40083,108123700.2,2936494063,1760490480,1176003583,2458258276,749558348.5,1708699928,1461393455,0,1461393455,0,0,0,110969732.3,0,110969732.3,278652992.7,54171639.48,224481353.3,0,0,0,42506263.03,0,42506263.03,0,0,0,68927373.14,22937335.34,45990037.81,12636248.31,6653.953378,12629594.35,872782.669,0,872782.669,3460950.851,0,3460950.851,812361772.3,0,812361772.3,146602538.8,0,146602538.8
86975600.35,0,86975600.35,3021526712,2003462218,1018064494,3403805881,1067748347,2336057535,930555775.3,0,930555775.3,0,0,0,103434402,0,103434402,221114179.6,50882279.05,170231900.6,0,0,0,37614950.03,0,37614950.03,0,0,0,66523941.61,42488750.35,24035191.26,4222044.083,0,4222044.083,478881166.5,0,478881166.5,498831326.2,0,498831326.2,654976865,0,654976865,81817046.11,0,81817046.11
74378779.53,10459.10749,74368320.42,3604090037,2606022588,998067449.5,2781607611,958269363.7,1823338247,665680707.8,0,665680707.8,0,0,0,84696839.2,0,84696839.2,277935906.5,71776106.34,206159800.1,0,0,0,24712373.94,0,24712373.94,0,0,0,61387640.12,46928565.18,14459074.94,716607.2531,0,716607.2531,253125352.3,0,253125352.3,275308494.3,0,275308494.3,474028815.4,0,474028815.4,41400714.55,0,41400714.55
72556886.38,32632.39763,72524253.98,3712628801,2731308942,981319858.7,2324264272,780924220.2,1543340052,477846676.9,0,477846676.9,0,0,0,71047203.36,0,71047203.36,228621741.8,66040130.69,162581611.1,0,0,0,18731124.62,0,18731124.62,0,0,0,52208364.26,36966896.46,15241467.8,0,0,0,133880653.1,0,133880653.1,147258090.5,0,147258090.5,366699687.5,0,366699687.5,34070789.29,0,34070789.29
13106754.32,0,13106754.32,3653161446,2757220075,895941371.4,2419372426,1159506139,1259866286,879745997.9,544240392.5,335505605.4,26825714.38,26825714.38,0,42320561.56,0,42320561.56,289768560.2,91446819.79,198321740.4,0,0,0,1642594.461,54066.86073,1588527.6,0,0,0,44107744.84,40198901.54,3908843.299,5383.256306,5383.256306,0,71804777.76,0,71804777.76,78679677.87,0,78679677.87,210336071.2,155201.1222,210180870.1,25430583.35,0,25430583.35
95507.50917,33578.26362,61929.24555,3464113986,2607702111,856411874.8,2196739158,1195021236,1001717922,1863438552,1517370575,346067977.1,63861108.1,63861108.1,0,21522438.74,0,21522438.74,228329055.9,70716982.46,157612073.4,0,0,0,33495.18963,33495.18963,0,0,0,0,44287732.45,43937445.84,350286.6036,62265.03859,12586.18195,49678.85664,28547789.23,0,28547789.23,29351142.97,0,29351142.97,90259192.65,218325.5444,90040867.1,21498994.64,0,21498994.64
525035.2345,440515.1487,84520.08576,3485682792,2677405889,808276903.1,2163765223,1209276828,954488394.9,1903375775,1674351440,229024334.8,80361050.27,80361050.27,0,5771728.519,0,5771728.519,283333340.4,87526400.4,195806940,0,0,0,645118.4415,645118.4415,0,0,0,0,49974088.9,49974088.9,0,0,0,0,14682438.05,0,14682438.05,14950371.94,0,14950371.94,12262881.45,330359.2145,11932522.24,14804174.2,0,14804174.2
204972.0324,66619.50872,138352.5237,3567239463,2784824327,782415136.4,2153436809,1212381932,941054877.8,1924810855,1633692049,291118806,70813088.12,70813088.12,0,5529092.981,0,5529092.981,228442994.9,74174406.37,154268588.5,0,0,0,0,0,0,0,0,0,49292920.74,49232191.38,60729.35622,0,0,0,3894543.395,0,3894543.395,1103349.289,0,1103349.289,12910569.4,96177.42085,12814391.98,12935026.04,0,12935026.04
244668.4636,0,244668.4636,3631169106,2879705743,751463363.4,2190050209,1214061897,975988312.4,1816695964,1459419160,357276804.2,48194984.76,48194984.76,0,17387524.87,0,17387524.87,279515168.3,89075292.51,190439875.8,0,0,0,0,0,0,0,0,0,44384067.6,44384067.6,0,0,0,0,2059106.607,0,2059106.607,0,0,0,64465007.08,0,64465007.08,16147662.92,0,16147662.92
35616962.95,21148.52835,35595814.42,3611311114,2811721474,799589639.7,1542106105,610824698.1,931281406.5,859472919.4,331265551.1,528207368.3,11537269.31,11537269.31,0,39416974.61,0,39416974.61,223846238.4,71507674.97,152338563.4,0,0,0,8413064.798,0,8413064.798,0,0,0,40463053.01,34514682.64,5948370.378,90994.73558,0,90994.73558,1182116.586,0,1182116.586,0,0,0,189079405.6,0,189079405.6,0,0,0
73997944.44,0,73997944.44,2862390422,2059236964,803153458.2,1515629924,447159044.1,1068470880,955383475.3,0,955383475.3,0,0,0,55180281.59,0,55180281.59,280455045.4,82817679.5,197637365.9,0,0,0,18063597.6,0,18063597.6,0,0,0,43512188.73,27173460.34,16338728.39,1038178.233,0,1038178.233,69325144.63,0,69325144.63,57752380.99,0,57752380.99,301966342,0,301966342,0,0,0
67585701.18,0,67585701.18,2850060873,1871808331,978252541.7,1949894434,660036529,1289857905,0,0,0,0,0,0,65842821.93,0,65842821.93,219743214.8,58824554.8,160918660,0,0,0,21616504.49,0,21616504.49,0,0,0,69112398.64,34425862.81,34686535.83,0,0,0,140602863.8,0,140602863.8,136832996.4,0,136832996.4,454026152.4,0,454026152.4,72097388.15,0,72097388.15
67801306.36,0,67801306.36,2893555866,1885958834,1007597032,2347316232,843266656.1,1504049576,0,0,0,0,0,0,76644978.08,0,76644978.08,273439106.7,66824609.93,206614496.7,0,0,0,27404157.86,0,27404157.86,0,0,0,80241988.19,39503138.81,40738849.38,0,0,0,0,0,0,0,0,0,548464547.4,0,548464547.4,71650942.43,0,71650942.43
96604329.49,0,96604329.49,2960840554,1837828774,1123011780,2490011306,902411759.2,1587599547,0,0,0,0,0,0,94970987.27,0,94970987.27,218412191.6,46143490.08,172268701.6,0,0,0,38759100.77,0,38759100.77,0,0,0,92302318.34,42937694.59,49364623.75,0,0,0,0,0,0,0,0,0,607149417.9,0,607149417.9,126815181.2,0,126815181.2
109332772.7,0,109332772.7,2932412050,1796620222,1135791829,2497637452,888135120.3,1609502332,0,0,0,0,0,0,111720788,0,111720788,274359384.9,53751600.94,220607784,0,0,0,44953729.31,0,44953729.31,0,0,0,97019472.63,42261005.65,54758466.98,0,0,0,0,0,0,0,0,0,528865296.9,0,528865296.9,114871813,0,114871813
117934999.6,0,117934999.6,2970563759,1783881996,1186681763,2905525304,864132311.7,2041392992,0,0,0,0,0,0,122719883.1,0,122719883.1,221570408,42631784.78,178938623.2,0,0,0,48863544.75,0,48863544.75,0,0,0,89985132.5,31751273.06,58233859.44,0,0,0,0,0,0,0,0,0,0,0,0,162524377.2,0,162524377.2
138799381.2,0,138799381.2,2904121210,1730012861,1174108349,2112766745,642174140.4,1470592605,0,0,0,0,0,0,136735374.6,0,136735374.6,280917789.5,56001960.78,224915828.7,0,0,0,60640033.83,0,60640033.83,0,0,0,83055424.35,19513732.72,63541691.63,0,0,0,0,0,0,0,0,0,0,0,0,125389160.2,0,125389160.2
183957940.4,0,183957940.4,2898456092,1726603324,1171852769,1332041123,498377725.2,833663397.3,0,0,0,0,0,0,146951254.3,0,146951254.3,227875437.1,47154068.77,180721368.3,0,0,0,88064247.57,0,88064247.57,0,0,0,78367843.08,14255627.4,64112215.67,0,0,0,0,0,0,0,0,0,0,0,0,173293858.5,0,173293858.5
0,0,0,2948707205,1774111127,1174596078,1082148044,438905101.1,643242942.9,0,0,0,0,0,0,145595060.9,0,145595060.9,283604818.3,59112672.14,224492146.1,0,0,0,0,0,0,0,0,0,73702282.45,12033115.37,61669167.08,0,0,0,0,0,0,0,0,0,0,0,0,123034021.3,0,123034021.3
0,0,0,2977496744,1795563155,1181933589,986913388.7,393337119.8,593576269,0,0,0,0,0,0,146817050.6,0,146817050.6,226624767.9,46076883.12,180547884.7,0,0,0,0,0,0,0,0,0,69701274.92,8526719.714,61174555.2,0,0,0,0,0,0,0,0,0,0,0,0,162223424,0,162223424
0,0,0,2960042897,1760315014,1199727883,907583482.7,362499803.4,545083679.3,0,0,0,0,0,0,155930128,0,155930128,283404663.8,54292976.47,229111687.4,0,0,0,0,0,0,0,0,0,70658081.32,6253228.334,64404852.98,0,0,0,0,0,0,0,0,0,0,0,0,127819065.1,0,127819065.1
0,0,0,2848415491,1683390919,1165024572,1018298509,352518029.1,665780479.5,31902714.29,0,31902714.29,0,0,0,172403852.4,0,172403852.4,331615791.3,65733719.76,265882071.5,0,0,0,0,0,0,0,0,0,75412310.75,4492422.534,70919888.22,0,0,0,0,0,0,0,0,0,0,0,0,194351500.4,0,194351500.4
213981696.6,61554.938,213920141.7,2789170394,1616058349,1173112045,1169572985,356738148.7,812834836,65540206.86,0,65540206.86,0,0,0,181136469.4,0,181136469.4,483059195,75706702.65,407352492.3,0,0,0,107124650.2,0,107124650.2,0,0,0,76808891.2,3422312.441,73386578.76,0,0,0,0,0,0,0,0,0,21795218.98,10800.19911,21784418.78,160685356.6,0,160685356.6
181275126.2,56923.68991,181218202.5,2675055109,1731231251,943823858.1,1515062859,492179592.8,1022883266,38116854.3,0,38116854.3,0,0,0,156091571.4,0,156091571.4,467651634.3,89351882.56,378299751.8,0,0,0,74100452.65,0,74100452.65,0,0,0,73215874.72,8091892.119,65123982.6,0,0,0,521443016.7,0,521443016.7,564638419.1,0,564638419.1,1432057919,0,1432057919,187567814.9,0,187567814.9
109999745.5,21423.4402,109978322.1,2790130423,1915859739,874270683.1,2490941566,785900040.9,1705041525,21671181.05,0,21671181.05,0,0,0,123292669.8,0,123292669.8,440771658.8,98151903.44,342619755.3,0,0,0,44925855.69,0,44925855.69,0,0,0,69238355.61,20038321.13,49200034.48,0,0,0,327022501.5,0,327022501.5,370009462.7,0,370009462.7,1131923372,0,1131923372,107260682.6,0,107260682.6
66813731.86,0,66813731.86,3215953682,2397339508,818614173.6,3409819617,1121967141,2287852477,0,0,0,0,0,0,94579621.87,0,94579621.87,431778932.7,107201492.8,324577439.9,0,0,0,27466538.03,0,27466538.03,0,0,0,61137120.83,41358942.87,19778177.96,0,0,0,209630986.9,0,209630986.9,242163404.5,0,242163404.5,722493442.4,0,722493442.4,100221384.2,0,100221384.2
64855511.02,0,64855511.02,3450914565,2666074285,784840280.4,2930737623,1129556033,1801181590,0,0,0,0,0,0,70684611.86,0,70684611.86,426499126,116684879.3,309814246.8,0,0,0,15590445.47,0,15590445.47,0,0,0,55169321.36,46651682.88,8517638.484,0,0,0,69796196.31,0,69796196.31,89913022.4,0,89913022.4,606529041.2,0,606529041.2,38221950.67,0,38221950.67
37132402.84,29180.50843,37103222.33,3466722706,2698024090,768698615.5,2645210181,1191080796,1454129385,0,0,0,0,0,0,50583626.13,0,50583626.13,433011798.5,131425503.8,301586294.7,0,0,0,6527416.71,0,6527416.71,0,0,0,43263444.7,37525068.01,5738376.69,0,0,0,16525921.35,0,16525921.35,30621100.55,0,30621100.55,443308119.7,0,443308119.7,0,0,0
12158603.76,0,12158603.76,3475844097,2719789099,756054997.3,2419027308,1192161335,1226865973,0,0,0,0,0,0,35770574.86,0,35770574.86,445835725.4,152828531.8,293007193.6,0,0,0,0,0,0,0,0,0,39525261.97,37286010.28,2239251.698,0,0,0,1694292.716,0,1694292.716,67372.66597,0,67372.66597,364610328.8,0,364610328.8,0,0,0
2308943.425,0,2308943.425,3489330864,2730235517,759095346.9,1986097202,988398248.8,997698952.8,0,0,0,0,0,0,35530418.23,0,35530418.23,451289343.1,166951044.3,284338298.8,0,0,0,0,0,0,0,0,0,41902345.42,36409353,5492992.42,0,0,0,0,0,0,0,0,0,322807193.3,0,322807193.3,0,0,0
5567043.806,0,5567043.806,3480696785,2738305518,742391266.3,1935868775,975296071.4,960572703.3,0,0,0,0,0,0,33411294.29,0,33411294.29,445807907.9,168533790.8,277274117,0,0,0,0,0,0,0,0,0,37218157.8,37218157.8,0,0,0,0,0,0,0,124281.6063,124281.6063,0,298817849.4,0,298817849.4,0,0,0
10912441.16,0,10912441.16,3456408978,2751884947,704524031.1,2032699144,1106894057,925805087.7,0,0,0,0,0,0,24723953.7,0,24723953.7,437694275.4,164726142.8,272968132.6,0,0,0,33598.65965,0,33598.65965,0,0,0,39043303.97,39043303.97,0,0,0,0,0,0,0,513121.7046,513121.7046,0,256877913.8,0,256877913.8,0,0,0
18716060.75,0,18716060.75,3413638189,2749840939,663797249.9,2053556480,1079643400,973913080.1,0,0,0,0,0,0,20003981.97,0,20003981.97,428600128.1,161826006.7,266774121.4,0,0,0,0,0,0,0,0,0,40290284.95,39135594.74,1154690.214,0,0,0,301508.413,301508.413,0,977536.9047,977536.9047,0,247317684.2,0,247317684.2,0,0,0
11775306.62,22746.00381,11752560.62,3395527923,2735851629,659676293.9,1900045881,1025198699,874847181.9,0,0,0,0,0,0,15898382.27,0,15898382.27,416329155.1,154903701.7,261425453.4,0,0,0,0,0,0,0,0,0,37682709.1,35868073.69,1814635.408,0,0,0,364363.2692,364363.2692,0,1053611.8,1053611.8,0,244531585.7,0,244531585.7,0,0,0
6759006.473,0,6759006.473,3380135747,2722520578,657615169.5,1908543860,1011860093,896683766.9,0,0,0,0,0,0,10302924.33,0,10302924.33,404980312.6,145552616.9,259427695.7,0,0,0,0,0,0,0,0,0,35993472.67,33284460.74,2709011.936,0,0,0,12113.43521,12113.43521,0,747922.1267,747922.1267,0,386099790.3,0,386099790.3,0,0,0
4107771.951,0,4107771.951,3486289477,2697498219,788791257.2,2012831494,985141671.2,1027689823,46333871.79,46333871.79,0,0,0,0,11822724.24,0,11822724.24,254618751,104969844.4,149648906.7,0,0,0,0,0,0,0,0,0,53236574.56,41746164.27,11490410.29,0,0,0,0,0,0,20132.54154,20132.54154,0,488858672.5,0,488858672.5,0,0,0
25994294.43,0,25994294.43,3473956395,2611106503,862849891.7,2172840832,896783862.3,1276056969,0,0,0,0,0,0,23979259.06,0,23979259.06,249513424.7,88348329.96,161165094.8,0,0,0,2845534.107,0,2845534.107,0,0,0,68457358.52,46238645.01,22218713.51,0,0,0,3494467.835,0,3494467.835,4362313.201,0,4362313.201,599798739.4,0,599798739.4,0,0,0
56697052.6,0,56697052.6,2936056501,1898609717,1037446784,2371859959,1016850964,1355008995,0,0,0,0,0,0,45793039.09,0,45793039.09,275469609.8,75928067.81,199541542,0,0,0,18614169,0,18614169,0,0,0,85430086.26,48707116.66,36722969.61,0,0,0,39288234.49,0,39288234.49,47365090.86,0,47365090.86,742158151.7,0,742158151.7,41854594.85,0,41854594.85
98739209.84,0,98739209.84,2950151762,1876590826,1073560936,2478048216,1045775475,1432272742,0,0,0,0,0,0,61675593.66,0,61675593.66,236784543.9,57940609.99,178843933.9,0,0,0,25899101.81,0,25899101.81,0,0,0,90338880.58,47842627.29,42496253.29,0,0,0,0,0,0,0,0,0,652611890.8,0,652611890.8,80814270.39,0,80814270.39
113548465.4,0,113548465.4,3075311076,1918378427,1156932649,2871287522,1004443289,1866844232,0,0,0,0,0,0,74269098.49,0,74269098.49,195428429.6,43253263.73,152175165.9,0,0,0,30641094.31,0,30641094.31,0,0,0,82304793.05,36708746.26,45596046.79,0,0,0,0,0,0,0,0,0,0,0,0,94704532.55,0,94704532.55
105673249,0,105673249,3147128355,1985925050,1161203306,1978716388,752019208.9,1226697179,0,0,0,0,0,0,81093340.94,0,81093340.94,248199503.5,51026169.23,197173334.3,0,0,0,31538536.17,0,31538536.17,0,0,0,70047773.51,24568519.54,45479253.97,0,0,0,0,0,0,0,0,0,0,0,0,86613920.25,0,86613920.25
127216379.5,0,127216379.5,3387413234,2229667997,1157745238,1336441250,610381177.7,726060072.1,0,0,0,0,0,0,83654889.38,0,83654889.38,199464742.7,37506992.03,161957750.7,0,0,0,51212816.91,0,51212816.91,0,0,0,61895822.86,19953938.48,41941884.38,0,0,0,0,0,0,0,0,0,0,0,0,80334945.49,0,80334945.49
0,0,0,3231655788,2068522255,1163133533,1071173517,517734653.2,553438863.7,0,0,0,0,0,0,92012990.25,0,92012990.25,251880711.6,45672131.25,206208580.3,0,0,0,0,0,0,0,0,0,59539788.47,15527243,44012545.47,0,0,0,0,0,0,0,0,0,0,0,0,81883509.02,0,81883509.02
0,0,0,3155773180,1983457215,1172315965,1022410222,456795700.2,565614521.9,0,0,0,0,0,0,100589189.3,0,100589189.3,203095827.2,35133261.37,167962565.9,0,0,0,0,0,0,0,0,0,58500347.76,12180203.96,46320143.8,0,0,0,0,0,0,0,0,0,0,0,0,92320124.88,0,92320124.88
0,0,0,3143520802,1914045760,1229475042,916230735.3,374753251.7,541477483.6,0,0,0,0,0,0,123513477.1,0,123513477.1,257014983.3,44267696.72,212747286.6,0,0,0,0,0,0,0,0,0,63058705.73,8117403.219,54941302.51,0,0,0,0,0,0,5248277.389,0,5248277.389,0,0,0,113543746,0,113543746
0,0,0,3045464715,1874182219,1171282496,1005374300,341322097.6,664052202.8,39927234.03,0,39927234.03,0,0,0,138383566.5,0,138383566.5,298956560.1,54033360.94,244923199.2,0,0,0,0,0,0,0,0,0,65693295.56,5899809.73,59793485.83,0,0,0,0,0,0,7020253.588,0,7020253.588,0,0,0,138604393.5,0,138604393.5
175966836.7,13586.36243,175953250.3,3971187623,2050321339,1920866283,1435707982,420339456.5,1015368525,34285477.32,0,34285477.32,0,0,0,138357267.6,0,138357267.6,457145541.1,63729320.8,393416220.3,0,0,0,84175017.71,0,84175017.71,0,0,0,65503499.97,7029460.852,58474039.12,0,0,0,3198009.155,0,3198009.155,6616816.558,0,6616816.558,0,0,0,139914420.8,0,139914420.8
