FullServiceRest,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),hospital,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),LargeHotel,Cooling:Electricity [J](Hourly),Gas:Facility [J](Hourly),LargeOffice,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),MediumOffice,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),MitriseAppartment,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),OutPatient,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),PrimarySchool,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),QuickServiceRest,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),SecondSchool,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),SmallHotel,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),SmallOffice,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),Stand-aloneRetail,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),StripMall,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),SuperMarket,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly),WareHouse,Cooling:Electricity [J](Hourly),Heating:Gas [J](Hourly)
0,0,0,3044624532,319621896.4,2725002635,758959844.7,45227161.85,713732682.8,2739668165,0,2739668165,60433067.08,0,60433067.08,643812315.7,0,643812315.7,284512656.5,28210045.54,256302610.9,663002229.3,0,663002229.3,110076769.9,0,110076769.9,1515558744,0,1515558744,234107190.1,0,234107190.1,42474878.72,0,42474878.72,150265870.3,0,150265870.3,154127359.9,0,154127359.9,899296331.3,0,899296331.3,1171267009,0,1171267009
0,0,0,3004495954,307736207.3,2696759747,920462492.8,47982756.01,872479736.8,2730715671,0,2730715671,74968574.58,0,74968574.58,651755078.4,0,651755078.4,325848355.4,34618877.64,291229477.7,836607977.3,0,836607977.3,144158811.2,0,144158811.2,1743210752,0,1743210752,238480619,0,238480619,37170696.86,0,37170696.86,137221531.8,0,137221531.8,147357330.3,0,147357330.3,749796933.3,0,749796933.3,1360632883,0,1360632883
501409943.7,21599.44883,501388344.2,3027531614,305827282.7,2721704331,1073641738,53340226.88,1020301511,2764921219,0,2764921219,63703467.18,0,63703467.18,647943247.9,0,647943247.9,477983850.5,43328752.81,434655097.7,696205569.4,0,696205569.4,282806891,0,282806891,1577706109,0,1577706109,236768800.3,0,236768800.3,45941106.96,0,45941106.96,160979304.4,0,160979304.4,164802683,0,164802683,1079862714,0,1079862714,1199561250,0,1199561250
450570509.2,33105.23518,450537404,2685215384,347188012.7,2338027372,1462369420,131222093.2,1331147327,2651206313,0,2651206313,75382705.7,0,75382705.7,613222970.1,0,613222970.1,465058595.6,57493317.61,407565278,816928160.3,0,816928160.3,240992397.9,0,240992397.9,1722336928,0,1722336928,222279822.5,0,222279822.5,47155061.44,0,47155061.44,820774621.8,0,820774621.8,831890710.3,0,831890710.3,2931455936,0,2931455936,1319174442,0,1319174442
373228715.6,17420.67193,373211294.9,2522478616,421477228.9,2101001387,3546242055,358914245.1,3187327810,2376944589,0,2376944589,58604583.49,0,58604583.49,560917163.6,0,560917163.6,435633445,64631368.8,371002076.2,367634907.7,0,367634907.7,207582302.6,0,207582302.6,784944289.3,0,784944289.3,195894238.8,4407.23863,195889831.6,41083414.67,0,41083414.67,586862435.3,0,586862435.3,608592885.9,0,608592885.9,2585322343,0,2585322343,1047071972,0,1047071972
332692091.2,0,332692091.2,2353238371,544856339.7,1808382032,4597009548,635275650.3,3961733898,1788333089,0,1788333089,63374150.53,0,63374150.53,513642006.4,0,513642006.4,422851050.4,68841222.67,354009827.7,346934334,0,346934334,189332382.4,0,189332382.4,641658586.7,0,641658586.7,143216069.2,341410.3944,142874658.8,34905675.85,0,34905675.85,473880560,0,473880560,486116930.7,0,486116930.7,1814174501,0,1814174501,1052651660,0,1052651660
321589829.4,0,321589829.4,2365907112,765985759.8,1599921353,3838227818,568946096.1,3269281722,1464945128,0,1464945128,45927648.93,0,45927648.93,453205154.9,0,453205154.9,411907518.1,72275127.09,339632391,198627713.1,0,198627713.1,165931842.8,0,165931842.8,415794210.4,0,415794210.4,127208247.5,7315815.686,119892431.8,26784829.14,0,26784829.14,344043886.1,0,344043886.1,344482879.7,0,344482879.7,1641908164,0,1641908164,777952649.6,0,777952649.6
285296579.4,10625.43357,285285954,2367003158,941971664.3,1425031494,3310171652,521547847.6,2788623805,968347084.2,0,968347084.2,46904249.06,0,46904249.06,390582146.5,0,390582146.5,399099544.1,75587017.81,323512526.3,161631668.9,0,161631668.9,136225955.1,0,136225955.1,335212699.4,0,335212699.4,114682322.8,8313847.095,106368475.7,18395341.39,0,18395341.39,286860095.1,0,286860095.1,277218299.2,0,277218299.2,1382580142,0,1382580142,770275423.1,0,770275423.1
248387621.1,0,248387621.1,2395495110,1101316785,1294178325,2899520257,529034345.6,2370485912,940628090.1,0,940628090.1,32877727.6,0,32877727.6,339519420.5,0,339519420.5,399647595.4,80090360.41,319557235,84661846.94,0,84661846.94,106161013.7,0,106161013.7,194261760.2,0,194261760.2,100385796.9,8371584.369,92014212.51,15048309.75,0,15048309.75,229144430.1,0,229144430.1,214025136.1,0,214025136.1,1233147158,0,1233147158,547714408.8,0,547714408.8
203599123,0,203599123,2452451373,1265472126,1186979247,2458267149,523489107.6,1934778041,622588323.8,0,622588323.8,30912616.46,0,30912616.46,292618223.7,0,292618223.7,396752947.3,83883094.19,312869853.1,39734256.24,0,39734256.24,83496274.25,0,83496274.25,148014325.8,0,148014325.8,87514067.71,8306434.889,79207632.82,10843883.15,0,10843883.15,193497342.7,0,193497342.7,173158862.2,0,173158862.2,1024348840,0,1024348840,518864422.7,0,518864422.7
191705381.1,0,191705381.1,2508459508,1372122569,1136336939,2394401733,520472242.2,1873929491,632467303,0,632467303,20645014.1,0,20645014.1,265395280.8,0,265395280.8,395489839.9,86782619.24,308707220.7,2851770.767,0,2851770.767,76319851.45,0,76319851.45,100983536.4,0,100983536.4,71486608.37,8438928.042,63047680.33,9396326.657,0,9396326.657,164952212.7,0,164952212.7,144326049.8,0,144326049.8,933724281.8,0,933724281.8,354932011.4,0,354932011.4
192965981.9,0,192965981.9,2588581970,1470484068,1118097901,2248428652,440561883.5,1807866769,439130334.3,0,439130334.3,19416218.62,0,19416218.62,250861139.3,0,250861139.3,396407596.5,88244389.8,308163206.7,0,0,0,80735524.53,0,80735524.53,80932809.82,0,80932809.82,66404242.89,8647898.923,57756343.97,6685417.846,0,6685417.846,149011129.9,0,149011129.9,130456766.4,0,130456766.4,870599671.9,0,870599671.9,372671619.7,0,372671619.7
198792910.1,0,198792910.1,2599786412,1499929712,1099856700,2263001180,401255409.2,1861745771,503047419.2,0,503047419.2,14160102.17,0,14160102.17,243636467.9,0,243636467.9,397158072.5,89832032.48,307326040.1,0,0,0,83100671.41,0,83100671.41,63813490.77,0,63813490.77,70205218.07,8742130.613,61463087.46,5679633.5,0,5679633.5,122785687.6,0,122785687.6,107677234.5,0,107677234.5,849335659,0,849335659,270628868.2,0,270628868.2
200092438.6,24208.59045,200068230,2613077629,1462751876,1150325753,2217226522,338250617.4,1878975905,531030277.5,0,531030277.5,16176865,0,16176865,251016925.2,0,251016925.2,396459903,89734535.77,306725367.3,0,0,0,89325082.47,0,89325082.47,69374496.05,0,69374496.05,72192213.53,5711289.95,66480923.58,7732202.017,0,7732202.017,125973753.4,0,125973753.4,113923960.7,0,113923960.7,869799251.5,0,869799251.5,373565286.4,0,373565286.4
201361787.9,0,201361787.9,2635263951,1419712681,1215551271,2299808733,363171427.7,1936637305,836995751.7,0,836995751.7,15499507.24,0,15499507.24,249214462,0,249214462,395978666.4,89048255.94,306930410.5,0,0,0,86929735.15,0,86929735.15,106815374.2,0,106815374.2,73572162.43,52173.26181,73519989.16,10387416.64,0,10387416.64,144746231.1,0,144746231.1,136173744.3,0,136173744.3,1306899528,0,1306899528,329412226.7,0,329412226.7
194962028.6,0,194962028.6,2735714193,1348249308,1387464884,2585212171,463659733.6,2121552438,927773862.4,0,927773862.4,19669908.44,0,19669908.44,251416736.9,0,251416736.9,264101324.6,70552941.24,193548383.3,0,0,0,85015848.38,0,85015848.38,115414707.8,0,115414707.8,91459217.21,190194.337,91269022.88,11690659.56,0,11690659.56,171007501.4,0,171007501.4,169226706.7,0,169226706.7,1422113876,0,1422113876,448469493.8,0,448469493.8
201048469.4,0,201048469.4,2702341236,1280250133,1422091103,2928302664,582684976.6,2345617687,1223022506,0,1223022506,18881863.53,0,18881863.53,265541467.3,0,265541467.3,265597716.5,67574603.42,198023113.1,7455062.722,0,7455062.722,89849749.98,0,89849749.98,167271842.5,0,167271842.5,98453790.78,1127687.077,97326103.71,13468186.54,0,13468186.54,196244800.5,0,196244800.5,199759498.1,0,199759498.1,1477357154,0,1477357154,395778752.5,0,395778752.5
200225797.7,0,200225797.7,2758783592,1235960342,1522823249,2958505414,660629366.5,2297876048,1210883134,0,1210883134,23516897.91,0,23516897.91,274373298.6,0,274373298.6,291127313.4,64480656.23,226646657.1,9063487.582,0,9063487.582,99549404.45,0,99549404.45,165484349.5,0,165484349.5,105501335.7,3191877.288,102309458.4,13501443.9,0,13501443.9,210389145.6,0,210389145.6,216995639.9,0,216995639.9,1498840569,0,1498840569,503188397,0,503188397
222765505.8,0,222765505.8,2753844331,1246311295,1507533037,2898384950,677903586.4,2220481364,1387104428,0,1387104428,20330188.74,0,20330188.74,275589462.1,0,275589462.1,249493142.4,53550630.08,195942512.3,124419230.5,0,124419230.5,99334544.15,0,99334544.15,462567227.5,0,462567227.5,105920117.1,4059659.692,101860457.4,13787648.67,0,13787648.67,0,0,0,0,0,0,1324446246,0,1324446246,403927102,0,403927102
233081232.2,0,233081232.2,2813572117,1245463248,1568108869,3413531587,656134849.9,2757396737,1285621280,0,1285621280,23501960.84,0,23501960.84,286360025.2,0,286360025.2,205253594.7,41113861.04,164139733.7,114332235.1,0,114332235.1,103460435.6,0,103460435.6,465569794.2,0,465569794.2,105487957.4,1063784.088,104424173.3,13105348.91,0,13105348.91,0,0,0,0,0,0,12277938,0,12277938,485950291.4,0,485950291.4
234515424.5,0,234515424.5,2801152120,1221800444,1579351676,2487443238,440638748,2046804490,1481403964,0,1481403964,20606047.46,0,20606047.46,301159925,0,301159925,260631032.4,50151283.17,210479749.2,174860246.3,0,174860246.3,112836935.8,0,112836935.8,526253749.4,0,526253749.4,108168689.1,135058.1243,108033630.9,14061459.53,0,14061459.53,0,0,0,0,0,0,84588059.13,0,84588059.13,400904458.6,0,400904458.6
270801796.1,0,270801796.1,2804387630,1212795258,1591592372,1382226153,305653266.6,1076572887,1338888886,0,1338888886,24255757.31,0,24255757.31,314402529.4,0,314402529.4,210472615.5,39448553.96,171024061.5,151211992,0,151211992,142939892.2,0,142939892.2,523589664.4,0,523589664.4,109801084.7,75354.64423,109725730.1,12755211.64,0,12755211.64,0,0,0,0,0,0,99357883.91,0,99357883.91,492772607.2,0,492772607.2
0,0,0,2804697758,1205103855,1599593903,1028495686,238587862.3,789907824,1498777201,0,1498777201,21144312.98,0,21144312.98,320420597.2,0,320420597.2,266088879.7,49560538.46,216528341.2,207319918.1,0,207319918.1,0,0,0,569349129.2,0,569349129.2,113017293.2,35114.11713,112982179.1,13528152.19,0,13528152.19,0,0,0,1379003.356,0,1379003.356,169597245.9,0,169597245.9,406465382,0,406465382
0,0,0,2822551035,1230483529,1592067505,906165695.2,211441886.3,694723808.9,1356936141,0,1356936141,23967827.94,0,23967827.94,317840078.5,0,317840078.5,215364734.2,40272693.97,175092040.2,163643965.1,0,163643965.1,0,0,0,523725714.7,0,523725714.7,112298336.3,4803.854906,112293532.5,12345745.43,0,12345745.43,6174347.294,0,6174347.294,4251282.088,0,4251282.088,164145887.3,0,164145887.3,478900164.9,0,478900164.9
0,0,0,2836806110,1246897568,1589908542,844428871.3,198258054.5,646170816.8,1458450146,0,1458450146,20044608.72,0,20044608.72,315712499.9,0,315712499.9,271077616.2,50338764.84,220738851.4,213639280.7,0,213639280.7,0,0,0,539594204.2,0,539594204.2,112271059,0,112271059,12585012.99,0,12585012.99,18007832.79,0,18007832.79,5329689.333,0,5329689.333,158645291.4,0,158645291.4,380419332.8,0,380419332.8
0,0,0,2750205637,1262972742,1487232895,985367019.1,207806157.6,777560861.4,1347374208,0,1347374208,23253590.52,0,23253590.52,315405117.3,0,315405117.3,311694222.6,57876214.19,253818008.4,174036409.7,0,174036409.7,0,0,0,530363026.5,0,530363026.5,113514862.9,0,113514862.9,12110295.81,0,12110295.81,27446120.76,0,27446120.76,7437769.57,0,7437769.57,230318007.8,0,230318007.8,467554639.9,0,467554639.9
269609215,72776.27968,269536438.7,3717052481,1274257756,2442794725,1459158444,278756756.3,1180401687,1474948912,0,1474948912,19783935.43,0,19783935.43,309354120.1,0,309354120.1,463394788,61477381,401917407,232138253.6,0,232138253.6,146040968.2,0,146040968.2,564220654,0,564220654,110079285.8,0,110079285.8,12442973.39,0,12442973.39,39715776.59,0,39715776.59,18804253.69,0,18804253.69,211868239.9,0,211868239.9,382391953.4,0,382391953.4
241377033.1,60742.26851,241316290.9,3004778555,1357156332,1647622223,2426006207,520016042.9,1905990164,10634291609,0,10634291609,2041548.069,0,2041548.069,291152417.7,0,291152417.7,445376578.3,68315251.22,377061327.1,2656352513,25477.82468,2656327035,114180229.6,0,114180229.6,8779344800,15128.84386,8779329671,102104337.2,119422.9177,101984914.3,92469146.37,0,92469146.37,694750997.4,0,694750997.4,716373134.3,0,716373134.3,1499765031,0,1499765031,538881496.5,0,538881496.5
200386685.2,69231.70056,200317453.5,2898681236,1429445841,1469235395,3455956343,734339802.5,2721616540,6741814770,0,6741814770,64764470.4,0,64764470.4,279778929,0,279778929,417487091.5,71668197.31,345818894.2,958572029.7,7015.079457,958565014.6,91842999.89,0,91842999.89,5256578176,0,5256578176,89567256.61,2608075.019,86959181.59,76060048.36,0,76060048.36,495535016.4,0,495535016.4,520954065.4,0,520954065.4,1253157958,0,1253157958,406571701.8,0,406571701.8
186530256.7,0,186530256.7,2843239451,1488850270,1354389181,2957322835,580137742.6,2377185093,2885973993,0,2885973993,33501621.77,0,33501621.77,270774466.6,0,270774466.6,408864806.3,79979403.46,328885402.9,613332599.5,25903.53167,613306696,89842468.36,0,89842468.36,3835349577,9184.692448,3835340392,61587815.66,2131599.511,59456216.15,34241493.41,0,34241493.41,364776574,0,364776574,381282601.7,0,381282601.7,1046089010,0,1046089010,329780757.5,0,329780757.5
178740369.6,0,178740369.6,2825939063,1552282977,1273656086,2658355829,557934010.7,2100421818,2099740499,0,2099740499,13938641.84,0,13938641.84,247686105.6,0,247686105.6,401715825.9,92121977.39,309593848.5,553699146.2,11148.76399,553687997.5,85671152.61,0,85671152.61,3506037839,8473.849653,3506029365,61180007.44,10067856.48,51112150.96,18464799.04,0,18464799.04,186645192.6,0,186645192.6,190619567.8,0,190619567.8,836016356.4,0,836016356.4,284605405,0,284605405
176168364.7,9311.354638,176159053.3,2794605704,1618855003,1175750701,2458134115,529277289.5,1928856825,1616884722,0,1616884722,2493184.724,0,2493184.724,220040651.3,0,220040651.3,394965449.1,103055445.6,291910003.5,499468287.5,6321.672355,499461965.8,69335641.71,0,69335641.71,3195902900,5475.802503,3195897424,59409956.37,10594967.27,48814989.1,9480125.005,0,9480125.005,96814516.43,0,96814516.43,85340918.62,0,85340918.62,750801719.5,0,750801719.5,249055550.6,0,249055550.6
138269144.1,0,138269144.1,2858431230,1715754104,1142677125,2039769065,424053388.7,1615715676,1451154366,0,1451154366,0,0,0,205612995.2,0,205612995.2,387388701.8,105426454.2,281962247.6,382988176.2,0,382988176.2,50101642.64,0,50101642.64,2763519297,0,2763519297,56474858.03,10246751.08,46228106.95,5960580.011,0,5960580.011,54626611.2,0,54626611.2,38671288.16,0,38671288.16,675334902.3,0,675334902.3,215518306.2,0,215518306.2
101171788.9,0,101171788.9,2897752383,1799895249,1097857133,1995223416,421521399,1573702017,1705906413,0,1705906413,0,0,0,187469777,0,187469777,378215387.6,100962997,277252390.5,333005603.9,0,333005603.9,35240062.05,0,35240062.05,2490486995,0,2490486995,47110355.02,10281815.19,36828539.83,5632501.848,0,5632501.848,61480964.9,0,61480964.9,40770751.91,0,40770751.91,619332252.7,0,619332252.7,192322002.6,0,192322002.6
104020933.6,0,104020933.6,2937138748,1868873761,1068264987,1932713664,409947785.1,1522765879,1057569732,0,1057569732,0,0,0,178353849.3,0,178353849.3,368429815.3,94421157.82,274008657.5,352416202.9,0,352416202.9,32148609.01,0,32148609.01,2403546351,0,2403546351,41502323.48,9954853.776,31547469.7,1094856.012,32994.05037,1061861.962,83958597.07,0,83958597.07,57532233.68,0,57532233.68,576976509.8,0,576976509.8,166717393.5,0,166717393.5
124414293.9,0,124414293.9,2967792342,1905205531,1062586810,1876947000,376589587.2,1500357413,989464146,0,989464146,0,0,0,178013421.1,0,178013421.1,362133089.6,85891832.57,276241257,341329762.5,0,341329762.5,42805335.43,0,42805335.43,2321774107,0,2321774107,40652351.08,9880106.683,30772244.4,210299.9824,0,210299.9824,126556507.7,0,126556507.7,98553223.48,0,98553223.48,555990541.2,0,555990541.2,158602575.2,0,158602575.2
136097769.5,0,136097769.5,2994669684,1943699300,1050970384,1868631569,364262216.5,1504369353,924614598.1,0,924614598.1,0,0,0,172700408.4,0,172700408.4,363183003.2,76423727.9,286759275.3,338056563.2,0,338056563.2,48132615.04,0,48132615.04,2052077242,0,2052077242,43799837.73,10133306.44,33666531.3,0,0,0,178338504.3,0,178338504.3,156976487.6,0,156976487.6,518619683.2,0,518619683.2,152244864.4,0,152244864.4
129667085.6,56958.50839,129610127.1,2981489020,1942091415,1039397605,1753854491,362963255,1390891236,929181915.7,0,929181915.7,0,0,0,166301315.7,0,166301315.7,365537943.7,70904589.71,294633354,335537131.1,0,335537131.1,48732825.3,0,48732825.3,1685011745,0,1685011745,41636524.3,7400122.779,34236401.52,0,0,0,223521985.8,0,223521985.8,210667002.8,0,210667002.8,520361287.7,0,520361287.7,155066016.6,0,155066016.6
113301853.2,7965.361898,113293887.8,2973559437,1928869195,1044690242,2059985883,449159969,1610825914,1223164126,0,1223164126,0,0,0,155238006.8,0,155238006.8,366736599.1,66897076.46,299839522.7,371035693.5,0,371035693.5,37745828.1,0,37745828.1,2056092391,0,2056092391,38611823.95,2422892.35,36188931.6,5815986.025,0,5815986.025,266818491.9,0,266818491.9,263756424.6,0,263756424.6,538116643.6,0,538116643.6,176329032.9,0,176329032.9
89483649.15,18843.92257,89464805.23,3015658815,1901400873,1114257941,2978038338,620373723.3,2357664615,2039050605,0,2039050605,0,0,0,144240670.2,0,144240670.2,231474372.6,40798644.42,190675728.1,380365462.9,0,380365462.9,36389445.36,0,36389445.36,2075577103,0,2075577103,52622049.45,5254601.15,47367448.3,12295642.33,0,12295642.33,337798123.2,0,337798123.2,345415981.3,0,345415981.3,579576128.7,0,579576128.7,167500285.2,0,167500285.2
94187533.98,0,94187533.98,2991460937,1887258384,1104202553,2496872329,647360985.6,1849511344,2097533614,0,2097533614,0,0,0,145270683.6,0,145270683.6,232586648.4,33939479.6,198647168.8,386293141.7,0,386293141.7,36367584.48,0,36367584.48,2094967570,0,2094967570,57569195.46,8640756.826,48928438.63,14682730.73,0,14682730.73,391575234.8,0,391575234.8,406630888.4,0,406630888.4,603008463.1,0,603008463.1,235394905.9,0,235394905.9
94229034.16,0,94229034.16,3039278091,1866867814,1172410277,2525950304,727844093.6,1798106210,2913593201,0,2913593201,0,0,0,147296354.3,0,147296354.3,258212365.3,28033771.92,230178593.4,391042254.8,0,391042254.8,40747446.94,0,40747446.94,2126794490,0,2126794490,69311979.78,14928294.17,54383685.6,17404022.37,0,17404022.37,426405928.7,0,426405928.7,445711665.7,0,445711665.7,623748607.5,0,623748607.5,179884775.1,0,179884775.1
117789960.1,0,117789960.1,3014182699,1855240855,1158941844,3197927449,845162470.6,2352764979,2960307031,0,2960307031,0,0,0,151676028.8,0,151676028.8,222213594.5,20854253.05,201359341.4,0,0,0,43283455.71,0,43283455.71,0,0,0,73936763.95,17681468.07,56255295.88,18801149.34,0,18801149.34,5712664.077,0,5712664.077,4261089.776,0,4261089.776,527437047.6,0,527437047.6,248048676.3,0,248048676.3
136640028.4,0,136640028.4,3020067314,1802907546,1217159768,2598325578,669411604.8,1928913973,0,0,0,0,0,0,169700263.3,0,169700263.3,184344412.8,14541343.87,169803069,0,0,0,52667949.3,0,52667949.3,0,0,0,70330537.74,8600926.737,61729611,0,0,0,53918998.42,0,53918998.42,32909686.19,0,32909686.19,0,0,0,192906033.8,0,192906033.8
153009130.1,0,153009130.1,2974507454,1752024816,1222482638,1826097847,456218839.1,1369879008,0,0,0,0,0,0,186690519.9,0,186690519.9,235553536.2,16785385.09,218768151.1,0,0,0,64171464.25,0,64171464.25,0,0,0,68972224.08,2124487.169,66847736.91,0,0,0,77939668.28,0,77939668.28,121940200.4,0,121940200.4,0,0,0,268823356.5,0,268823356.5
187073169.7,0,187073169.7,2957739282,1738763952,1218975331,1373614925,433534191.5,940080733.4,0,0,0,0,0,0,198042520.7,0,198042520.7,190611495.7,12405269.72,178206226,0,0,0,91355802.49,0,91355802.49,0,0,0,69095821.33,919970.5324,68175850.79,0,0,0,139791847.5,0,139791847.5,146399698.6,0,146399698.6,0,0,0,202640826.8,0,202640826.8
0,0,0,2952114370,1732378699,1219735670,1300062182,576153452.5,723908729.1,0,0,0,0,0,0,203110632.8,0,203110632.8,241522113.9,15311557.23,226210556.7,0,0,0,0,0,0,3475519.977,0,3475519.977,69824552.73,423147.5844,69401405.15,0,0,0,167101708.6,0,167101708.6,194809825.6,0,194809825.6,0,0,0,274763830.2,0,274763830.2
0,0,0,2980870268,1761963893,1218906375,1117375648,450832911.6,666542736.1,0,0,0,0,0,0,200390467.7,0,200390467.7,194863609.4,11497737.63,183365871.8,0,0,0,0,0,0,3387415.005,0,3387415.005,68088216.17,275176.9222,67813039.25,0,0,0,181310700.4,0,181310700.4,189496758.9,0,189496758.9,0,0,0,202159907.7,0,202159907.7
0,0,0,2977449263,1748095117,1229354146,1017759855,383440468.9,634319385.8,0,0,0,0,0,0,203621672.4,0,203621672.4,246114744.2,13988237.37,232126506.8,0,0,0,0,0,0,3608068.811,0,3608068.811,69902264.36,214544.6199,69687719.74,0,0,0,205418091.3,0,205418091.3,234374780.2,0,234374780.2,28886.80022,28886.80022,0,272988418.7,0,272988418.7
0,0,0,2881095636,1710498219,1170597416,1143314815,358752294.7,784562520.2,9233306.131,0,9233306.131,0,0,0,212102693.6,0,212102693.6,283102871.6,16253780.45,266849091.2,0,0,0,0,0,0,3994191.442,0,3994191.442,74417740.31,182981.3872,74234758.93,0,0,0,213797972.2,0,213797972.2,220336611.4,0,220336611.4,34363049.77,27495.75934,34335554.01,212016433.7,0,212016433.7
212185740.5,52579.30442,212133161.2,3419856758,1634040132,1785816626,1598567866,407405487.3,1191162379,44538685.53,0,44538685.53,0,0,0,221150011.5,0,221150011.5,439274410.3,23681953.94,415592456.4,0,0,0,109700587.3,0,109700587.3,8398600.74,0,8398600.74,77446235.99,176845.6286,77269390.37,0,0,0,237896710.3,0,237896710.3,266783025.8,0,266783025.8,54809155.34,0,54809155.34,301867447.5,0,301867447.5
210330174.1,66418.74293,210263755.4,2870314634,1569440431,1300874203,2558327564,636015974.4,1922311589,5668250783,0,5668250783,417215.9313,0,417215.9313,229963427.9,0,229963427.9,483130479,36328354.24,446802124.7,1603385601,13043.14357,1603372558,93588835.88,0,93588835.88,6232004734,0,6232004734,85635528.44,3842142.891,81793385.55,48355145.83,0,48355145.83,945151175.8,0,945151175.8,978008318.3,0,978008318.3,1248722387,0,1248722387,356818074.7,0,356818074.7
179614853.8,65826.21124,179549027.5,2762035674,1567051532,1194984142,3545315051,832498361.1,2712816690,3646300721,0,3646300721,17784760.77,0,17784760.77,228525438.4,0,228525438.4,450809777.7,41952652.58,408857125.1,748568765.6,3617.524206,748565148.1,78232862.64,0,78232862.64,4057569090,4684.007347,4057564406,85254047.92,11337488.2,73916559.72,43464286.28,0,43464286.28,726391000.2,0,726391000.2,765136072.5,0,765136072.5,1098699934,0,1098699934,318147675.5,0,318147675.5
148798553.3,5478.951258,148793074.3,2802881173,1714801931,1088079243,2912467114,675625433.7,2236841681,1022336884,0,1022336884,1295983.921,0,1295983.921,204826317.2,0,204826317.2,431376373.3,44980599.89,386395773.4,454169252.4,28118.72828,454141133.7,66821292.77,0,66821292.77,2811248379,7448.12174,2811240931,51224807.97,8238855.258,42985952.71,8945363.945,0,8945363.945,625734267.9,0,625734267.9,654937565.5,0,654937565.5,855578555,0,855578555,248196314.3,0,248196314.3
108840659.5,0,108840659.5,2972811578,1987744120,985067457.8,2514997782,717827461.7,1797170320,537346565.8,0,537346565.8,0,0,0,149416049.1,0,149416049.1,407067543.7,50237521.18,356830022.6,290730383,14954.05523,290715429,43542081.73,0,43542081.73,1995741690,11567.30055,1995730122,44141202.08,21148859.3,22992342.78,731341.5799,18198.94174,713142.6381,486885265.7,0,486885265.7,500702792,0,500702792,584699118,0,584699118,160133425.6,0,160133425.6
83281535.65,16095.3558,83265440.29,3438344163,2528026590,910317572.7,2241912832,712668184.2,1529244647,448403463.8,0,448403463.8,0,0,0,105203388.5,0,105203388.5,378153758.9,56979708.89,321174050,176415211.5,7909.721197,176407301.8,20750144.45,0,20750144.45,1366069534,6885.500538,1366062648,33495623.07,20614491.06,12881132.01,23178.72615,23178.72615,0,411197212.7,0,411197212.7,412627211.7,0,412627211.7,441436942.7,0,441436942.7,93451516.47,0,93451516.47
53241328.98,0,53241328.98,3487176355,2604881237,882295118.4,1689437236,440904516.4,1248532719,404894736.7,0,404894736.7,0,0,0,91369736.57,0,91369736.57,363831475.3,63637600.42,300193874.9,99048568.34,0,99048568.34,10386080.46,0,10386080.46,1134643620,0,1134643620,31889357.75,21020007.07,10869350.68,25465.93023,25465.93023,0,331091511.8,0,331091511.8,320010938.1,0,320010938.1,383651402.9,0,383651402.9,68805193.68,0,68805193.68
41041208.35,0,41041208.35,3059066160,2184948921,874117238.4,1746528895,463887431.1,1282641464,461876282.5,0,461876282.5,0,0,0,97691561.23,0,97691561.23,354847581.4,66048227.09,288799354.3,147699579.3,0,147699579.3,6255496.262,0,6255496.262,1360768194,0,1360768194,38261741.22,20460556.05,17801185.17,47003.17379,0,47003.17379,298810443.4,0,298810443.4,279144238.1,0,279144238.1,402172233.7,0,402172233.7,81894671.72,0,81894671.72
74361638.38,0,74361638.38,2758486170,1903660945,854825225.2,1851985245,531193852.8,1320791392,344916001.7,0,344916001.7,0,0,0,114016224.6,40185.27108,113976039.4,351262102.9,65463988.69,285798114.3,303298245.1,0,303298245.1,15872053.99,0,15872053.99,1879874195,0,1879874195,33367001.89,19237692.5,14129309.39,205983.1579,205983.1579,0,291350939.5,0,291350939.5,265796186.3,0,265796186.3,446745644.7,0,446745644.7,101884780,0,101884780
128495750.6,0,128495750.6,2655102018,1802216698,852885320.6,1936540491,503425696.5,1433114795,314448319.4,0,314448319.4,0,0,0,145406012.1,26899.57561,145379112.5,347191982.5,64837304.23,282354678.3,444804550.1,0,444804550.1,44274559.6,0,44274559.6,2468718699,0,2468718699,43472925.46,16489712.4,26983213.06,21763.35011,21763.35011,0,285305300.8,0,285305300.8,255994236.6,0,255994236.6,524762133.9,0,524762133.9,146118570.8,0,146118570.8
